Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000287,13.154595,[28  7] ; [14 23],[20.41666667 14.58333333] ; [21.58333333 15.41666667],1
d2,1,0.001092,10.664706,[27 10] ; [13 24],[20. 17.] ; [20. 17.],0
u1,1,0.002367,9.240454,[14 23] ; [ 3 34],[ 8.5 28.5] ; [ 8.5 28.5],0
s2,1,0.002842,8.905976,[31  5] ; [20 17],[25.15068493 10.84931507] ; [25.84931507 11.15068493],0
s5,1,0.018921,5.508824,[23 10] ; [14 20],[18.2238806 14.7761194] ; [18.7761194 15.2238806],0
a2,1,0.023878,5.103448,[12 25] ; [ 4 33],[ 8. 29.] ; [ 8. 29.],0
s3,1,0.024271,5.075166,[30  6] ; [22 15],[25.64383562 10.35616438] ; [26.35616438 10.64383562],0
d1,1,0.029755,4.723404,[28  9] ; [19 18],[23.5 13.5] ; [23.5 13.5],0
p5,1,0.047023,3.944563,[ 6 31] ; [ 1 36],[ 3.5 33.5] ; [ 3.5 33.5],0
p7,1,0.076843,3.130435,[28  8] ; [21 15],[24.5 11.5] ; [24.5 11.5],0
s6,1,0.090852,2.85921,[33  3] ; [27  8],[30.42253521  5.57746479] ; [29.57746479  5.42253521],0
a4,1,0.103638,2.648649,[22 15] ; [15 22],[18.5 18.5] ; [18.5 18.5],0
r4,1,0.13427,2.242424,[35  2] ; [31  6],[33.  4.] ; [33.  4.],0
n4,1,0.136233,2.22,[28  9] ; [22 15],[25. 12.] ; [25. 12.],0
b1,1,0.144007,2.134615,[16 21] ; [10 27],[13. 24.] ; [13. 24.],0
b5,1,0.150387,2.068323,[26 11] ; [20 17],[23. 14.] ; [23. 14.],0
n2,1,0.184708,1.759334,[4 3] ; [7 1],[5.13333333 1.86666667] ; [5.86666667 2.13333333],0
p6,1,0.234029,1.416208,[18 18] ; [13 23],[15.5 20.5] ; [15.5 20.5],0
p4,1,0.238769,1.387847,[24 13] ; [19 18],[21.5 15.5] ; [21.5 15.5],0
u3,1,0.256299,1.288636,[7 3] ; [5 6],[5.71428571 4.28571429] ; [6.28571429 4.71428571],0
v3,1,0.267172,1.231207,[19 18] ; [13 21],[16.67605634 20.32394366] ; [15.32394366 18.67605634],0
u2,1,0.284117,1.14729,[5 5] ; [3 8],[3.80952381 6.19047619] ; [4.19047619 6.80952381],0
v1,1,0.295088,1.096263,[23 14] ; [18 18],[20.78082192 16.21917808] ; [20.21917808 15.78082192],0
p1,1,0.303868,1.057143,[ 3 34] ; [ 1 36],[ 2. 35.] ; [ 2. 35.],0
v4,1,0.303868,1.057143,[36  1] ; [34  3],[35.  2.] ; [35.  2.],0
d5,1,0.326925,0.961039,[33  4] ; [30  7],[31.5  5.5] ; [31.5  5.5],0
r1,1,0.385672,0.752542,[31  6] ; [28  9],[29.5  7.5] ; [29.5  7.5],0
r2,1,0.394349,0.72549,[35  2] ; [33  4],[34.  3.] ; [34.  3.],0
n1,1,0.437558,0.602679,[2 5] ; [1 7],[1.4 5.6] ; [1.6 6.4],0
p3,1,0.485499,0.486486,[20 17] ; [17 20],[18.5 18.5] ; [18.5 18.5],0
b2,1,0.538197,0.378892,[ 4 18] ; [ 4 11],[ 4.75675676 17.24324324] ; [ 3.24324324 11.75675676],0
b3,1,0.538197,0.378892,[ 4 18] ; [ 4 11],[ 4.75675676 17.24324324] ; [ 3.24324324 11.75675676],0
a1,1,0.555578,0.347418,[ 1 36] ; [ 2 35],[ 1.5 35.5] ; [ 1.5 35.5],0
d3,1,0.57223,0.318966,[28  9] ; [30  7],[29.  8.] ; [29.  8.],0
n3,1,0.604773,0.267857,[6 1] ; [6 2],[5.6 1.4] ; [6.4 1.6],0
n5,1,0.619432,0.246667,[26 11] ; [24 13],[25. 12.] ; [25. 12.],0
p8,1,0.622184,0.24281,[18 18] ; [15 19],[16.97142857 19.02857143] ; [16.02857143 17.97142857],0
a6,1,0.635826,0.224242,[23 14] ; [21 16],[22. 15.] ; [22. 15.],0
p9,1,0.69078,0.158242,[32  4] ; [33  3],[32.5  3.5] ; [32.5  3.5],0
n6,1,0.706544,0.141753,[32  5] ; [30  6],[31.42465753  5.57534247] ; [30.57534247  5.42465753],0
a3,1,0.796522,0.066487,[27 10] ; [26 11],[26.5 10.5] ; [26.5 10.5],0
p2,1,0.796522,0.066487,[27 10] ; [26 11],[26.5 10.5] ; [26.5 10.5],0
a5,1,0.801683,0.063086,[26 11] ; [25 12],[25.5 11.5] ; [25.5 11.5],0
p11,1,0.801683,0.063086,[26 11] ; [25 12],[25.5 11.5] ; [25.5 11.5],0
b4,1,0.809181,0.058314,[24 13] ; [23 14],[23.5 13.5] ; [23.5 13.5],0
a8,1,0.968445,0.001565,[ 3 29] ; [ 3 30],[ 2.95384615 29.04615385] ; [ 3.04615385 29.95384615],0
p12,1,0.977516,0.000794,[ 2 34] ; [ 2 35],[ 1.97260274 34.02739726] ; [ 2.02739726 34.97260274],0
a7,1,1.0,0.0,[28  9] ; [28  9],[28.  9.] ; [28.  9.],0
d4,1,1.0,0.0,[33  4] ; [33  4],[33.  4.] ; [33.  4.],0
p10,1,1.0,0.0,[31  5] ; [31  5],[31.  5.] ; [31.  5.],0
