Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.507353,[37  4] ; [46 54],[24.13475177 16.86524823] ; [58.86524823 41.13475177],1
s2,1,9e-06,19.72875,[30 12] ; [31 69],[18.04225352 23.95774648] ; [42.95774648 57.04225352],1
p10,1,2.2e-05,17.992571,[33  7] ; [42 56],[21.73913043 18.26086957] ; [53.26086957 44.73913043],1
s8,1,2.9e-05,17.502129,[26 16] ; [25 75],[15.08450704 26.91549296] ; [35.91549296 64.08450704],1
r4,1,0.000621,11.710996,[39  3] ; [65 35],[30.76056338 11.23943662] ; [73.23943662 26.76056338],1
s3,1,0.000753,11.354229,[30 12] ; [40 59],[20.85106383 21.14893617] ; [49.14893617 49.85106383],1
s4,1,0.001299,10.343719,[12 30] ; [ 8 92],[ 5.91549296 36.08450704] ; [14.08450704 85.91549296],0
s7,1,0.001707,9.84095,[25 12] ; [35 59],[16.94656489 20.05343511] ; [43.05343511 50.94656489],0
p4,1,0.003364,8.598593,[26 15] ; [36 63],[18.15714286 22.84285714] ; [43.84285714 55.15714286],0
p9,1,0.004791,7.956569,[34  8] ; [53 42],[26.67153285 15.32846715] ; [60.32846715 34.67153285],0
r3,1,0.007349,7.185678,[37  4] ; [68 31],[30.75 10.25] ; [74.25 24.75],0
r1,1,0.007808,7.076889,[36  5] ; [65 34],[29.57857143 11.42142857] ; [71.42142857 27.57857143],0
n2,1,0.011795,6.341353,[15  1] ; [25 17],[11.03448276  4.96551724] ; [28.96551724 13.03448276],0
p2,1,0.013256,6.134561,[33  9] ; [56 43],[26.5106383 15.4893617] ; [62.4893617 36.5106383],0
a8,1,0.015673,5.83918,[10 27] ; [ 9 80],[ 5.57936508 31.42063492] ; [13.42063492 75.57936508],0
d3,1,0.016568,5.741519,[31 11] ; [51 47],[24.6 17.4] ; [57.4 40.6],0
v1,1,0.035807,4.406253,[24 18] ; [38 62],[18.33802817 23.66197183] ; [43.66197183 56.33802817],0
p3,1,0.036625,4.367779,[20 22] ; [29 70],[14.59574468 27.40425532] ; [34.40425532 64.59574468],0
a5,1,0.040026,4.21677,[32 10] ; [58 42],[26.61971831 15.38028169] ; [63.38028169 36.61971831],0
a1,1,0.052715,3.752933,[ 1 41] ; [13 87],[ 4.14084507 37.85915493] ; [ 9.85915493 90.14084507],0
a3,1,0.054455,3.698684,[33  9] ; [60 37],[28.10071942 13.89928058] ; [64.89928058 32.10071942],0
v4,1,0.054936,3.684041,[39  3] ; [79 20],[35.14893617  6.85106383] ; [82.85106383 16.14893617],0
v2,1,0.055774,3.658786,[22 20] ; [34 63],[16.92086331 25.07913669] ; [39.07913669 57.92086331],0
n4,1,0.064164,3.426353,[38  3] ; [80 20],[34.31205674  6.68794326] ; [83.68794326 16.31205674],0
n6,1,0.075587,3.157315,[36  6] ; [71 28],[31.87234043 10.12765957] ; [75.12765957 23.87234043],0
p7,1,0.078764,3.09022,[25 17] ; [42 55],[20.24460432 21.75539568] ; [46.75539568 50.24460432],0
b1,1,0.086347,2.941191,[28 14] ; [51 49],[23.36619718 18.63380282] ; [55.63380282 44.36619718],0
d2,1,0.089616,2.881264,[25 17] ; [43 55],[20.4 21.6] ; [47.6 50.4],0
d5,1,0.109766,2.557593,[34  8] ; [67 32],[30.08510638 11.91489362] ; [70.91489362 28.08510638],0
