Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.209344,[81 20] ; [15 34],[64.64 36.36] ; [31.36 17.64],1
p11,1,3e-06,22.071263,[86 15] ; [24 25],[74.06666667 26.93333333] ; [35.93333333 13.06666667],1
n6,1,4.2e-05,16.78201,[92  8] ; [32 17],[83.22147651 16.77852349] ; [40.77852349  8.22147651],1
p8,1,0.000224,13.621216,[61 38] ; [14 34],[50.51020408 48.48979592] ; [24.48979592 23.51020408],1
p4,1,0.002835,8.910891,[69 32] ; [21 28],[60.6 40.4] ; [29.4 19.6],0
v1,1,0.007379,7.178257,[56 44] ; [16 33],[48.32214765 51.67785235] ; [23.67785235 25.32214765],0
u3,1,0.008225,6.983766,[16 16] ; [15  2],[20.24489796 11.75510204] ; [10.75510204  6.24489796],0
p2,1,0.008947,6.833407,[85 16] ; [32 17],[78.78 22.22] ; [38.22 10.78],0
p9,1,0.016351,5.764736,[92  9] ; [36 11],[87.35135135 13.64864865] ; [40.64864865  6.35135135],0
s8,1,0.042461,4.11672,[57 44] ; [19 30],[51.17333333 49.82666667] ; [24.82666667 24.17333333],0
p5,1,0.044535,4.036155,[12 89] ; [ 1 48],[ 8.75333333 92.24666667] ; [ 4.24666667 44.75333333],0
p7,1,0.066082,3.377757,[69 29] ; [27 22],[64. 34.] ; [32. 17.],0
p3,1,0.11849,2.437167,[57 44] ; [21 28],[52.52 48.48] ; [25.48 23.52],0
p12,1,0.119603,2.422506,[ 9 92] ; [ 1 47],[ 6.77852349 94.22147651] ; [ 3.22147651 44.77852349],0
b4,1,0.20078,1.636694,[57 44] ; [33 16],[60.6 40.4] ; [29.4 19.6],0
n2,1,0.203749,1.615293,[21  4] ; [10  5],[19.375  5.625] ; [11.625  3.375],0
u2,1,0.224359,1.476272,[13 19] ; [10  7],[15.02040816 16.97959184] ; [7.97959184 9.02040816],0
b5,1,0.243372,1.360954,[58 43] ; [33 16],[61.27333333 39.72666667] ; [29.72666667 19.27333333],0
a2,1,0.275555,1.188881,[22 79] ; [ 7 42],[19.52666667 81.47333333] ; [ 9.47333333 39.52666667],0
s3,1,0.278249,1.17562,[75 24] ; [33 16],[72.24324324 26.75675676] ; [35.75675676 13.24324324],0
p10,1,0.279318,1.170404,[87 14] ; [38 10],[84.73154362 16.26845638] ; [40.26845638  7.73154362],0
s6,1,0.2799,1.167577,[85 12] ; [38  9],[82.85416667 14.14583333] ; [40.14583333  6.85416667],0
d3,1,0.306563,1.045426,[72 29] ; [38 10],[74.56375839 26.43624161] ; [35.43624161 12.56375839],0
v4,1,0.341288,0.905588,[98  3] ; [45  3],[96.93288591  4.06711409] ; [46.06711409  1.93288591],0
r1,1,0.361185,0.833768,[79 22] ; [35 14],[76.76 24.24] ; [37.24 11.76],0
s1,1,0.388019,0.745142,[ 5 95] ; [ 1 48],[ 4.02684564 95.97315436] ; [ 1.97315436 47.02684564],0
d2,1,0.390173,0.738401,[44 57] ; [25 24],[46.46 54.54] ; [22.54 26.46],0
r4,1,0.393204,0.729012,[93  8] ; [43  6],[91.57333333  9.42666667] ; [44.42666667  4.57333333],0
p1,1,0.393204,0.729012,[ 8 93] ; [ 6 43],[ 9.42666667 91.57333333] ; [ 4.57333333 44.42666667],0
b2,1,0.411358,0.674872,[10 41] ; [ 8 21],[11.475 39.525] ; [ 6.525 22.475],0
b3,1,0.411358,0.674872,[10 41] ; [ 8 21],[11.475 39.525] ; [ 6.525 22.475],0
a4,1,0.425656,0.634648,[44 57] ; [18 31],[41.74666667 59.25333333] ; [20.25333333 28.74666667],0
a5,1,0.536549,0.381973,[71 30] ; [32 17],[69.35333333 31.64666667] ; [33.64666667 15.35333333],0
d4,1,0.62809,0.23466,[79 22] ; [40  9],[80.12666667 20.87333333] ; [38.87333333 10.12666667],0
b1,1,0.632414,0.228801,[37 64] ; [16 33],[35.68666667 65.31333333] ; [17.31333333 31.68666667],0
r2,1,0.634637,0.225825,[95  6] ; [47  2],[95.61333333  5.38666667] ; [46.38666667  2.61333333],0
v2,1,0.641745,0.216467,[46 52] ; [24 23],[47.31034483 50.68965517] ; [22.68965517 24.31034483],0
d1,1,0.664794,0.187752,[56 45] ; [29 20],[57.23333333 43.76666667] ; [27.76666667 21.23333333],0
p6,1,0.70688,0.141414,[42 58] ; [19 30],[40.93959732 59.06040268] ; [20.06040268 28.93959732],0
a3,1,0.712325,0.135966,[69 32] ; [32 17],[68.00666667 32.99333333] ; [32.99333333 16.00666667],0
a6,1,0.726917,0.121962,[63 38] ; [32 17],[63.96666667 37.03333333] ; [31.03333333 17.96666667],0
a1,1,0.740351,0.109819,[ 3 98] ; [ 1 48],[ 2.69333333 98.30666667] ; [ 1.30666667 47.69333333],0
d5,1,0.771451,0.084377,[80 21] ; [39  9],[80.66442953 20.33557047] ; [38.33557047  9.66442953],0
s5,1,0.81292,0.056009,[49 43] ; [23 22],[48.35036496 43.64963504] ; [23.64963504 21.35036496],0
s7,1,0.830664,0.045732,[59 41] ; [28 18],[59.5890411 40.4109589] ; [27.4109589 18.5890411],0
v3,1,0.837477,0.042075,[29 69] ; [15 33],[29.53424658 68.46575342] ; [14.46575342 33.53424658],0
n3,1,0.850436,0.035556,[19  6] ; [11  4],[18.75  6.25] ; [11.25  3.75],0
n1,1,0.930542,0.007597,[ 8 17] ; [ 5 10],[ 8.125 16.875] ; [ 4.875 10.125],0
u1,1,0.947751,0.004294,[19 82] ; [ 9 40],[18.85333333 82.14666667] ; [ 9.14666667 39.85333333],0
a7,1,0.957595,0.002827,[69 32] ; [33 15],[69.1409396 31.8590604] ; [32.8590604 15.1409396],0
s2,1,0.98741,0.000249,[70 29] ; [34 14],[70.04081633 28.95918367] ; [33.95918367 14.04081633],0
