Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.008681,6.887297,[8 7] ; [62 12],[11.79775281  3.20224719] ; [58.20224719 15.79775281],0
r4,1,0.010757,6.505051,[10  5] ; [70  7],[13.04347826  1.95652174] ; [66.95652174 10.04347826],0
a7,1,0.012794,6.197342,[7 8] ; [60 17],[10.92391304  4.07608696] ; [56.07608696 20.92391304],0
v4,1,0.020835,5.340501,[12  3] ; [74  3],[14.02173913  0.97826087] ; [71.97826087  5.02173913],0
s4,1,0.03415,4.487157,[7 8] ; [16 61],[ 3.75 11.25] ; [19.25 57.75],0
s6,1,0.037403,4.331985,[8 5] ; [65 11],[10.66292135  2.33707865] ; [62.33707865 13.66292135],0
p10,1,0.106838,2.600387,[7 8] ; [52 24],[9.72527473 5.27472527] ; [49.27472527 26.72527473],0
a5,1,0.107368,2.592534,[8 7] ; [57 20],[10.59782609  4.40217391] ; [54.40217391 22.59782609],0
b4,1,0.107959,2.583854,[6 9] ; [48 29],[8.80434783 6.19565217] ; [45.19565217 31.80434783],0
d1,1,0.107959,2.583854,[6 9] ; [48 29],[8.80434783 6.19565217] ; [45.19565217 31.80434783],0
n5,1,0.122823,2.380952,[8 7] ; [55 20],[10.5  4.5] ; [52.5 22.5],0
d4,1,0.149324,2.079144,[10  5] ; [63 13],[12.03296703  2.96703297] ; [60.96703297 15.03296703],0
d5,1,0.149324,2.079144,[10  5] ; [63 13],[12.03296703  2.96703297] ; [60.96703297 15.03296703],0
a3,1,0.15101,2.062015,[9 6] ; [59 17],[11.20879121  3.79120879] ; [56.79120879 19.20879121],0
r3,1,0.151224,2.059863,[12  3] ; [70  6],[13.51648352  1.48351648] ; [68.48351648  7.51648352],0
s8,1,0.182447,1.777575,[7 8] ; [50 27],[9.29347826 5.70652174] ; [47.70652174 29.29347826],0
n4,1,0.190026,1.717419,[9 6] ; [58 18],[11.04395604  3.95604396] ; [55.95604396 20.04395604],0
v2,1,0.256839,1.285714,[6 9] ; [42 33],[8. 7.] ; [40. 35.],0
p8,1,0.348753,0.877988,[ 4 11] ; [30 46],[5.6043956 9.3956044] ; [28.3956044 47.6043956],0
s5,1,0.350301,0.872368,[7 5] ; [32 41],[5.50588235 6.49411765] ; [33.49411765 39.50588235],0
b5,1,0.366802,0.814471,[11  4] ; [47 30],[9.45652174 5.54347826] ; [48.54347826 28.45652174],0
n3,1,0.380042,0.770565,[6 2] ; [18 13],[4.92307692 3.07692308] ; [19.07692308 11.92307692],0
p4,1,0.386292,0.750583,[10  5] ; [42 35],[8.47826087 6.52173913] ; [43.52173913 33.47826087],0
b2,1,0.390022,0.738872,[4 4] ; [15 29],[2.92307692 5.07692308] ; [16.07692308 27.92307692],0
b3,1,0.390022,0.738872,[4 4] ; [15 29],[2.92307692 5.07692308] ; [16.07692308 27.92307692],0
a4,1,0.397168,0.716883,[6 9] ; [40 37],[7.5 7.5] ; [38.5 38.5],0
u2,1,0.408451,0.683304,[4 2] ; [8 9],[3.13043478 2.86956522] ; [8.86956522 8.13043478],0
p2,1,0.415228,0.663781,[10  5] ; [59 18],[11.25  3.75] ; [57.75 19.25],0
d2,1,0.480729,0.49721,[7 8] ; [43 33],[8.24175824 6.75824176] ; [41.75824176 34.24175824],0
u1,1,0.494796,0.466081,[ 3 12] ; [22 55],[ 4.07608696 10.92391304] ; [20.92391304 56.07608696],0
s2,1,0.55777,0.343581,[10  5] ; [57 20],[10.92391304  4.07608696] ; [56.07608696 20.92391304],0
p9,1,0.560786,0.338346,[12  2] ; [60 16],[11.2  2.8] ; [60.8 15.2],0
p5,1,0.567565,0.326774,[ 1 14] ; [ 9 68],[ 1.63043478 13.36956522] ; [ 8.36956522 68.63043478],0
v3,1,0.569672,0.323232,[ 4 10] ; [27 47],[4.93181818 9.06818182] ; [26.06818182 47.93181818],0
d3,1,0.577912,0.309623,[10  5] ; [56 20],[10.87912088  4.12087912] ; [55.12087912 20.87912088],0
n1,1,0.581831,0.303283,[5 3] ; [16 15],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
u3,1,0.632585,0.228571,[4 2] ; [10  8],[3.5 2.5] ; [10.5  7.5],0
p6,1,0.666783,0.185388,[6 9] ; [35 41],[6.75824176 8.24175824] ; [34.24175824 41.75824176],0
p3,1,0.766437,0.088232,[6 9] ; [34 43],[6.52173913 8.47826087] ; [33.47826087 43.52173913],0
r2,1,0.768577,0.086575,[13  1] ; [73  4],[13.23076923  0.76923077] ; [72.76923077  4.23076923],0
a2,1,0.803154,0.062134,[ 4 11] ; [23 54],[ 4.40217391 10.59782609] ; [22.59782609 54.40217391],0
n2,1,0.821233,0.051058,[6 2] ; [22  9],[5.74358974 2.25641026] ; [22.25641026  8.74358974],0
s3,1,0.868887,0.027249,[10  5] ; [53 24],[10.27173913  4.72826087] ; [52.72826087 24.27173913],0
a6,1,0.893389,0.017961,[9 6] ; [47 29],[9.23076923 5.76923077] ; [46.76923077 29.23076923],0
p1,1,0.908173,0.013304,[ 2 13] ; [11 65],[ 2.14285714 12.85714286] ; [10.85714286 65.14285714],0
b1,1,0.910707,0.012577,[9 6] ; [45 32],[8.80434783 6.19565217] ; [45.19565217 31.80434783],0
p7,1,0.924812,0.008906,[7 8] ; [36 39],[7.16666667 7.83333333] ; [35.83333333 39.16666667],0
a8,1,0.934325,0.006791,[ 2 12] ; [10 56],[ 2.1 11.9] ; [ 9.9 56.1],0
v1,1,0.995094,3.8e-05,[8 7] ; [41 36],[7.98913043 7.01086957] ; [41.01086957 35.98913043],0
