Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.009541,6.71861,[199 142] ; [1 7],[195.41547278 145.58452722] ; [4.58452722 3.41547278],0
n1,1,0.040564,4.194118,[25 48] ; [4 1],[27.14102564 45.85897436] ; [1.85897436 3.14102564],0
d4,1,0.049876,3.845621,[203 138] ; [2 6],[200.3008596 140.6991404] ; [4.6991404 3.3008596],0
v2,1,0.058226,3.587203,[164 161] ; [1 6],[161.52108434 163.47891566] ; [3.47891566 3.52108434],0
p10,1,0.087002,2.928994,[254  79] ; [4 4],[251.94721408  81.05278592] ; [6.05278592 1.94721408],0
d3,1,0.090476,2.865882,[144 196] ; [1 7],[141.66666667 198.33333333] ; [3.33333333 4.66666667],0
a1,1,0.153735,2.034799,[ 11 331] ; [1 7],[ 11.72571429 330.27428571] ; [0.27428571 7.72571429],0
b1,1,0.159552,1.978469,[130 212] ; [5 3],[131.91428571 210.08571429] ; [3.08571429 4.91428571],0
p7,1,0.184849,1.758199,[201 130] ; [3 5],[199.18584071 131.81415929] ; [4.81415929 3.18584071],0
b2,1,0.189783,1.719299,[ 61 129] ; [3 2],[ 62.35897436 127.64102564] ; [1.64102564 3.35897436],0
b3,1,0.189783,1.719299,[ 61 129] ; [3 2],[ 62.35897436 127.64102564] ; [1.64102564 3.35897436],0
s1,1,0.191751,1.704111,[ 12 323] ; [1 7],[ 12.696793 322.303207] ; [0.303207 7.696793],0
p8,1,0.192151,1.701045,[156 179] ; [5 2],[157.70467836 177.29532164] ; [3.29532164 3.70467836],0
p5,1,0.201099,1.634376,[ 36 301] ; [2 6],[ 37.11884058 299.88115942] ; [0.88115942 7.11884058],0
s5,1,0.207468,1.58901,[ 96 231] ; [4 4],[ 97.6119403 229.3880597] ; [2.3880597 5.6119403],0
s8,1,0.218441,1.514582,[118 222] ; [4 3],[119.5389049 220.4610951] ; [2.4610951 4.5389049],0
p2,1,0.24998,1.323414,[268  70] ; [5 3],[266.68786127  71.31213873] ; [6.31213873 1.68786127],0
b4,1,0.294568,1.098625,[193 149] ; [6 2],[194.45142857 147.54857143] ; [4.54857143 3.45142857],0
a5,1,0.313524,1.015771,[195 146] ; [6 2],[196.39255014 144.60744986] ; [4.60744986 3.39255014],0
p12,1,0.415333,0.663482,[ 19 316] ; [1 7],[ 19.5335277 315.4664723] ; [0.4664723 7.5335277],0
a3,1,0.441634,0.592034,[194 147] ; [5 2],[194.99712644 146.00287356] ; [4.00287356 2.99712644],0
v1,1,0.443762,0.586534,[163 171] ; [5 3],[164.07017544 169.92982456] ; [3.92982456 4.07017544],0
p4,1,0.464091,0.536009,[170 166] ; [3 5],[168.97674419 167.02325581] ; [4.02325581 3.97674419],0
s7,1,0.472642,0.515794,[136 187] ; [2 5],[135.07272727 187.92727273] ; [2.92727273 4.07272727],0
u2,1,0.505289,0.44381,[77 69] ; [1 2],[76.4295302 69.5704698] ; [1.5704698 1.4295302],0
r1,1,0.562912,0.334687,[269  71] ; [7 1],[269.65517241  70.34482759] ; [6.34482759 1.65517241],0
p9,1,0.579064,0.30775,[267  67] ; [5 2],[266.41642229  67.58357771] ; [5.58357771 1.41642229],0
s6,1,0.675361,0.175395,[211 120] ; [5 2],[211.52662722 119.47337278] ; [4.47337278 2.52662722],0
v3,1,0.680363,0.169718,[118 216] ; [3 4],[118.51612903 215.48387097] ; [2.48387097 4.51612903],0
p1,1,0.69921,0.149295,[ 29 308] ; [1 7],[ 29.30434783 307.69565217] ; [0.69565217 7.30434783],0
p6,1,0.710666,0.137613,[104 230] ; [2 6],[103.52046784 230.47953216] ; [2.47953216 5.52046784],0
s2,1,0.719227,0.129234,[147 190] ; [4 4],[147.49855072 189.50144928] ; [3.50144928 4.49855072],0
p3,1,0.746186,0.104764,[150 189] ; [4 4],[150.44956772 188.55043228] ; [3.55043228 4.44956772],0
n3,1,0.763736,0.090347,[60 14] ; [3 1],[59.76923077 14.23076923] ; [3.23076923 0.76923077],0
a7,1,0.791025,0.070214,[227 112] ; [5 3],[226.65129683 112.34870317] ; [5.34870317 2.65129683],0
b5,1,0.83225,0.044867,[201 141] ; [5 3],[201.29142857 140.70857143] ; [4.70857143 3.29142857],0
d2,1,0.864083,0.029302,[ 50 291] ; [1 7],[ 49.83094556 291.16905444] ; [1.16905444 6.83094556],0
p11,1,0.867983,0.02763,[265  77] ; [6 2],[264.80571429  77.19428571] ; [6.19428571 1.80571429],0
n2,1,0.879228,0.023088,[62 13] ; [4 1],[61.875 13.125] ; [4.125 0.875],0
s3,1,0.890952,0.018796,[178 159] ; [3 3],[177.83381924 159.16618076] ; [3.16618076 2.83381924],0
a6,1,0.89176,0.018517,[205 136] ; [5 3],[205.18624642 135.81375358] ; [4.81375358 3.18624642],0
