Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.003368,8.596543,[1 8] ; [17  8],[4.76470588 4.23529412] ; [13.23529412 11.76470588],0
p10,1,0.025827,4.967575,[8 1] ; [11 13],[5.18181818 3.81818182] ; [13.81818182 10.18181818],0
a3,1,0.039218,4.251379,[7 2] ; [ 9 15],[4.36363636 4.63636364] ; [11.63636364 12.36363636],0
b1,1,0.05085,3.813203,[8 1] ; [13 12],[5.55882353 3.44117647] ; [15.44117647  9.55882353],0
v3,1,0.098395,2.731374,[2 7] ; [ 1 24],[0.79411765 8.20588235] ; [ 2.20588235 22.79411765],0
a4,1,0.149987,2.072381,[3 6] ; [ 3 22],[1.58823529 7.41176471] ; [ 4.41176471 20.58823529],0
d2,1,0.149987,2.072381,[3 6] ; [ 3 22],[1.58823529 7.41176471] ; [ 4.41176471 20.58823529],0
p9,1,0.150451,2.067669,[7 2] ; [12 12],[5.18181818 3.81818182] ; [13.81818182 10.18181818],0
v2,1,0.166994,1.909722,[3 6] ; [ 3 21],[1.63636364 7.36363636] ; [ 4.36363636 19.63636364],0
b5,1,0.169327,1.888889,[3 6] ; [15 10],[4.76470588 4.23529412] ; [13.23529412 11.76470588],0
p7,1,0.169327,1.888889,[6 3] ; [10 15],[4.23529412 4.76470588] ; [11.76470588 13.23529412],0
a5,1,0.212422,1.554839,[5 4] ; [ 8 17],[3.44117647 5.55882353] ; [ 9.55882353 15.44117647],0
s3,1,0.223216,1.483575,[1 8] ; [ 8 17],[2.38235294 6.61764706] ; [ 6.61764706 18.38235294],0
a1,1,0.256144,1.289481,[2 7] ; [ 2 23],[1.05882353 7.94117647] ; [ 2.94117647 22.05882353],0
s1,1,0.256144,1.289481,[2 7] ; [ 2 23],[1.05882353 7.94117647] ; [ 2.94117647 22.05882353],0
r3,1,0.338426,0.916385,[6 2] ; [14 11],[4.84848485 3.15151515] ; [15.15151515  9.84848485],0
s2,1,0.365862,0.817672,[4 5] ; [ 7 18],[2.91176471 6.08823529] ; [ 8.08823529 16.91176471],0
n1,1,0.394344,0.725505,[1 4] ; [5 7],[1.76470588 3.23529412] ; [4.23529412 7.76470588],0
d4,1,0.420287,0.649513,[5 4] ; [10 15],[3.97058824 5.02941176] ; [11.02941176 13.97058824],0
a7,1,0.44868,0.573983,[2 7] ; [ 9 16],[2.91176471 6.08823529] ; [ 8.08823529 16.91176471],0
p4,1,0.502927,0.448754,[4 5] ; [ 8 17],[3.17647059 5.82352941] ; [ 8.82352941 16.17647059],0
s4,1,0.548624,0.359788,[1 8] ; [ 5 20],[1.58823529 7.41176471] ; [ 4.41176471 20.58823529],0
r1,1,0.586289,0.296178,[3 6] ; [ 6 19],[2.38235294 6.61764706] ; [ 6.61764706 18.38235294],0
n5,1,0.654865,0.199821,[5 4] ; [16  9],[5.55882353 3.44117647] ; [15.44117647  9.55882353],0
r4,1,0.674576,0.176296,[2 7] ; [ 4 21],[1.58823529 7.41176471] ; [ 4.41176471 20.58823529],0
p3,1,0.674576,0.176296,[2 7] ; [ 4 21],[1.58823529 7.41176471] ; [ 4.41176471 20.58823529],0
n3,1,0.70663,0.141667,[3 2] ; [6 6],[2.64705882 2.35294118] ; [6.35294118 5.64705882],0
s7,1,0.71249,0.135802,[2 7] ; [ 4 20],[1.63636364 7.36363636] ; [ 4.36363636 19.63636364],0
u2,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
n6,1,0.766735,0.088,[4 4] ; [14 11],[4.36363636 3.63636364] ; [13.63636364 11.36363636],0
p5,1,0.804748,0.061111,[1 8] ; [ 2 22],[0.81818182 8.18181818] ; [ 2.18181818 21.81818182],0
p8,1,0.824624,0.049107,[3 6] ; [ 9 15],[3.27272727 5.72727273] ; [ 8.72727273 15.27272727],0
v4,1,0.854603,0.03358,[4 5] ; [12 13],[4.23529412 4.76470588] ; [11.76470588 13.23529412],0
n4,1,0.854603,0.03358,[4 5] ; [12 13],[4.23529412 4.76470588] ; [11.76470588 13.23529412],0
a6,1,0.885857,0.020606,[3 6] ; [ 9 16],[3.17647059 5.82352941] ; [ 8.82352941 16.17647059],0
s6,1,0.885857,0.020606,[3 6] ; [ 9 16],[3.17647059 5.82352941] ; [ 8.82352941 16.17647059],0
s8,1,0.914143,0.011624,[2 7] ; [ 6 19],[2.11764706 6.88235294] ; [ 5.88235294 19.11764706],0
d3,1,0.941553,0.005375,[3 6] ; [ 8 17],[2.91176471 6.08823529] ; [ 8.08823529 16.91176471],0
b2,1,0.946375,0.004524,[1 4] ; [ 3 11],[1.05263158 3.94736842] ; [ 2.94736842 11.05263158],0
b3,1,0.946375,0.004524,[1 4] ; [ 3 11],[1.05263158 3.94736842] ; [ 2.94736842 11.05263158],0
n2,1,0.949272,0.004048,[3 2] ; [7 5],[2.94117647 2.05882353] ; [7.05882353 4.94117647],0
p2,1,0.981629,0.00053,[5 4] ; [14 11],[5.02941176 3.97058824] ; [13.97058824 11.02941176],0
p11,1,0.981629,0.00053,[5 4] ; [14 11],[5.02941176 3.97058824] ; [13.97058824 11.02941176],0
