Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,30.759291,[ 5 42] ; [14  3],[13.953125 33.046875] ; [ 5.046875 11.953125],1
p6,1,9.5e-05,15.228331,[ 3 46] ; [8 9],[ 8.16666667 40.83333333] ; [ 2.83333333 14.16666667],1
s8,1,0.000285,13.164007,[ 4 46] ; [8 9],[ 8.95522388 41.04477612] ; [ 3.04477612 13.95522388],1
s7,1,0.000509,12.083117,[ 6 40] ; [9 7],[11.12903226 34.87096774] ; [ 3.87096774 12.12903226],1
s6,1,0.002512,9.13179,[10 40] ; [10  7],[14.92537313 35.07462687] ; [ 5.07462687 11.92537313],0
p4,1,0.002981,8.818832,[10 39] ; [10  7],[14.84848485 34.15151515] ; [ 5.15151515 11.84848485],0
p2,1,0.00384,8.358119,[18 32] ; [13  4],[23.13432836 26.86567164] ; [7.86567164 9.13432836],0
n6,1,0.004009,8.279919,[21 29] ; [14  3],[26.11940299 23.88059701] ; [8.88059701 8.11940299],0
p11,1,0.004693,7.99406,[11 39] ; [10  7],[15.67164179 34.32835821] ; [ 5.32835821 11.67164179],0
r4,1,0.008591,6.905929,[ 6 44] ; [ 7 10],[ 9.70149254 40.29850746] ; [ 3.29850746 13.70149254],0
b5,1,0.009368,6.751284,[20 30] ; [13  4],[24.62686567 25.37313433] ; [8.37313433 8.62686567],0
s5,1,0.021346,5.298333,[ 6 44] ; [ 6 10],[ 9.09090909 40.90909091] ; [ 2.90909091 13.09090909],0
p3,1,0.029682,4.727624,[10 40] ; [8 9],[13.43283582 36.56716418] ; [ 4.56716418 12.43283582],0
s4,1,0.031455,4.627952,[ 8 42] ; [ 7 10],[11.19402985 38.80597015] ; [ 3.80597015 13.19402985],0
p8,1,0.047681,3.921211,[11 39] ; [8 9],[14.17910448 35.82089552] ; [ 4.82089552 12.17910448],0
v1,1,0.047681,3.921211,[11 39] ; [8 9],[14.17910448 35.82089552] ; [ 4.82089552 12.17910448],0
n3,1,0.053829,3.718,[ 9 16] ; [6 2],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
p7,1,0.05491,3.684807,[12 37] ; [8 8],[15.07692308 33.92307692] ; [ 4.92307692 11.07692308],0
a5,1,0.05819,3.588227,[22 28] ; [12  5],[25.37313433 24.62686567] ; [8.62686567 8.37313433],0
p9,1,0.060873,3.513436,[18 29] ; [11  6],[21.296875 25.703125] ; [7.703125 9.296875],0
s1,1,0.064354,3.42145,[ 2 48] ; [ 3 14],[ 3.73134328 46.26865672] ; [ 1.26865672 15.73134328],0
n4,1,0.070438,3.27278,[29 21] ; [14  3],[32.08955224 17.91044776] ; [10.91044776  6.08955224],0
p10,1,0.112331,2.521117,[18 31] ; [10  7],[20.78787879 28.21212121] ; [7.21212121 9.78787879],0
b1,1,0.134403,2.240891,[31 19] ; [ 7 10],[28.35820896 21.64179104] ; [9.64179104 7.35820896],0
v4,1,0.134594,2.238707,[28 22] ; [13  4],[30.59701493 19.40298507] ; [10.40298507  6.59701493],0
u3,1,0.141123,2.165675,[ 6 17] ; [3 2],[ 7.39285714 15.60714286] ; [1.60714286 3.39285714],0
n2,1,0.152881,2.043269,[12 14] ; [6 2],[13.76470588 12.23529412] ; [4.23529412 3.76470588],0
d3,1,0.229441,1.444321,[21 29] ; [10  7],[23.13432836 26.86567164] ; [7.86567164 9.13432836],0
v2,1,0.258922,1.27451,[ 8 40] ; [ 5 12],[ 9.6 38.4] ; [ 3.4 13.6],0
a1,1,0.290605,1.116818,[ 8 42] ; [ 1 16],[ 6.71641791 43.28358209] ; [ 2.28358209 14.71641791],0
a3,1,0.299736,1.075368,[27 21] ; [12  5],[28.8 19.2] ; [10.2  6.8],0
d1,1,0.311675,1.023564,[14 36] ; [ 7 10],[15.67164179 34.32835821] ; [ 5.32835821 11.67164179],0
u1,1,0.416455,0.660299,[ 1 49] ; [ 1 16],[ 1.49253731 48.50746269] ; [ 0.50746269 16.49253731],0
n5,1,0.421425,0.646337,[33 17] ; [13  4],[34.32835821 15.67164179] ; [11.67164179  5.32835821],0
d4,1,0.441523,0.592321,[27 23] ; [11  6],[28.35820896 21.64179104] ; [9.64179104 7.35820896],0
r2,1,0.442178,0.590624,[31 17] ; [12  4],[32.25 15.75] ; [10.75  5.25],0
a6,1,0.523006,0.407961,[22 28] ; [9 8],[23.13432836 26.86567164] ; [7.86567164 9.13432836],0
a2,1,0.607507,0.263822,[ 5 45] ; [ 1 16],[ 4.47761194 45.52238806] ; [ 1.52238806 15.47761194],0
a7,1,0.610218,0.259858,[20 30] ; [8 9],[20.89552239 29.10447761] ; [7.10447761 9.89552239],0
n1,1,0.701585,0.146829,[11 15] ; [4 4],[11.47058824 14.52941176] ; [3.52941176 4.47058824],0
b4,1,0.716106,0.132255,[29 21] ; [9 8],[28.35820896 21.64179104] ; [9.64179104 7.35820896],0
d2,1,0.744951,0.105823,[18 31] ; [ 7 10],[18.56060606 30.43939394] ; [ 6.43939394 10.56060606],0
a4,1,0.7593,0.093881,[15 33] ; [ 6 11],[15.50769231 32.49230769] ; [ 5.49230769 11.50769231],0
v3,1,0.786205,0.073572,[10 39] ; [ 4 13],[10.39393939 38.60606061] ; [ 3.60606061 13.39393939],0
r1,1,0.842045,0.039712,[19 31] ; [ 6 11],[18.65671642 31.34328358] ; [ 6.34328358 10.65671642],0
d5,1,0.939707,0.005721,[27 23] ; [9 8],[26.86567164 23.13432836] ; [9.13432836 7.86567164],0
b2,1,0.953475,0.003404,[13 20] ; [5 8],[12.91304348 20.08695652] ; [5.08695652 7.91304348],0
b3,1,0.953475,0.003404,[13 20] ; [5 8],[12.91304348 20.08695652] ; [5.08695652 7.91304348],0
u2,1,0.971216,0.001302,[ 9 14] ; [2 3],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
p1,1,0.97938,0.000668,[ 6 44] ; [ 2 15],[ 5.97014925 44.02985075] ; [ 2.02985075 14.97014925],0
