Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.882014,[240 152] ; [72  9],[258.57082452 133.42917548] ; [53.42917548 27.57082452],1
s5,1,9e-06,19.751738,[110 276] ; [42 35],[126.72138229 259.27861771] ; [25.27861771 51.72138229],1
s2,1,1.7e-05,18.467152,[190 203] ; [61 21],[207.66947368 185.33052632] ; [43.33052632 38.66947368],1
s3,1,0.000252,13.393768,[203 185] ; [61 21],[217.94042553 170.05957447] ; [46.05957447 35.94042553],1
p6,1,0.001919,9.625205,[131 259] ; [42 39],[143.24840764 246.75159236] ; [29.75159236 51.24840764],0
n4,1,0.004147,8.218377,[318  78] ; [54 28],[308.18410042  87.81589958] ; [63.81589958 18.18410042],0
s7,1,0.005892,7.582989,[175 202] ; [49 28],[186.00881057 190.99118943] ; [37.99118943 39.00881057],0
a8,1,0.008253,6.977649,[ 52 296] ; [ 3 75],[ 44.92957746 303.07042254] ; [10.07042254 67.92957746],0
n5,1,0.00888,6.846835,[296  98] ; [50 32],[286.39495798 107.60504202] ; [59.60504202 22.39495798],0
s8,1,0.038918,4.264453,[177 218] ; [47 35],[185.49266247 209.50733753] ; [38.50733753 43.49266247],0
r3,1,0.041228,4.1666,[382  14] ; [74  7],[378.56603774  17.43396226] ; [77.43396226  3.56603774],0
v2,1,0.042526,4.114157,[246 138] ; [41 38],[238.03023758 145.96976242] ; [48.96976242 30.03023758],0
p11,1,0.064746,3.411429,[309  88] ; [56 26],[302.51565762  94.48434238] ; [62.48434238 19.51565762],0
a7,1,0.077249,3.121861,[311  85] ; [57 25],[304.87029289  91.12970711] ; [63.12970711 18.87029289],0
v1,1,0.091689,2.84446,[209 177] ; [36 46],[202.07264957 183.92735043] ; [42.92735043 39.07264957],0
v3,1,0.096623,2.760412,[160 216] ; [26 54],[153.36842105 222.63157895] ; [32.63157895 47.36842105],0
p4,1,0.100205,2.70227,[230 163] ; [56 26],[236.62736842 156.37263158] ; [49.37263158 32.62736842],0
p12,1,0.104535,2.634957,[ 29 365] ; [ 2 79],[ 25.71368421 368.28631579] ; [ 5.28631579 75.71368421],0
p10,1,0.121249,2.401109,[310  83] ; [70 11],[315.06329114  77.93670886] ; [64.93670886 16.06329114],0
p3,1,0.13176,2.271642,[185 209] ; [46 36],[191.20588235 202.79411765] ; [39.79411765 42.20588235],0
a6,1,0.141629,2.160169,[296  99] ; [55 27],[290.66037736 104.33962264] ; [60.33962264 21.66037736],0
a1,1,0.16151,1.96003,[ 18 379] ; [ 1 81],[ 15.7473904 381.2526096] ; [ 3.2526096 78.7473904],0
d3,1,0.191514,1.705934,[347  49] ; [76  6],[350.43514644  45.56485356] ; [72.56485356  9.43514644],0
s1,1,0.196086,1.671287,[  9 381] ; [ 4 78],[ 10.74152542 379.25847458] ; [ 2.25847458 79.74152542],0
p2,1,0.249065,1.328541,[325  70] ; [63 19],[321.29979036  73.70020964] ; [66.70020964 15.29979036],0
a5,1,0.249384,1.32675,[328  69] ; [72 10],[331.52400835  65.47599165] ; [68.47599165 13.52400835],0
r1,1,0.296136,1.091514,[331  63] ; [65 17],[327.78151261  66.21848739] ; [68.21848739 13.78151261],0
u2,1,0.335935,0.925881,[54 32] ; [8 8],[52.2745098 33.7254902] ; [9.7254902 6.2745098],0
b3,1,0.361669,0.832089,[ 96 155] ; [14 31],[ 93.27702703 157.72297297] ; [16.72297297 28.27702703],0
b2,1,0.361669,0.832089,[ 96 155] ; [14 31],[ 93.27702703 157.72297297] ; [16.72297297 28.27702703],0
n3,1,0.409875,0.679163,[61 28] ; [20  6],[62.68695652 26.31304348] ; [18.31304348  7.68695652],0
p1,1,0.410762,0.676593,[ 24 371] ; [ 7 75],[ 25.67085954 369.32914046] ; [ 5.32914046 76.67085954],0
a2,1,0.45684,0.553627,[143 254] ; [26 56],[140.06889353 256.93110647] ; [28.93110647 53.06889353],0
d2,1,0.517001,0.419872,[287 106] ; [57 25],[284.61473684 108.38526316] ; [59.38526316 22.61473684],0
d5,1,0.542457,0.371004,[386   9] ; [81  1],[386.71907757   8.28092243] ; [80.28092243  1.71907757],0
u3,1,0.610739,0.2591,[54 33] ; [11  5],[54.90291262 32.09708738] ; [10.09708738  5.90291262],0
r2,1,0.6244,0.239732,[376  14] ; [78  2],[376.72340426  13.27659574] ; [77.27659574  2.72340426],0
p7,1,0.624715,0.239296,[236 152] ; [51 29],[237.94017094 150.05982906] ; [49.05982906 30.94017094],0
n2,1,0.627974,0.234818,[60 30] ; [16 10],[58.96551724 31.03448276] ; [17.03448276  8.96551724],0
p9,1,0.635817,0.224255,[323  66] ; [69 12],[324.44255319  64.55744681] ; [67.55744681 13.44255319],0
u1,1,0.658281,0.195618,[102 295] ; [23 59],[103.60125261 293.39874739] ; [21.39874739 60.60125261],0
a3,1,0.685644,0.163842,[310  85] ; [66 16],[311.36268344  83.63731656] ; [64.63731656 17.36268344],0
n1,1,0.700306,0.148154,[31 58] ; [ 8 18],[30.1826087 58.8173913] ; [ 8.8173913 17.1826087],0
p8,1,0.726823,0.122049,[194 196] ; [41 38],[195.41577825 194.58422175] ; [39.58422175 39.41577825],0
r4,1,0.806572,0.059952,[357  40] ; [73  9],[356.38830898  40.61169102] ; [73.61169102  8.38830898],0
a4,1,0.812664,0.056165,[232 163] ; [47 35],[231.03773585 163.96226415] ; [47.96226415 34.03773585],0
d4,1,0.833672,0.044097,[387   6] ; [81  1],[387.20842105   5.79157895] ; [80.79157895  1.20842105],0
v4,1,0.850672,0.035442,[373  22] ; [77  5],[372.64150943  22.35849057] ; [77.35849057  4.64150943],0
b4,1,0.929812,0.007758,[240 157] ; [50 32],[240.35490605 156.64509395] ; [49.64509395 32.35490605],0
n6,1,0.930469,0.007613,[330  64] ; [69 13],[330.26470588  63.73529412] ; [68.73529412 13.26470588],0
b1,1,0.939777,0.005708,[147 250] ; [30 52],[146.6993737 250.3006263] ; [30.3006263 51.6993737],0
b5,1,0.97402,0.001061,[251 146] ; [52 30],[251.12943633 145.87056367] ; [51.87056367 30.12943633],0
