Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,27.202115,[ 49 217] ; [19 13],[ 60.69798658 205.30201342] ; [ 7.30201342 24.69798658],1
n3,1,0.219378,1.508433,[47 24] ; [3 4],[45.51282051 25.48717949] ; [4.48717949 2.51282051],0
a5,1,0.234972,1.410509,[196  73] ; [28  6],[198.86468647  70.13531353] ; [25.13531353  8.86468647],0
s7,1,0.247287,1.338565,[ 70 183] ; [11 18],[ 72.67021277 180.32978723] ; [ 8.32978723 20.67021277],0
n4,1,0.294172,1.10043,[227  42] ; [31  3],[229.04950495  39.95049505] ; [28.95049505  5.04950495],0
p2,1,0.298245,1.082023,[206  62] ; [28  5],[208.34551495  59.65448505] ; [25.65448505  7.34551495],0
s2,1,0.355588,0.853414,[ 39 227] ; [ 3 31],[ 37.24 228.76] ; [ 4.76 29.24],0
a8,1,0.367969,0.810513,[ 30 207] ; [ 2 27],[ 28.5112782 208.4887218] ; [ 3.4887218 25.5112782],0
a1,1,0.387574,0.746539,[ 14 255] ; [ 3 31],[ 15.09240924 253.90759076] ; [ 1.90759076 32.09240924],0
a3,1,0.397564,0.715683,[177  90] ; [25  9],[179.18272425  87.81727575] ; [22.81727575 11.18272425],0
s4,1,0.412078,0.672796,[ 29 236] ; [ 2 30],[ 27.65993266 237.34006734] ; [ 3.34006734 28.65993266],0
r1,1,0.439599,0.597328,[198  70] ; [23 11],[196.1192053  71.8807947] ; [24.8807947  9.1192053],0
d5,1,0.449305,0.572403,[213  56] ; [25  9],[211.29372937  57.70627063] ; [26.70627063  7.29372937],0
s8,1,0.518057,0.417759,[ 67 200] ; [10 23],[ 68.53 198.47] ; [ 8.47 24.53],0
r3,1,0.552203,0.353385,[237  30] ; [29  5],[235.95348837  31.04651163] ; [30.04651163  3.95348837],0
n6,1,0.552789,0.352344,[234  34] ; [30  3],[235.05647841  32.94352159] ; [28.94352159  4.05647841],0
a6,1,0.600376,0.274429,[186  83] ; [25  9],[187.32343234  81.67656766] ; [23.67656766 10.32343234],0
d4,1,0.604345,0.268491,[202  66] ; [27  7],[203.21854305  64.78145695] ; [25.78145695  8.21854305],0
a4,1,0.618216,0.248383,[122 145] ; [14 20],[120.63787375 146.36212625] ; [15.36212625 18.63787375],0
b5,1,0.626776,0.236458,[162 107] ; [19 15],[160.68976898 108.31023102] ; [20.31023102 13.68976898],0
d2,1,0.679059,0.171187,[123 143] ; [17 17],[124.13333333 141.86666667] ; [15.86666667 18.13333333],0
d3,1,0.693006,0.15585,[167 101] ; [20 14],[165.94701987 102.05298013] ; [21.05298013 12.94701987],0
a2,1,0.712031,0.136256,[ 63 206] ; [ 7 27],[ 62.14521452 206.85478548] ; [ 7.85478548 26.14521452],0
n1,1,0.757876,0.095031,[29 44] ; [2 4],[28.64556962 44.35443038] ; [2.35443038 3.64556962],0
s1,1,0.803099,0.06217,[  6 260] ; [ 1 33],[  6.20666667 259.79333333] ; [ 0.79333333 33.20666667],0
u1,1,0.804142,0.061499,[ 43 226] ; [ 6 28],[ 43.50165017 225.49834983] ; [ 5.49834983 28.50165017],0
a7,1,0.886207,0.020479,[178  90] ; [23 11],[178.37086093  89.62913907] ; [22.62913907 11.37086093],0
d1,1,0.92145,0.009723,[140 129] ; [18 16],[140.27062706 128.72937294] ; [17.72937294 16.27062706],0
v4,1,0.928929,0.007955,[244  25] ; [31  3],[244.14191419  24.85808581] ; [30.85808581  3.14191419],0
r4,1,0.93541,0.006568,[220  49] ; [28  6],[220.17161716  48.82838284] ; [27.82838284  6.17161716],0
n2,1,0.948852,0.004115,[52 22] ; [5 2],[52.07407407 21.92592593] ; [4.92592593 2.07407407],0
