Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,140.900107,[340  61] ; [ 57 108],[281.26678445 119.73321555] ; [115.73321555  49.26678445],1
p12,1,0.017445,5.65108,[ 27 373] ; [  3 162],[ 21.23893805 378.76106195] ; [  8.76106195 156.23893805],0
s6,1,0.02267,5.19361,[256 139] ; [90 75],[244.05357143 150.94642857] ; [101.94642857  63.05357143],0
s8,1,0.02349,5.131884,[158 241] ; [ 49 117],[146.18230088 252.81769912] ; [ 60.81769912 105.18230088],0
p8,1,0.065264,3.398282,[174 222] ; [ 59 107],[164.17793594 231.82206406] ; [68.82206406 97.17793594],0
n2,1,0.078397,3.097833,[67 16] ; [45 21],[62.38926174 20.61073826] ; [49.61073826 16.38926174],0
p7,1,0.079755,3.069881,[209 186] ; [72 89],[199.63129496 195.36870504] ; [81.36870504 79.63129496],0
v2,1,0.095787,2.774325,[210 174] ; [72 82],[201.27881041 182.72118959] ; [80.72118959 73.27881041],0
s3,1,0.097726,2.742269,[217 178] ; [78 87],[208.08035714 186.91964286] ; [86.91964286 78.08035714],0
s4,1,0.099418,2.714849,[ 55 344] ; [ 32 134],[ 61.43893805 337.56106195] ; [ 25.56106195 140.43893805],0
p1,1,0.099603,2.711893,[ 26 374] ; [  5 160],[ 21.94690265 378.05309735] ; [  9.05309735 155.94690265],0
p5,1,0.104795,2.631013,[ 32 365] ; [  7 158],[ 27.54982206 369.45017794] ; [ 11.45017794 153.54982206],0
s2,1,0.105342,2.62275,[186 211] ; [ 65 100],[177.30782918 219.69217082] ; [73.69217082 91.30782918],0
a6,1,0.131558,2.274018,[282 119] ; [106  60],[274.40564374 126.59435626] ; [113.59435626  52.40564374],0
p9,1,0.136992,2.211426,[323  74] ; [122  39],[316.60394265  80.39605735] ; [128.39605735  32.60394265],0
u3,1,0.140459,2.172926,[60 54] ; [44 25],[64.78688525 49.21311475] ; [39.21311475 29.78688525],0
r3,1,0.15007,2.071544,[380  21] ; [152  14],[376.24691358  24.75308642] ; [155.75308642  10.24691358],0
b1,1,0.158786,1.985753,[156 246] ; [ 54 112],[148.62676056 253.37323944] ; [ 61.37323944 104.62676056],0
d4,1,0.194884,1.680305,[323  77] ; [126  40],[317.31448763  82.68551237] ; [131.68551237  34.31448763],0
b2,1,0.257564,1.281805,[ 84 169] ; [20 56],[ 79.97568389 173.02431611] ; [24.02431611 51.97568389],0
b3,1,0.257564,1.281805,[ 84 169] ; [20 56],[ 79.97568389 173.02431611] ; [24.02431611 51.97568389],0
n3,1,0.273979,1.196716,[61 20] ; [45 22],[58.01351351 22.98648649] ; [47.98648649 19.01351351],0
a1,1,0.355718,0.852955,[ 16 386] ; [  4 162],[ 14.15492958 387.84507042] ; [  5.84507042 160.15492958],0
s5,1,0.514672,0.424556,[109 280] ; [ 41 121],[105.89836661 283.10163339] ; [ 44.10163339 117.89836661],0
b5,1,0.57005,0.3226,[250 152] ; [99 67],[247.00352113 154.99647887] ; [101.99647887  64.00352113],0
d3,1,0.710554,0.137724,[265 136] ; [107  59],[263.08994709 137.91005291] ; [108.91005291  57.08994709],0
u4,1,0.79128,0.070039,[  6 396] ; [  2 164],[  5.66197183 396.33802817] ; [  2.33802817 163.66197183],0
u2,1,0.819952,0.051805,[62 50] ; [37 32],[61.25966851 50.74033149] ; [37.74033149 31.25966851],0
b4,1,0.892353,0.018314,[230 172] ; [96 70],[230.72535211 171.27464789] ; [95.27464789 70.72535211],0
a7,1,0.977825,0.000773,[287 114] ; [119  47],[287.13580247 113.86419753] ; [118.86419753  47.13580247],0
s1,1,0.986954,0.000267,[ 12 383] ; [  5 161],[ 11.96969697 383.03030303] ; [  5.03030303 160.96969697],0
