Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.010876,6.485543,[14 19] ; [18 73],[ 8.51612903 24.48387097] ; [23.48387097 67.51612903],0
v3,1,0.012734,6.205702,[10 26] ; [ 9 80],[ 5.472 30.528] ; [13.528 75.472],0
u3,1,0.043965,4.057902,[12  2] ; [24 19],[8.84210526 5.15789474] ; [27.15789474 15.84210526],0
s7,1,0.047552,3.92575,[15 19] ; [22 64],[10.48333333 23.51666667] ; [26.51666667 59.48333333],0
s6,1,0.061068,3.508144,[21 13] ; [40 53],[16.33070866 17.66929134] ; [44.66929134 48.33070866],0
b3,1,0.073932,3.1935,[ 9 12] ; [12 42],[ 5.88 15.12] ; [15.12 38.88],0
b2,1,0.073932,3.1935,[ 9 12] ; [12 42],[ 5.88 15.12] ; [15.12 38.88],0
a6,1,0.082716,3.010714,[14 22] ; [52 41],[18.41860465 17.58139535] ; [47.58139535 45.41860465],0
n6,1,0.08336,2.998138,[16 20] ; [57 36],[20.37209302 15.62790698] ; [52.62790698 40.37209302],0
n1,1,0.104999,2.627917,[5 6] ; [ 7 27],[2.93333333 8.06666667] ; [ 9.06666667 24.93333333],0
s2,1,0.112456,2.519365,[17 18] ; [31 62],[13.125 21.875] ; [34.875 58.125],0
p3,1,0.143239,2.142811,[17 19] ; [31 62],[13.39534884 22.60465116] ; [34.60465116 58.39534884],0
u1,1,0.150302,2.069182,[ 4 32] ; [ 4 89],[ 2.23255814 33.76744186] ; [ 5.76744186 87.23255814],0
p1,1,0.160351,1.970917,[ 4 32] ; [ 4 87],[ 2.26771654 33.73228346] ; [ 5.73228346 85.26771654],0
a7,1,0.243471,1.360386,[22 14] ; [66 26],[24.75 11.25] ; [63.25 28.75],0
a5,1,0.280163,1.1663,[22 14] ; [47 46],[19.25581395 16.74418605] ; [49.74418605 43.25581395],0
u2,1,0.300977,1.069861,[10  4] ; [24 19],[8.35087719 5.64912281] ; [25.64912281 17.35087719],0
n2,1,0.321553,0.98262,[8 3] ; [19 15],[6.6 4.4] ; [20.4 13.6],0
r3,1,0.347056,0.884191,[29  7] ; [81 12],[30.69767442  5.30232558] ; [79.30232558 13.69767442],0
d3,1,0.369527,0.805254,[20 16] ; [59 33],[22.21875 13.78125] ; [56.78125 35.21875],0
s8,1,0.370227,0.802902,[11 24] ; [22 71],[ 9.0234375 25.9765625] ; [23.9765625 69.0234375],0
b5,1,0.378069,0.77697,[19 17] ; [57 36],[21.20930233 14.79069767] ; [54.79069767 38.20930233],0
b4,1,0.378069,0.77697,[19 17] ; [57 36],[21.20930233 14.79069767] ; [54.79069767 38.20930233],0
a3,1,0.388359,0.744074,[22 14] ; [49 44],[19.81395349 16.18604651] ; [51.18604651 41.81395349],0
p9,1,0.403478,0.697937,[25 11] ; [56 35],[22.96062992 13.03937008] ; [58.03937008 32.96062992],0
p2,1,0.412311,0.672128,[24 12] ; [68 24],[25.875 10.125] ; [66.125 25.875],0
d1,1,0.431251,0.619453,[12 24] ; [38 55],[13.95348837 22.04651163] ; [36.04651163 56.95348837],0
p4,1,0.442474,0.589859,[17 19] ; [37 56],[15.06976744 20.93023256] ; [38.93023256 54.06976744],0
p12,1,0.46874,0.524946,[ 1 34] ; [ 1 92],[ 0.546875 34.453125] ; [ 1.453125 91.546875],0
a4,1,0.47612,0.507737,[14 22] ; [30 63],[12.27906977 23.72093023] ; [31.72093023 61.27906977],0
s4,1,0.479604,0.499763,[ 9 27] ; [18 75],[ 7.53488372 28.46511628] ; [19.46511628 73.53488372],0
r1,1,0.498283,0.458591,[24 12] ; [56 37],[22.3255814 13.6744186] ; [57.6744186 35.3255814],0
s3,1,0.500163,0.45459,[17 19] ; [37 54],[15.30708661 20.69291339] ; [38.69291339 52.30708661],0
r4,1,0.535478,0.383986,[26 10] ; [72 21],[27.34883721  8.65116279] ; [70.65116279 22.34883721],0
p5,1,0.546861,0.362971,[ 2 34] ; [ 3 89],[ 1.40625 34.59375] ; [ 3.59375 88.40625],0
p10,1,0.558499,0.34231,[23 13] ; [53 38],[21.54330709 14.45669291] ; [54.45669291 36.54330709],0
d2,1,0.596387,0.280479,[11 25] ; [33 60],[12.27906977 23.72093023] ; [31.72093023 61.27906977],0
s1,1,0.706696,0.141599,[ 3 33] ; [ 6 87],[ 2.51162791 33.48837209] ; [ 6.48837209 86.51162791],0
n3,1,0.708597,0.139683,[7 4] ; [23 10],[7.5 3.5] ; [22.5 10.5],0
v4,1,0.72376,0.124919,[30  5] ; [81 11],[30.59055118  4.40944882] ; [80.40944882 11.59055118],0
b1,1,0.752405,0.099521,[14 22] ; [39 54],[14.79069767 21.20930233] ; [38.20930233 54.79069767],0
a1,1,0.761528,0.092097,[ 2 34] ; [ 4 89],[ 1.6744186 34.3255814] ; [ 4.3255814 88.6744186],0
a8,1,0.761795,0.091884,[ 3 32] ; [ 6 80],[ 2.60330579 32.39669421] ; [ 6.39669421 79.60330579],0
p7,1,0.780032,0.077996,[18 18] ; [48 43],[18.70866142 17.29133858] ; [47.29133858 43.70866142],0
p11,1,0.785039,0.074397,[23 13] ; [57 36],[22.3255814 13.6744186] ; [57.6744186 35.3255814],0
p6,1,0.793547,0.068491,[ 8 26] ; [24 69],[ 8.56692913 25.43307087] ; [23.43307087 69.56692913],0
d5,1,0.795873,0.066922,[23 13] ; [61 31],[23.625 12.375] ; [60.375 31.625],0
n4,1,0.806033,0.060293,[14 22] ; [34 59],[13.39534884 22.60465116] ; [34.60465116 58.39534884],0
r2,1,0.902188,0.015104,[30  6] ; [75 16],[29.76377953  6.23622047] ; [75.23622047 15.76377953],0
p8,1,0.925612,0.008717,[14 22] ; [37 56],[14.23255814 21.76744186] ; [36.76744186 56.23255814],0
a2,1,0.953188,0.003446,[ 4 32] ; [10 83],[ 3.90697674 32.09302326] ; [10.09302326 82.90697674],0
d4,1,0.974704,0.001005,[27  9] ; [70 23],[27.06976744  8.93023256] ; [69.93023256 23.06976744],0
