Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000345,12.806402,[43  9] ; [1 5],[39.44827586 12.55172414] ; [4.55172414 1.44827586],1
v4,1,0.02274,5.188292,[49  3] ; [4 2],[47.51724138  4.48275862] ; [5.48275862 0.51724138],0
s6,1,0.030588,4.675914,[32 19] ; [1 5],[29.52631579 21.47368421] ; [3.47368421 2.52631579],0
s1,1,0.060921,3.512134,[ 1 51] ; [1 5],[ 1.79310345 50.20689655] ; [0.20689655 5.79310345],0
s3,1,0.069537,3.293926,[29 23] ; [1 5],[26.89655172 25.10344828] ; [3.10344828 2.89655172],0
d4,1,0.087023,2.9286,[42 10] ; [3 3],[40.34482759 11.65517241] ; [4.65517241 1.34482759],0
a3,1,0.101756,2.677808,[25 27] ; [5 1],[26.89655172 25.10344828] ; [3.10344828 2.89655172],0
p2,1,0.117943,2.444431,[41 11] ; [3 3],[39.44827586 12.55172414] ; [4.55172414 1.44827586],0
n2,1,0.182422,1.777778,[10  2] ; [2 2],[9. 3.] ; [3. 1.],0
b1,1,0.184101,1.764203,[32 20] ; [2 4],[30.48275862 21.51724138] ; [3.51724138 2.48275862],0
d5,1,0.194522,1.683036,[39 13] ; [3 3],[37.65517241 14.34482759] ; [4.34482759 1.65517241],0
r1,1,0.194522,1.683036,[39 13] ; [3 3],[37.65517241 14.34482759] ; [4.34482759 1.65517241],0
d1,1,0.255945,1.290557,[30 22] ; [2 4],[28.68965517 23.31034483] ; [3.31034483 2.68965517],0
v3,1,0.304779,1.053167,[15 36] ; [3 3],[16.10526316 34.89473684] ; [1.89473684 4.10526316],0
p5,1,0.318549,0.994896,[ 3 49] ; [1 5],[ 3.5862069 48.4137931] ; [0.4137931 5.5862069],0
a7,1,0.34194,0.903145,[36 16] ; [3 3],[34.96551724 17.03448276] ; [4.03448276 1.96551724],0
v2,1,0.388513,0.74359,[27 25] ; [2 4],[26. 26.] ; [3. 3.],0
a6,1,0.398364,0.713259,[35 17] ; [3 3],[34.06896552 17.93103448] ; [3.93103448 2.06896552],0
p10,1,0.457815,0.551233,[18 34] ; [3 3],[18.82758621 33.17241379] ; [2.17241379 3.82758621],0
p4,1,0.459226,0.547781,[33 19] ; [4 1],[33.75438596 18.24561404] ; [3.24561404 1.75438596],0
r2,1,0.469869,0.522285,[47  5] ; [4 1],[46.52631579  5.47368421] ; [4.47368421 0.52631579],0
s8,1,0.51106,0.431896,[15 36] ; [1 5],[14.31578947 36.68421053] ; [1.68421053 4.31578947],0
b5,1,0.519924,0.414044,[33 19] ; [3 3],[32.27586207 19.72413793] ; [3.72413793 2.27586207],0
s2,1,0.523151,0.407678,[24 27] ; [2 4],[23.26315789 27.73684211] ; [2.73684211 3.26315789],0
n5,1,0.549901,0.357495,[28 24] ; [4 2],[28.68965517 23.31034483] ; [3.31034483 2.68965517],0
b3,1,0.557867,0.343411,[ 4 25] ; [1 3],[ 4.39393939 24.60606061] ; [0.60606061 3.39393939],0
b2,1,0.557867,0.343411,[ 4 25] ; [1 3],[ 4.39393939 24.60606061] ; [0.60606061 3.39393939],0
n4,1,0.584332,0.299283,[32 20] ; [3 3],[31.37931034 20.62068966] ; [3.62068966 2.37931034],0
b4,1,0.584332,0.299283,[32 20] ; [3 3],[31.37931034 20.62068966] ; [3.62068966 2.37931034],0
d3,1,0.658925,0.194832,[39 13] ; [4 2],[38.55172414 13.44827586] ; [4.44827586 1.55172414],0
p11,1,0.787884,0.072393,[29 23] ; [3 3],[28.68965517 23.31034483] ; [3.31034483 2.68965517],0
p6,1,0.795645,0.067074,[19 30] ; [2 4],[18.70909091 30.29090909] ; [2.29090909 3.70909091],0
p3,1,0.819619,0.052,[23 28] ; [3 3],[23.26315789 27.73684211] ; [2.73684211 3.26315789],0
s7,1,0.82345,0.049778,[19 31] ; [2 4],[18.75 31.25] ; [2.25 3.75],0
a5,1,0.877076,0.023925,[33 19] ; [4 2],[33.17241379 18.82758621] ; [3.82758621 2.17241379],0
s4,1,0.935778,0.006493,[ 9 41] ; [1 5],[ 8.92857143 41.07142857] ; [1.07142857 4.92857143],0
v1,1,0.950118,0.003914,[18 34] ; [2 4],[17.93103448 34.06896552] ; [2.06896552 3.93103448],0
n3,1,1.0,0.0,[6 6] ; [2 2],[6. 6.] ; [2. 2.],0
n1,1,1.0,0.0,[6 6] ; [2 2],[6. 6.] ; [2. 2.],0
d2,1,1.0,0.0,[26 26] ; [3 3],[26. 26.] ; [3. 3.],0
