Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.016369,5.762771,[38  6] ; [4 4],[35.53846154  8.46153846] ; [6.46153846 1.53846154],0
d5,1,0.016369,5.762771,[38  6] ; [4 4],[35.53846154  8.46153846] ; [6.46153846 1.53846154],0
s5,1,0.032863,4.552905,[22 19] ; [1 7],[19.24489796 21.75510204] ; [3.75510204 4.24489796],0
a6,1,0.054945,3.683742,[24 20] ; [8 1],[26.56603774 17.43396226] ; [5.43396226 3.56603774],0
s8,1,0.070526,3.270726,[19 25] ; [1 8],[16.60377358 27.39622642] ; [3.39622642 5.60377358],0
s7,1,0.080746,3.049828,[26 14] ; [3 6],[23.67346939 16.32653061] ; [5.32653061 3.67346939],0
r1,1,0.171228,1.872155,[29 15] ; [8 1],[30.71698113 13.28301887] ; [6.28301887 2.71698113],0
a3,1,0.176052,1.830644,[30 14] ; [4 5],[28.22641509 15.77358491] ; [5.77358491 3.22641509],0
b4,1,0.176052,1.830644,[30 14] ; [4 5],[28.22641509 15.77358491] ; [5.77358491 3.22641509],0
p11,1,0.19846,1.653669,[19 25] ; [6 3],[20.75471698 23.24528302] ; [4.24528302 4.75471698],0
p6,1,0.291983,1.110453,[18 26] ; [2 7],[16.60377358 27.39622642] ; [3.39622642 5.60377358],0
u2,1,0.345099,0.891396,[9 5] ; [2 3],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
v2,1,0.363319,0.826389,[21 21] ; [3 6],[19.76470588 22.23529412] ; [4.23529412 4.76470588],0
v1,1,0.382934,0.76126,[13 31] ; [4 5],[14.11320755 29.88679245] ; [2.88679245 6.11320755],0
b5,1,0.414373,0.666218,[28 16] ; [7 2],[29.05660377 14.94339623] ; [5.94339623 3.05660377],0
u3,1,0.421317,0.646639,[13  1] ; [4 1],[12.52631579  1.47368421] ; [4.47368421 0.52631579],0
s3,1,0.466143,0.531105,[30 14] ; [5 4],[29.05660377 14.94339623] ; [5.94339623 3.05660377],0
p3,1,0.584832,0.298487,[19 25] ; [3 6],[18.26415094 25.73584906] ; [3.73584906 5.26415094],0
a7,1,0.614105,0.25424,[29 15] ; [6 2],[29.61538462 14.38461538] ; [5.38461538 2.61538462],0
p7,1,0.621438,0.243851,[23 20] ; [4 5],[22.32692308 20.67307692] ; [4.67307692 4.32692308],0
s2,1,0.653856,0.201073,[31 13] ; [5 3],[30.46153846 13.53846154] ; [5.53846154 2.46153846],0
p9,1,0.698509,0.150028,[30 12] ; [7 2],[30.47058824 11.52941176] ; [6.52941176 2.47058824],0
p8,1,0.743855,0.106767,[12 31] ; [3 6],[12.40384615 30.59615385] ; [2.59615385 6.40384615],0
p4,1,0.745492,0.105358,[17 27] ; [4 5],[17.43396226 26.56603774] ; [3.56603774 5.43396226],0
v4,1,0.763514,0.090522,[40  4] ; [7 1],[39.76923077  4.23076923] ; [7.23076923 0.76923077],0
n6,1,0.764905,0.089428,[27 17] ; [6 3],[27.39622642 16.60377358] ; [5.60377358 3.39622642],0
p2,1,0.764905,0.089428,[27 17] ; [6 3],[27.39622642 16.60377358] ; [5.60377358 3.39622642],0
p10,1,0.832393,0.044789,[32 11] ; [7 2],[32.25 10.75] ; [6.75 2.25],0
v3,1,0.854578,0.033592,[13 30] ; [3 6],[13.23076923 29.76923077] ; [2.76923077 6.23076923],0
a5,1,0.862868,0.029834,[28 16] ; [6 3],[28.22641509 15.77358491] ; [5.77358491 3.22641509],0
b1,1,0.862868,0.029834,[16 28] ; [3 6],[15.77358491 28.22641509] ; [3.22641509 5.77358491],0
s6,1,0.914955,0.011404,[33 10] ; [6 2],[32.88235294 10.11764706] ; [6.11764706 1.88235294],0
n4,1,0.929297,0.007873,[14 30] ; [3 6],[14.11320755 29.88679245] ; [2.88679245 6.11320755],0
p1,1,0.982619,0.000475,[ 5 39] ; [1 8],[ 4.98113208 39.01886792] ; [1.01886792 7.98113208],0
