Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.7e-05,18.528618,[43 36] ; [67 11],[55.35031847 23.64968153] ; [54.64968153 23.35031847],1
r3,1,0.000199,13.841144,[55 23] ; [72  5],[63.90967742 14.09032258] ; [63.09032258 13.90967742],1
p2,1,0.00059,11.806975,[30 49] ; [51 27],[40.75796178 38.24203822] ; [40.24203822 37.75796178],1
p10,1,0.000657,11.605817,[10 68] ; [28 49],[19.12258065 58.87741935] ; [18.87741935 58.12258065],1
v4,1,0.002271,9.316517,[54 23] ; [70  8],[61.6 15.4] ; [62.4 15.6],0
n6,1,0.005595,7.676288,[41 37] ; [57 20],[49.31612903 28.68387097] ; [48.68387097 28.31612903],0
b4,1,0.025307,5.002768,[42 37] ; [55 23],[48.8089172 30.1910828] ; [48.1910828 29.8089172],0
p7,1,0.043216,4.086926,[29 48] ; [41 35],[35.22875817 41.77124183] ; [34.77124183 41.22875817],0
r1,1,0.048727,3.88475,[51 27] ; [62 16],[56.5 21.5] ; [56.5 21.5],0
a1,1,0.052372,3.763851,[ 8 71] ; [ 2 76],[ 5.03184713 73.96815287] ; [ 4.96815287 73.03184713],0
u3,1,0.067441,3.344243,[12 22] ; [19 14],[15.73134328 18.26865672] ; [15.26865672 17.73134328],0
s7,1,0.074228,3.186952,[14 59] ; [24 51],[18.74324324 54.25675676] ; [19.25675676 55.74324324],0
s2,1,0.09053,2.86492,[18 61] ; [27 50],[22.78846154 56.21153846] ; [22.21153846 54.78846154],0
r2,1,0.106263,2.60894,[62 15] ; [70  8],[65.57419355 11.42580645] ; [66.42580645 11.57419355],0
p4,1,0.107029,2.597553,[23 54] ; [33 45],[27.81935484 49.18064516] ; [28.18064516 49.81935484],0
a6,1,0.114176,2.49545,[44 35] ; [53 25],[48.8089172 30.1910828] ; [48.1910828 29.8089172],0
n4,1,0.128155,2.31471,[47 31] ; [56 22],[51.5 26.5] ; [51.5 26.5],0
v2,1,0.146671,2.106537,[29 48] ; [37 38],[33.43421053 43.56578947] ; [32.56578947 42.43421053],0
n3,1,0.146781,2.105388,[16 16] ; [16  7],[18.61818182 13.38181818] ; [13.38181818  9.61818182],0
s8,1,0.160167,1.972645,[12 66] ; [19 59],[15.5 62.5] ; [15.5 62.5],0
s3,1,0.250759,1.319068,[27 51] ; [34 44],[30.5 47.5] ; [30.5 47.5],0
v1,1,0.286484,1.136071,[24 55] ; [30 48],[27.17197452 51.82802548] ; [26.82802548 51.17197452],0
d3,1,0.29145,1.112912,[41 38] ; [47 31],[44.28025478 34.71974522] ; [43.71974522 34.28025478],0
p8,1,0.292108,1.109881,[20 58] ; [26 52],[23. 55.] ; [23. 55.],0
b1,1,0.381746,0.765071,[47 32] ; [41 37],[44.28025478 34.71974522] ; [43.71974522 34.28025478],0
d1,1,0.381746,0.765071,[32 47] ; [37 41],[34.71974522 44.28025478] ; [34.28025478 43.71974522],0
p6,1,0.381792,0.764925,[12 65] ; [16 60],[14.09150327 62.90849673] ; [13.90849673 62.09150327],0
u2,1,0.38784,0.745703,[14 19] ; [17 15],[15.73846154 17.26153846] ; [15.26153846 16.73846154],0
b3,1,0.393551,0.727941,[18 30] ; [15 36],[16. 32.] ; [17. 34.],0
b2,1,0.393551,0.727941,[18 30] ; [15 36],[16. 32.] ; [17. 34.],0
n2,1,0.404606,0.694594,[20 15] ; [15  7],[21.49122807 13.50877193] ; [13.50877193  8.49122807],0
a2,1,0.410364,0.677745,[15 64] ; [11 67],[13.08280255 65.91719745] ; [12.91719745 65.08280255],0
a7,1,0.444761,0.583968,[46 32] ; [50 27],[48.30967742 29.69032258] ; [47.69032258 29.30967742],0
a5,1,0.457428,0.552181,[44 35] ; [48 30],[46.29299363 32.70700637] ; [45.70700637 32.29299363],0
a8,1,0.50272,0.44919,[ 6 69] ; [ 8 63],[ 7.19178082 67.80821918] ; [ 6.80821918 64.19178082],0
d5,1,0.528249,0.397759,[52 27] ; [55 23],[53.84076433 25.15923567] ; [53.15923567 24.84076433],0
n5,1,0.628659,0.233883,[42 36] ; [45 33],[43.5 34.5] ; [43.5 34.5],0
s5,1,0.641204,0.217171,[12 66] ; [14 63],[13.08387097 64.91612903] ; [12.91612903 64.08387097],0
p5,1,0.698948,0.149569,[ 4 74] ; [ 3 75],[ 3.5 74.5] ; [ 3.5 74.5],0
n1,1,0.713502,0.134804,[13 21] ; [ 7 14],[12.36363636 21.63636364] ; [ 7.63636364 13.36363636],0
p1,1,0.73537,0.114238,[ 6 73] ; [ 7 70],[ 6.58333333 72.41666667] ; [ 6.41666667 70.58333333],0
p3,1,0.75468,0.09764,[22 56] ; [20 57],[21.13548387 56.86451613] ; [20.86451613 56.13548387],0
v3,1,0.756909,0.095816,[22 52] ; [25 53],[22.88157895 51.11842105] ; [24.11842105 53.88157895],0
d4,1,0.759811,0.09347,[55 23] ; [56 21],[55.85806452 22.14193548] ; [55.14193548 21.85806452],0
d2,1,0.812885,0.05603,[36 42] ; [37 40],[36.73548387 41.26451613] ; [36.26451613 40.73548387],0
u1,1,0.829697,0.046264,[10 69] ; [ 9 69],[ 9.56050955 69.43949045] ; [ 9.43949045 68.56050955],0
s6,1,0.868864,0.027258,[30 48] ; [29 49],[29.5 48.5] ; [29.5 48.5],0
a4,1,0.913751,0.011731,[28 50] ; [27 50],[27.67741935 50.32258065] ; [27.32258065 49.67741935],0
b5,1,0.931774,0.00733,[42 37] ; [42 36],[42.26751592 36.73248408] ; [41.73248408 36.26751592],0
s1,1,0.962629,0.002195,[ 6 72] ; [ 6 70],[ 6.07792208 71.92207792] ; [ 5.92207792 70.07792208],0
p12,1,0.98544,0.000333,[ 1 78] ; [ 1 76],[ 1.01282051 77.98717949] ; [ 0.98717949 76.01282051],0
a3,1,1.0,0.0,[45 33] ; [45 33],[45. 33.] ; [45. 33.],0
