Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,133.242589,[343 136] ; [ 7 85],[293.60770578 185.39229422] ; [56.39229422 35.60770578],1
d3,1,0.0,111.104759,[404  75] ; [30 61],[364.7122807 114.2877193] ; [69.2877193 21.7122807],1
d5,1,0.0,75.421771,[427  52] ; [48 44],[398.4676007  80.5323993] ; [76.5323993 15.4676007],1
d2,1,0.0,26.013918,[253 225] ; [22 70],[230.61403509 247.38596491] ; [44.38596491 47.61403509],1
u1,1,2e-06,22.873296,[116 363] ; [ 2 90],[ 98.98774081 380.01225919] ; [19.01225919 72.98774081],1
a2,1,0.00012,14.79789,[152 327] ; [11 81],[136.73730298 342.26269702] ; [26.26269702 65.73730298],1
a4,1,0.000373,12.664944,[228 250] ; [25 66],[212.53778559 265.46221441] ; [40.46221441 50.53778559],1
s2,1,0.001836,9.706913,[228 246] ; [28 64],[214.38869258 259.61130742] ; [41.61130742 50.38869258],0
a6,1,0.001975,9.572593,[382  96] ; [60 32],[370.65964912 107.34035088] ; [71.34035088 20.65964912],0
a3,1,0.002417,9.202397,[351 126] ; [52 38],[339.03174603 137.96825397] ; [63.96825397 26.03174603],0
p1,1,0.004365,8.125272,[ 38 437] ; [16 75],[ 45.3180212 429.6819788] ; [ 8.6819788 82.3180212],0
r3,1,0.005396,7.74167,[458  19] ; [81 10],[452.64612676  24.35387324] ; [86.35387324  4.64612676],0
a5,1,0.006265,7.472463,[367 112] ; [58 34],[356.52364273 122.47635727] ; [68.47635727 23.52364273],0
v4,1,0.007703,7.101243,[452  23] ; [80 11],[446.4664311  28.5335689] ; [85.5335689  5.4664311],0
r1,1,0.012012,6.309031,[397  79] ; [65 25],[388.53710247  87.46289753] ; [73.46289753 16.53710247],0
b4,1,0.01542,5.86786,[294 185] ; [44 48],[283.54115587 195.45884413] ; [54.45884413 37.54115587],0
s6,1,0.019582,5.448801,[304 170] ; [46 44],[294.14893617 179.85106383] ; [55.85106383 34.14893617],0
u2,1,0.022319,5.220771,[81 43] ; [18 22],[74.85365854 49.14634146] ; [24.14634146 15.85365854],0
s8,1,0.076456,3.138676,[199 277] ; [29 62],[191.40740741 284.59259259] ; [36.59259259 54.40740741],0
r2,1,0.08003,3.064289,[447  24] ; [83  9],[443.39253996  27.60746004] ; [86.60746004  5.39253996],0
p11,1,0.090679,2.862284,[377 102] ; [65 27],[370.78458844 108.21541156] ; [71.21541156 20.78458844],0
n3,1,0.100081,2.704248,[74 35] ; [18  3],[77.13846154 31.86153846] ; [14.86153846  6.13846154],0
r4,1,0.107767,2.586664,[433  46] ; [78 14],[428.66725044  50.33274956] ; [82.33274956  9.66725044],0
s7,1,0.109628,2.559581,[210 243] ; [31 53],[203.30167598 249.69832402] ; [37.69832402 46.30167598],0
s1,1,0.109765,2.557594,[ 15 457] ; [ 6 84],[ 17.63701068 454.36298932] ; [ 3.36298932 86.63701068],0
u3,1,0.11474,2.487692,[80 45] ; [20 20],[75.75757576 49.24242424] ; [24.24242424 15.75757576],0
v2,1,0.117384,2.451884,[277 183] ; [44 42],[270.43956044 189.56043956] ; [50.56043956 35.43956044],0
p4,1,0.117437,2.451171,[285 191] ; [47 45],[278.22535211 197.77464789] ; [53.77464789 38.22535211],0
p12,1,0.141489,2.16169,[ 43 433] ; [ 4 87],[ 39.45679012 436.54320988] ; [ 7.54320988 83.45679012],0
s5,1,0.178334,1.811455,[136 330] ; [20 70],[130.74820144 335.25179856] ; [25.25179856 64.74820144],0
n6,1,0.205279,1.604414,[393  82] ; [71 21],[388.71252205  86.28747795] ; [75.28747795 16.71252205],0
a8,1,0.22628,1.464096,[ 73 355] ; [10 75],[ 69.24756335 358.75243665] ; [13.75243665 71.24756335],0
b3,1,0.227345,1.457395,[109 181] ; [15 37],[105.14619883 184.85380117] ; [18.85380117 33.14619883],0
b2,1,0.227345,1.457395,[109 181] ; [15 37],[105.14619883 184.85380117] ; [18.85380117 33.14619883],0
s3,1,0.230532,1.437574,[246 223] ; [41 49],[240.79248658 228.20751342] ; [46.20751342 43.79248658],0
p2,1,0.269216,1.220735,[400  77] ; [72 19],[396.38028169  80.61971831] ; [75.61971831 15.38028169],0
n4,1,0.330705,0.946135,[370 109] ; [66 25],[366.39298246 112.60701754] ; [69.60701754 21.39298246],0
n1,1,0.335615,0.92711,[39 68] ; [10 11],[40.9609375 66.0390625] ; [ 8.0390625 12.9609375],0
n5,1,0.385374,0.753489,[339 136] ; [69 22],[342.40282686 132.59717314] ; [65.59717314 25.40282686],0
u4,1,0.458829,0.548749,[ 11 468] ; [ 1 91],[ 10.06654991 468.93345009] ; [ 1.93345009 90.06654991],0
n2,1,0.550828,0.355836,[76 33] ; [16  5],[77.13846154 31.86153846] ; [14.86153846  6.13846154],0
v1,1,0.565524,0.33023,[250 214] ; [45 44],[247.52260398 216.47739602] ; [47.47739602 41.52260398],0
v3,1,0.568212,0.325684,[187 269] ; [34 56],[184.57142857 271.42857143] ; [36.42857143 53.57142857],0
b1,1,0.582611,0.302033,[173 306] ; [36 56],[175.32574431 303.67425569] ; [33.67425569 58.32574431],0
p10,1,0.609856,0.260385,[382  91] ; [69 19],[380.25490196  92.74509804] ; [70.74509804 17.25490196],0
p5,1,0.688916,0.160261,[ 55 420] ; [ 9 80],[ 53.90070922 421.09929078] ; [10.09929078 78.90070922],0
b5,1,0.692306,0.1566,[302 177] ; [56 36],[300.31873905 178.68126095] ; [57.68126095 34.31873905],0
a1,1,0.727353,0.121556,[ 25 454] ; [ 4 88],[ 24.32749562 454.67250438] ; [ 4.67250438 87.32749562],0
p6,1,0.728608,0.120394,[161 311] ; [29 61],[159.57295374 312.42704626] ; [30.42704626 59.57295374],0
p9,1,0.819788,0.051901,[391  80] ; [73 16],[390.25714286  80.74285714] ; [73.74285714 15.25714286],0
p3,1,0.858009,0.032008,[231 246] ; [45 46],[231.78169014 245.21830986] ; [44.21830986 46.78169014],0
p8,1,0.861177,0.030582,[250 224] ; [45 42],[249.2513369 224.7486631] ; [45.7486631 41.2513369],0
p7,1,0.938068,0.006037,[288 178] ; [54 34],[287.67509025 178.32490975] ; [54.32490975 33.67509025],0
