Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000289,13.142413,[24  2] ; [4 7],[19.67567568  6.32432432] ; [8.32432432 2.67567568],1
p10,1,0.00066,11.598508,[22  4] ; [3 8],[17.56756757  8.43243243] ; [7.43243243 3.56756757],1
a5,1,0.00088,11.064717,[20  6] ; [2 9],[15.45945946 10.54054054] ; [6.54054054 4.45945946],1
r3,1,0.014221,6.010464,[22  4] ; [5 6],[18.97297297  7.02702703] ; [8.02702703 2.97297297],0
n6,1,0.056646,3.632969,[16 10] ; [3 8],[13.35135135 12.64864865] ; [5.64864865 5.35135135],0
s8,1,0.074011,3.191745,[10 16] ; [ 1 10],[ 7.72972973 18.27027027] ; [3.27027027 7.72972973],0
d5,1,0.103388,2.652483,[17  9] ; [4 7],[14.75675676 11.24324324] ; [6.24324324 4.75675676],0
d4,1,0.107688,2.587827,[19  7] ; [5 6],[16.86486486  9.13513514] ; [7.13513514 3.86486486],0
a7,1,0.13821,2.197779,[14 12] ; [3 8],[11.94594595 14.05405405] ; [5.05405405 5.94594595],0
s7,1,0.141815,2.158152,[ 9 15] ; [1 8],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
p2,1,0.156526,2.007475,[22  4] ; [7 4],[20.37837838  5.62162162] ; [8.62162162 2.37837838],0
n5,1,0.17288,1.857794,[18  8] ; [5 6],[16.16216216  9.83783784] ; [6.83783784 4.16216216],0
a4,1,0.22842,1.450676,[10 16] ; [2 9],[ 8.43243243 17.56756757] ; [3.56756757 7.43243243],0
a3,1,0.235461,1.407568,[15 11] ; [4 7],[13.35135135 12.64864865] ; [5.64864865 5.35135135],0
v2,1,0.245237,1.350234,[12 13] ; [3 8],[10.41666667 14.58333333] ; [4.58333333 6.41666667],0
u2,1,0.254524,1.298302,[9 2] ; [4 3],[7.94444444 3.05555556] ; [5.05555556 1.94444444],0
p4,1,0.271067,1.21134,[19  7] ; [6 5],[17.56756757  8.43243243] ; [7.43243243 3.56756757],0
v4,1,0.271067,1.21134,[19  7] ; [6 5],[17.56756757  8.43243243] ; [7.43243243 3.56756757],0
r4,1,0.284984,1.143166,[12 14] ; [3 8],[10.54054054 15.45945946] ; [4.45945946 6.54054054],0
v1,1,0.284984,1.143166,[12 14] ; [3 8],[10.54054054 15.45945946] ; [4.45945946 6.54054054],0
d1,1,0.3208,0.985681,[ 6 20] ; [ 1 10],[ 4.91891892 21.08108108] ; [2.08108108 8.91891892],0
d3,1,0.330818,0.945692,[14 12] ; [4 7],[12.64864865 13.35135135] ; [5.35135135 5.64864865],0
n2,1,0.333998,0.933333,[6 3] ; [2 3],[5.14285714 3.85714286] ; [2.85714286 2.14285714],0
n4,1,0.366726,0.814727,[16 10] ; [5 6],[14.75675676 11.24324324] ; [6.24324324 4.75675676],0
s3,1,0.366726,0.814727,[10 16] ; [6 5],[11.24324324 14.75675676] ; [4.75675676 6.24324324],0
p5,1,0.37456,0.78848,[ 6 20] ; [1 9],[ 5.05555556 20.94444444] ; [1.94444444 8.05555556],0
p6,1,0.392416,0.731442,[ 8 18] ; [5 6],[ 9.13513514 16.86486486] ; [3.86486486 7.13513514],0
s2,1,0.392416,0.731442,[ 8 18] ; [5 6],[ 9.13513514 16.86486486] ; [3.86486486 7.13513514],0
b1,1,0.51465,0.424601,[16 10] ; [8 3],[16.86486486  9.13513514] ; [7.13513514 3.86486486],0
p8,1,0.529368,0.395604,[16 10] ; [5 5],[15.16666667 10.83333333] ; [5.83333333 4.16666667],0
r1,1,0.582716,0.301865,[12 14] ; [4 7],[11.24324324 14.75675676] ; [4.75675676 6.24324324],0
n3,1,0.596701,0.28,[6 3] ; [4 1],[6.42857143 2.57142857] ; [3.57142857 1.42857143],0
a6,1,0.640654,0.217887,[14 12] ; [5 6],[13.35135135 12.64864865] ; [5.64864865 5.35135135],0
a8,1,0.65564,0.198864,[ 3 21] ; [2 9],[ 3.42857143 20.57142857] ; [1.57142857 9.42857143],0
d2,1,0.662771,0.190175,[ 9 17] ; [3 8],[ 8.43243243 17.56756757] ; [3.56756757 7.43243243],0
b4,1,0.692108,0.156813,[10 16] ; [5 6],[10.54054054 15.45945946] ; [4.45945946 6.54054054],0
s5,1,0.740947,0.109296,[ 6 20] ; [2 9],[ 5.62162162 20.37837838] ; [2.37837838 8.62162162],0
s4,1,0.785704,0.073926,[ 6 20] ; [3 8],[ 6.32432432 19.67567568] ; [2.67567568 8.32432432],0
p3,1,0.800391,0.063929,[13 13] ; [5 6],[12.64864865 13.35135135] ; [5.35135135 5.64864865],0
n1,1,0.803017,0.062222,[3 6] ; [2 3],[3.21428571 5.78571429] ; [1.78571429 3.21428571],0
v3,1,0.831573,0.045234,[ 8 18] ; [3 8],[ 7.72972973 18.27027027] ; [3.27027027 7.72972973],0
s1,1,0.886721,0.020293,[ 2 24] ; [ 1 10],[ 2.10810811 23.89189189] ; [ 0.89189189 10.10810811],0
u3,1,0.913906,0.011688,[5 6] ; [3 4],[4.88888889 6.11111111] ; [3.11111111 3.88888889],0
s6,1,0.96888,0.001522,[14 12] ; [6 5],[14.05405405 11.94594595] ; [5.94594595 5.05405405],0
b5,1,0.96888,0.001522,[14 12] ; [6 5],[14.05405405 11.94594595] ; [5.94594595 5.05405405],0
