Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,9e-06,19.701397,[ 11 110] ; [5 3],[ 15.00775194 105.99224806] ; [0.99224806 7.00775194],1
p4,1,0.000377,12.643265,[24 96] ; [6 2],[28.125 91.875] ; [1.875 6.125],1
b1,1,0.150542,2.066752,[59 62] ; [6 2],[60.96899225 60.03100775] ; [4.03100775 3.96899225],0
p3,1,0.206692,1.594446,[23 98] ; [3 5],[24.3875969 96.6124031] ; [1.6124031 6.3875969],0
p11,1,0.424731,0.637189,[58 63] ; [5 3],[59.09302326 61.90697674] ; [3.90697674 4.09302326],0
