Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,65.04538,[179  79] ; [ 43 109],[139.69756098 118.30243902] ; [82.30243902 69.69756098],1
p6,1,0.0,41.62348,[130 129] ; [ 27 123],[ 99.4205379 159.5794621] ; [57.5794621 92.4205379],1
p3,1,0.0,37.667503,[167  92] ; [ 50 101],[137.0804878 121.9195122] ; [79.9195122 71.0804878],1
p2,1,0.0,34.073661,[237  22] ; [106  47],[215.62378641  43.37621359] ; [127.37621359  25.62378641],1
p4,1,0.0,30.953313,[198  61] ; [76 77],[172.24757282  86.75242718] ; [101.75242718  51.24757282],1
p10,1,0.0,26.063975,[235  25] ; [107  44],[216.35036496  43.64963504] ; [125.64963504  25.35036496],1
p9,1,2e-06,23.138222,[238  21] ; [111  38],[221.54656863  37.45343137] ; [127.45343137  21.54656863],1
p11,1,2e-06,22.483743,[222  38] ; [100  53],[202.71186441  57.28813559] ; [119.28813559  33.71186441],1
r4,1,0.000117,14.836657,[248  12] ; [129  24],[237.33656174  22.66343826] ; [139.66343826  13.33656174],1
v1,1,0.000214,13.704475,[159  95] ; [64 83],[141.25187032 112.74812968] ; [81.74812968 65.25187032],1
a8,1,0.000272,13.251766,[ 44 179] ; [  8 129],[ 32.21111111 190.78888889] ; [ 19.78888889 117.21111111],1
n4,1,0.00058,11.838996,[219  41] ; [107  46],[205.23002421  54.76997579] ; [120.76997579  32.23002421],1
r2,1,0.00252,9.125717,[253   3] ; [141  10],[247.82309582   8.17690418] ; [146.17690418   4.82309582],0
a3,1,0.003392,8.583581,[218  40] ; [111  42],[206.52554745  51.47445255] ; [122.47445255  30.52554745],0
r3,1,0.003767,8.393041,[252   5] ; [141  12],[246.34390244  10.65609756] ; [146.65609756   6.34390244],0
v4,1,0.008004,7.032673,[252   5] ; [142  11],[246.97073171  10.02926829] ; [147.02926829   5.97073171],0
s5,1,0.0127,6.210491,[ 95 155] ; [ 37 107],[ 83.75634518 166.24365482] ; [48.24365482 95.75634518],0
s7,1,0.013154,6.148322,[137 112] ; [61 84],[125.1319797 123.8680203] ; [72.8680203 72.1319797],0
r1,1,0.013249,6.135587,[229  28] ; [122  30],[220.55501222  36.44498778] ; [130.44498778  21.55501222],0
n5,1,0.017213,5.674564,[203  56] ; [103  49],[192.83211679  66.16788321] ; [113.16788321  38.83211679],0
s8,1,0.018917,5.509157,[133 124] ; [60 91],[121.57107843 135.42892157] ; [71.42892157 79.57107843],0
