Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,70.966344,[142  11] ; [19 32],[120.75  32.25] ; [40.25 10.75],1
p11,1,0.0,30.189714,[130  23] ; [25 28],[115.12135922  37.87864078] ; [39.87864078 13.12135922],1
n5,1,2.4e-05,17.833544,[120  31] ; [26 27],[108.06862745  42.93137255] ; [37.93137255 15.06862745],1
n6,1,4.3e-05,16.734777,[127  24] ; [30 23],[116.21078431  34.78921569] ; [40.78921569 12.21078431],1
s6,1,0.001034,10.765445,[123  26] ; [32 21],[114.33168317  34.66831683] ; [40.66831683 12.33168317],0
s2,1,0.001665,9.886386,[116  37] ; [28 25],[106.95145631  46.04854369] ; [37.04854369 15.95145631],0
s8,1,0.001934,9.611384,[78 75] ; [14 39],[68.33009709 84.66990291] ; [23.66990291 29.33009709],0
r3,1,0.002393,9.220423,[147   5] ; [45  8],[142.36097561   9.63902439] ; [49.63902439  3.36097561],0
n4,1,0.004202,8.194394,[118  35] ; [30 23],[109.9223301  43.0776699] ; [38.0776699 14.9223301],0
p2,1,0.004934,7.903404,[130  22] ; [36 17],[123.08292683  28.91707317] ; [42.91707317 10.08292683],0
v4,1,0.006145,7.50717,[144   6] ; [45  8],[139.65517241  10.34482759] ; [49.34482759  3.65517241],0
r2,1,0.008106,7.009871,[143   8] ; [44  9],[138.41666667  12.58333333] ; [48.58333333  4.41666667],0
r4,1,0.025709,4.975489,[137  16] ; [41 12],[132.2038835  20.7961165] ; [45.7961165  7.2038835],0
n2,1,0.034196,4.484881,[30  1] ; [14  4],[27.83673469  3.16326531] ; [16.16326531  1.83673469],0
s7,1,0.038263,4.293285,[86 60] ; [21 29],[79.70408163 66.29591837] ; [27.29591837 22.70408163],0
v2,1,0.041937,4.137737,[73 70] ; [18 34],[66.73333333 76.26666667] ; [24.26666667 27.73333333],0
p8,1,0.045299,4.007483,[77 75] ; [18 34],[70.78431373 81.21568627] ; [24.21568627 27.78431373],0
b2,1,0.058837,3.569855,[28 56] ; [ 5 27],[23.89655172 60.10344828] ; [ 9.10344828 22.89655172],0
b3,1,0.058837,3.569855,[28 56] ; [ 5 27],[23.89655172 60.10344828] ; [ 9.10344828 22.89655172],0
