Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.034275,4.480931,[35 49] ; [17  9],[39.70909091 44.29090909] ; [12.29090909 13.70909091],0
b3,1,0.049928,3.843867,[16 34] ; [10  7],[19.40298507 30.59701493] ; [ 6.59701493 10.40298507],0
b2,1,0.049928,3.843867,[16 34] ; [10  7],[19.40298507 30.59701493] ; [ 6.59701493 10.40298507],0
v3,1,0.097533,2.745419,[28 48] ; [ 5 21],[24.58823529 51.41176471] ; [ 8.41176471 17.58823529],0
p9,1,0.107674,2.588028,[65 18] ; [24  2],[67.7706422 15.2293578] ; [21.2293578  4.7706422],0
a8,1,0.124035,2.365622,[ 3 73] ; [ 3 21],[ 4.56 71.44] ; [ 1.44 22.56],0
p8,1,0.150075,2.07149,[23 61] ; [11 15],[25.96363636 58.03636364] ; [ 8.03636364 17.96363636],0
a6,1,0.15578,2.014723,[55 29] ; [13 13],[51.92727273 32.07272727] ; [16.07272727  9.92727273],0
n1,1,0.19043,1.714286,[ 9 12] ; [5 2],[10.5 10.5] ; [3.5 3.5],0
a3,1,0.205239,1.604699,[57 27] ; [21  5],[59.56363636 24.43636364] ; [18.43636364  7.56363636],0
u4,1,0.206128,1.598417,[ 2 82] ; [ 2 24],[ 3.05454545 80.94545455] ; [ 0.94545455 25.05454545],0
p10,1,0.232497,1.425519,[64 19] ; [17  9],[61.67889908 21.32110092] ; [19.32110092  6.67889908],0
p1,1,0.289661,1.121198,[12 72] ; [ 6 20],[13.74545455 70.25454545] ; [ 4.25454545 21.74545455],0
p4,1,0.306604,1.045249,[63 21] ; [22  4],[64.90909091 19.09090909] ; [20.09090909  5.90909091],0
n4,1,0.314873,1.010124,[67 17] ; [23  3],[68.72727273 15.27272727] ; [21.27272727  4.72727273],0
d1,1,0.319678,0.990263,[49 35] ; [18  8],[51.16363636 32.83636364] ; [15.83636364 10.16363636],0
s7,1,0.324722,0.969833,[32 43] ; [13 11],[34.09090909 40.90909091] ; [10.90909091 13.09090909],0
r1,1,0.343008,0.899157,[65 18] ; [18  8],[63.20183486 19.79816514] ; [19.79816514  6.20183486],0
r3,1,0.355998,0.851961,[76  8] ; [25  1],[77.12727273  6.87272727] ; [23.87272727  2.12727273],0
v2,1,0.366533,0.815385,[38 42] ; [15 11],[40. 40.] ; [13. 13.],0
d2,1,0.384873,0.755078,[43 40] ; [16 10],[44.9266055 38.0733945] ; [14.0733945 11.9266055],0
b4,1,0.4032,0.698762,[56 28] ; [15 11],[54.21818182 29.78181818] ; [16.78181818  9.21818182],0
p5,1,0.434598,0.610505,[11 71] ; [ 2 24],[ 9.87037037 72.12962963] ; [ 3.12962963 22.87037037],0
s8,1,0.442329,0.590234,[38 46] ; [14 12],[39.70909091 44.29090909] ; [12.29090909 13.70909091],0
n5,1,0.476518,0.506822,[64 20] ; [18  8],[62.61818182 21.38181818] ; [19.38181818  6.61818182],0
n2,1,0.48338,0.491228,[15  6] ; [4 3],[14.25  6.75] ; [4.75 2.25],0
s1,1,0.539222,0.376984,[ 6 77] ; [ 1 25],[ 5.33027523 77.66972477] ; [ 1.66972477 24.33027523],0
a7,1,0.539715,0.376068,[56 28] ; [19  7],[57.27272727 26.72727273] ; [17.72727273  8.27272727],0
