Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.1e-05,19.31826,[41 10] ; [14 26],[30.82417582 20.17582418] ; [24.17582418 15.82417582],1
r3,1,0.005442,7.726395,[28 23] ; [33  7],[34.18681319 16.81318681] ; [26.81318681 13.18681319],0
a1,1,0.021843,5.258273,[ 9 42] ; [ 1 39],[ 5.6043956 45.3956044] ; [ 4.3956044 35.6043956],0
v2,1,0.029534,4.736218,[11 39] ; [17 22],[15.73033708 34.26966292] ; [12.26966292 26.73033708],0
d4,1,0.032996,4.545974,[31 19] ; [33  7],[35.55555556 14.44444444] ; [28.44444444 11.55555556],0
a6,1,0.033895,4.5,[30 20] ; [15 25],[25. 25.] ; [20. 20.],0
a2,1,0.040805,4.184098,[12 39] ; [ 3 37],[ 8.40659341 42.59340659] ; [ 6.59340659 33.40659341],0
n6,1,0.045745,3.99095,[33 17] ; [18 22],[28.33333333 21.66666667] ; [22.66666667 17.33333333],0
p9,1,0.093709,2.809471,[14 36] ; [ 5 33],[10.79545455 39.20454545] ; [ 8.20454545 29.79545455],0
u2,1,0.102832,2.661064,[ 6 13] ; [11  8],[ 8.5 10.5] ; [ 8.5 10.5],0
u1,1,0.10571,2.617214,[ 8 43] ; [ 2 38],[ 5.6043956 45.3956044] ; [ 4.3956044 35.6043956],0
r4,1,0.112737,2.515426,[26 25] ; [27 13],[29.7032967 21.2967033] ; [23.2967033 16.7032967],0
n1,1,0.114685,2.48845,[14 12] ; [ 5 12],[11.48837209 14.51162791] ; [7.51162791 9.48837209],0
a4,1,0.184741,1.759063,[24 25] ; [14 26],[20.92134831 28.07865169] ; [17.07865169 22.92134831],0
d3,1,0.219874,1.505195,[21 29] ; [22 18],[23.88888889 26.11111111] ; [19.11111111 20.88888889],0
a8,1,0.222994,1.485,[ 6 42] ; [ 2 38],[ 4.36363636 43.63636364] ; [ 3.63636364 36.36363636],0
s8,1,0.225146,1.471269,[10 41] ; [ 4 35],[ 7.93333333 43.06666667] ; [ 6.06666667 32.93333333],0
s4,1,0.298311,1.081731,[ 5 45] ; [ 7 33],[ 6.66666667 43.33333333] ; [ 5.33333333 34.66666667],0
a3,1,0.305338,1.050736,[31 18] ; [21 19],[28.62921348 20.37078652] ; [23.37078652 16.62921348],0
s2,1,0.341344,0.905377,[12 39] ; [13 27],[14.01098901 36.98901099] ; [10.98901099 29.01098901],0
d2,1,0.343028,0.899082,[27 22] ; [18 22],[24.7752809 24.2247191] ; [20.2247191 19.7752809],0
u4,1,0.434682,0.610281,[ 3 48] ; [ 1 39],[ 2.24175824 48.75824176] ; [ 1.75824176 38.24175824],0
a7,1,0.452033,0.56555,[27 24] ; [18 22],[25.21978022 25.78021978] ; [19.78021978 20.21978022],0
p4,1,0.511871,0.430239,[11 40] ; [11 29],[12.32967033 38.67032967] ; [ 9.67032967 30.32967033],0
n3,1,0.518605,0.416667,[11 13] ; [9 7],[12. 12.] ; [8. 8.],0
p11,1,0.540437,0.37473,[16 35] ; [15 25],[17.37362637 33.62637363] ; [13.62637363 26.37362637],0
s5,1,0.547296,0.362184,[ 7 44] ; [ 7 31],[ 8.02247191 42.97752809] ; [ 5.97752809 32.02247191],0
n2,1,0.570603,0.321675,[13 13] ; [10  7],[13.90697674 12.09302326] ; [9.09302326 7.90697674],0
a5,1,0.578663,0.308401,[31 20] ; [22 18],[29.7032967 21.2967033] ; [23.2967033 16.7032967],0
p1,1,0.587518,0.294237,[ 4 47] ; [ 2 38],[ 3.36263736 47.63736264] ; [ 2.63736264 37.36263736],0
b2,1,0.5969,0.279697,[14 25] ; [ 9 12],[14.95 24.05] ; [ 8.05 12.95],0
b3,1,0.5969,0.279697,[14 25] ; [ 9 12],[14.95 24.05] ; [ 8.05 12.95],0
s6,1,0.636787,0.222968,[21 30] ; [18 21],[22.1 28.9] ; [16.9 22.1],0
p8,1,0.648942,0.207237,[ 7 43] ; [ 7 33],[ 7.77777778 42.22222222] ; [ 6.22222222 33.77777778],0
b5,1,0.703047,0.145321,[26 25] ; [22 18],[26.9010989 24.0989011] ; [21.0989011 18.9010989],0
b1,1,0.7145,0.133824,[30 21] ; [22 18],[29.14285714 21.85714286] ; [22.85714286 17.14285714],0
d5,1,0.72843,0.120558,[32 18] ; [27 13],[32.77777778 17.22222222] ; [26.22222222 13.77777778],0
s7,1,0.807597,0.059306,[12 37] ; [ 8 28],[11.52941176 37.47058824] ; [ 8.47058824 27.52941176],0
p6,1,0.854397,0.033676,[ 7 43] ; [ 6 33],[ 7.30337079 42.69662921] ; [ 5.69662921 33.30337079],0
s1,1,0.863838,0.029409,[ 7 44] ; [ 5 35],[ 6.72527473 44.27472527] ; [ 5.27472527 34.72527473],0
p3,1,0.864575,0.029089,[11 40] ; [ 9 30],[11.33333333 39.66666667] ; [ 8.66666667 30.33333333],0
u3,1,0.869462,0.027008,[10 10] ; [10  9],[10.25641026  9.74358974] ; [9.74358974 9.25641026],0
r2,1,0.887963,0.019848,[41 10] ; [31  7],[41.25842697  9.74157303] ; [30.74157303  7.25842697],0
v1,1,0.889247,0.019392,[15 36] ; [12 27],[15.3 35.7] ; [11.7 27.3],0
r1,1,0.898886,0.016147,[30 21] ; [23 17],[29.7032967 21.2967033] ; [23.2967033 16.7032967],0
p7,1,0.912655,0.012032,[12 38] ; [10 30],[12.22222222 37.77777778] ; [ 9.77777778 30.22222222],0
s3,1,0.947367,0.004358,[17 33] ; [13 26],[16.85393258 33.14606742] ; [13.14606742 25.85393258],0
b4,1,0.951383,0.003717,[29 22] ; [23 17],[29.14285714 21.85714286] ; [22.85714286 17.14285714],0
v4,1,0.976733,0.000851,[33 18] ; [26 14],[33.06593407 17.93406593] ; [25.93406593 14.06593407],0
v3,1,0.978279,0.000741,[15 35] ; [11 26],[14.94252874 35.05747126] ; [11.05747126 25.94252874],0
d1,1,0.992556,8.7e-05,[23 28] ; [18 22],[22.97802198 28.02197802] ; [18.02197802 21.97802198],0
