Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001372,10.242791,[14  4] ; [21 39],[8.07692308 9.92307692] ; [26.92307692 33.07692308],0
p6,1,0.060723,3.517514,[ 1 16] ; [17 45],[ 3.87341772 13.12658228] ; [14.12658228 47.87341772],0
r4,1,0.086254,2.942926,[17  1] ; [48 15],[14.44444444  3.55555556] ; [50.55555556 12.44444444],0
n6,1,0.086254,2.942926,[17  1] ; [48 15],[14.44444444  3.55555556] ; [50.55555556 12.44444444],0
a3,1,0.112174,2.523318,[14  4] ; [36 27],[11.11111111  6.88888889] ; [38.88888889 24.11111111],0
b5,1,0.118525,2.436706,[9 9] ; [44 19],[11.77777778  6.22222222] ; [41.22222222 21.77777778],0
a8,1,0.133745,2.248492,[ 2 13] ; [ 2 56],[ 0.82191781 14.17808219] ; [ 3.17808219 54.82191781],0
b4,1,0.233148,1.421551,[12  6] ; [32 31],[9.77777778 8.22222222] ; [34.22222222 28.77777778],0
s7,1,0.235524,1.407189,[12  6] ; [31 30],[9.79746835 8.20253165] ; [33.20253165 27.79746835],0
d3,1,0.242298,1.367176,[15  3] ; [43 19],[13.05  4.95] ; [44.95 17.05],0
s5,1,0.309747,1.031752,[10  7] ; [26 32],[8.16 8.84] ; [27.84 30.16],0
p5,1,0.33867,0.915461,[ 1 17] ; [ 1 62],[ 0.44444444 17.55555556] ; [ 1.55555556 61.44444444],0
d1,1,0.340169,0.909793,[10  8] ; [27 36],[8.22222222 9.77777778] ; [28.77777778 34.22222222],0
s2,1,0.347909,0.881069,[14  4] ; [41 21],[12.375  5.625] ; [42.625 19.375],0
n1,1,0.366018,0.817138,[1 7] ; [ 6 15],[1.93103448 6.06896552] ; [ 5.06896552 15.93103448],0
p9,1,0.377108,0.780107,[15  2] ; [48 13],[13.73076923  3.26923077] ; [49.26923077 11.73076923],0
n4,1,0.439189,0.5984,[11  7] ; [32 31],[9.55555556 8.44444444] ; [33.44444444 29.55555556],0
p10,1,0.481273,0.495976,[15  3] ; [46 15],[13.89873418  4.10126582] ; [47.10126582 13.89873418],0
s3,1,0.492185,0.471746,[13  5] ; [40 23],[11.77777778  6.22222222] ; [41.22222222 21.77777778],0
u3,1,0.515579,0.422727,[2 2] ; [18  9],[2.58064516 1.41935484] ; [17.41935484  9.58064516],0
d2,1,0.541226,0.373272,[ 8 10] ; [23 40],[ 6.88888889 11.11111111] ; [24.11111111 38.88888889],0
n5,1,0.541226,0.373272,[10  8] ; [40 23],[11.11111111  6.88888889] ; [38.88888889 24.11111111],0
d5,1,0.568921,0.324491,[14  4] ; [44 18],[13.05  4.95] ; [44.95 17.05],0
b2,1,0.590536,0.289507,[1 6] ; [ 8 26],[1.53658537 5.46341463] ; [ 7.46341463 26.53658537],0
b3,1,0.590536,0.289507,[1 6] ; [ 8 26],[1.53658537 5.46341463] ; [ 7.46341463 26.53658537],0
s8,1,0.590679,0.289286,[9 9] ; [27 36],[ 8. 10.] ; [28. 35.],0
d4,1,0.593265,0.285274,[14  4] ; [45 18],[13.11111111  4.88888889] ; [45.88888889 17.11111111],0
b1,1,0.593265,0.285274,[ 4 14] ; [18 45],[ 4.88888889 13.11111111] ; [17.11111111 45.88888889],0
s6,1,0.623225,0.24136,[13  3] ; [46 15],[12.25974026  3.74025974] ; [46.74025974 14.25974026],0
p8,1,0.647603,0.208936,[ 6 11] ; [18 43],[ 5.23076923 11.76923077] ; [18.76923077 42.23076923],0
a2,1,0.664714,0.187848,[ 3 15] ; [ 8 55],[ 2.44444444 15.55555556] ; [ 8.55555556 54.44444444],0
p7,1,0.73126,0.117958,[8 9] ; [25 34],[7.38157895 9.61842105] ; [25.61842105 33.38157895],0
p4,1,0.747886,0.103316,[ 5 13] ; [20 43],[ 5.55555556 12.44444444] ; [19.44444444 43.55555556],0
a6,1,0.763524,0.090515,[11  7] ; [36 27],[10.44444444  7.55555556] ; [36.55555556 26.44444444],0
p2,1,0.845315,0.038064,[13  5] ; [44 19],[12.66666667  5.33333333] ; [44.33333333 18.66666667],0
n2,1,0.847486,0.03699,[6 2] ; [15  6],[5.79310345 2.20689655] ; [15.20689655  5.79310345],0
p11,1,0.853635,0.034034,[11  7] ; [40 23],[11.33333333  6.66666667] ; [39.66666667 23.33333333],0
v1,1,0.853635,0.034034,[ 7 11] ; [23 40],[ 6.66666667 11.33333333] ; [23.33333333 39.66666667],0
a5,1,0.856124,0.032873,[11  7] ; [37 26],[10.66666667  7.33333333] ; [37.33333333 25.66666667],0
r1,1,0.900619,0.015595,[12  6] ; [41 22],[11.77777778  6.22222222] ; [41.22222222 21.77777778],0
u2,1,0.944857,0.004784,[2 2] ; [13 14],[1.93548387 2.06451613] ; [13.06451613 13.93548387],0
n3,1,0.946614,0.004484,[6 2] ; [16  5],[6.06896552 1.93103448] ; [15.93103448  5.06896552],0
a7,1,0.976082,0.000899,[13  5] ; [45 17],[13.05  4.95] ; [44.95 17.05],0
u1,1,1.0,0.0,[ 2 16] ; [ 7 56],[ 2. 16.] ; [ 7. 56.],0
a4,1,1.0,0.0,[ 6 12] ; [21 42],[ 6. 12.] ; [21. 42.],0
