Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.9e-05,18.253974,[59 47] ; [ 9 39],[46.80519481 59.19480519] ; [21.19480519 26.80519481],1
p3,1,0.00014,14.498934,[66 40] ; [14 34],[55.06493506 50.93506494] ; [24.93506494 23.06493506],1
p7,1,0.001452,10.137948,[78 28] ; [21 24],[69.49668874 36.50331126] ; [29.50331126 15.49668874],0
v4,1,0.004893,7.918715,[105   1] ; [43  5],[101.87012987   4.12987013] ; [46.12987013  1.87012987],0
p9,1,0.009054,6.812104,[99  7] ; [38 10],[94.2987013 11.7012987] ; [42.7012987  5.2987013],0
s2,1,0.009675,6.69375,[77 28] ; [25 23],[70. 35.] ; [32. 16.],0
p2,1,0.022974,5.170505,[93 13] ; [35 13],[88.1038961 17.8961039] ; [39.8961039  8.1038961],0
d3,1,0.032415,4.576415,[78 28] ; [27 21],[72.27272727 33.72727273] ; [32.72727273 15.27272727],0
p8,1,0.032643,4.564392,[68 38] ; [22 26],[61.94805195 44.05194805] ; [28.05194805 19.94805195],0
n1,1,0.047182,3.938874,[ 9 16] ; [12  6],[12.20930233 12.79069767] ; [8.79069767 9.20930233],0
n2,1,0.059161,3.560739,[14 11] ; [15  3],[16.86046512  8.13953488] ; [12.13953488  5.86046512],0
n5,1,0.064797,3.410145,[87 19] ; [33 15],[82.5974026 23.4025974] ; [37.4025974 10.5974026],0
p1,1,0.067052,3.353757,[15 91] ; [ 2 46],[11.7012987 94.2987013] ; [ 5.2987013 42.7012987],0
p5,1,0.082795,3.009156,[20 83] ; [ 4 44],[16.37086093 86.62913907] ; [ 7.62913907 40.37086093],0
s3,1,0.103621,2.648905,[81 24] ; [31 17],[76.8627451 28.1372549] ; [35.1372549 12.8627451],0
n4,1,0.122356,2.386899,[86 19] ; [34 14],[82.35294118 22.64705882] ; [37.64705882 10.35294118],0
p10,1,0.123957,2.366593,[93 12] ; [38 10],[89.90196078 15.09803922] ; [41.09803922  6.90196078],0
v1,1,0.183129,1.772046,[51 51] ; [18 29],[47.23489933 54.76510067] ; [21.76510067 25.23489933],0
r3,1,0.183668,1.767694,[101   5] ; [43  5],[99.11688312  6.88311688] ; [44.88311688  3.11688312],0
d1,1,0.199755,1.644163,[71 35] ; [27 21],[67.45454545 38.54545455] ; [30.54545455 17.45454545],0
n6,1,0.226861,1.460436,[92 14] ; [38 10],[89.48051948 16.51948052] ; [40.51948052  7.48051948],0
b2,1,0.270604,1.213683,[34 38] ; [11 20],[31.45631068 40.54368932] ; [13.54368932 17.45631068],0
b3,1,0.270604,1.213683,[34 38] ; [11 20],[31.45631068 40.54368932] ; [13.54368932 17.45631068],0
a8,1,0.299068,1.078345,[16 85] ; [ 4 39],[14.02777778 86.97222222] ; [ 5.97222222 37.02777778],0
r2,1,0.303979,1.056655,[98  6] ; [43  5],[96.47368421  7.52631579] ; [44.52631579  3.47368421],0
s6,1,0.345821,0.888732,[93 12] ; [39  8],[91.18421053 13.81578947] ; [40.81578947  6.18421053],0
s7,1,0.361035,0.834289,[76 25] ; [32 15],[73.7027027 27.2972973] ; [34.2972973 12.7027027],0
s4,1,0.425831,0.634167,[29 77] ; [10 37],[27.01960784 78.98039216] ; [11.98039216 35.01960784],0
u3,1,0.426931,0.631158,[18 11] ; [9 3],[19.09756098  9.90243902] ; [7.90243902 4.09756098],0
p12,1,0.429211,0.624958,[11 95] ; [ 3 44],[ 9.69934641 96.30065359] ; [ 4.30065359 42.69934641],0
a1,1,0.434026,0.612027,[  5 101] ; [ 1 47],[  4.12987013 101.87012987] ; [ 1.87012987 46.12987013],0
p11,1,0.467322,0.528302,[85 21] ; [36 12],[83.28571429 22.71428571] ; [37.71428571 10.28571429],0
n3,1,0.482096,0.494118,[15 10] ; [12  5],[16.07142857  8.92857143] ; [10.92857143  6.07142857],0
d4,1,0.485812,0.485788,[86 19] ; [37 11],[84.41176471 20.58823529] ; [38.58823529  9.41176471],0
