Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-05,18.18045,[16 35] ; [28  8],[25.79310345 25.20689655] ; [18.20689655 17.79310345],1
p10,1,5e-05,16.430026,[16 37] ; [26  9],[25.29545455 27.70454545] ; [16.70454545 18.29545455],1
p8,1,0.000221,13.642098,[ 7 46] ; [18 19],[14.72222222 38.27777778] ; [10.27777778 26.72222222],1
n6,1,0.000518,12.049968,[20 32] ; [28  9],[28.04494382 23.95505618] ; [19.95505618 17.04494382],1
p2,1,0.000606,11.758154,[17 37] ; [24 11],[24.87640449 29.12359551] ; [16.12359551 18.87640449],1
r3,1,0.000685,11.528533,[16 37] ; [24 12],[23.82022472 29.17977528] ; [16.17977528 19.82022472],1
p4,1,0.002854,8.898325,[ 9 44] ; [17 20],[15.31111111 37.68888889] ; [10.68888889 26.31111111],0
v2,1,0.007545,7.138449,[ 8 44] ; [15 22],[13.43820225 38.56179775] ; [ 9.56179775 27.43820225],0
p5,1,0.012508,6.237369,[ 1 52] ; [ 6 31],[ 4.12222222 48.87777778] ; [ 2.87777778 34.12222222],0
u3,1,0.013874,6.054078,[ 3 21] ; [8 9],[ 6.43902439 17.56097561] ; [ 4.56097561 12.43902439],0
p7,1,0.021759,5.264957,[10 42] ; [15 21],[14.77272727 37.22727273] ; [10.22727273 25.77272727],0
n3,1,0.023268,5.148387,[10 18] ; [12  5],[13.68888889 14.31111111] ; [8.31111111 8.68888889],0
a1,1,0.033208,4.535045,[ 9 45] ; [ 1 37],[ 5.86956522 48.13043478] ; [ 4.13043478 33.86956522],0
u2,1,0.06726,3.348643,[ 6 18] ; [9 8],[ 8.7804878 15.2195122] ; [ 6.2195122 10.7804878],0
b2,1,0.070992,3.259943,[17 17] ; [ 5 15],[13.85185185 20.14814815] ; [ 8.14814815 11.85185185],0
b3,1,0.070992,3.259943,[17 17] ; [ 5 15],[13.85185185 20.14814815] ; [ 8.14814815 11.85185185],0
p3,1,0.094128,2.802314,[ 8 45] ; [11 26],[11.18888889 41.81111111] ; [ 7.81111111 29.18888889],0
s8,1,0.103756,2.646845,[ 3 51] ; [ 6 32],[ 5.2826087 48.7173913] ; [ 3.7173913 34.2826087],0
s7,1,0.17753,1.818182,[ 8 41] ; [10 25],[10.5 38.5] ; [ 7.5 27.5],0
p6,1,0.177909,1.815002,[ 6 46] ; [ 8 28],[ 8.27272727 43.72727273] ; [ 5.72727273 30.27272727],0
n2,1,0.178663,1.808707,[13 15] ; [12  6],[15.2173913 12.7826087] ; [9.7826087 8.2173913],0
b4,1,0.182863,1.774198,[28 26] ; [25 13],[31.10869565 22.89130435] ; [21.89130435 16.10869565],0
b1,1,0.19162,1.705119,[33 21] ; [18 20],[29.93478261 24.06521739] ; [21.06521739 16.93478261],0
s1,1,0.210593,1.567348,[ 7 46] ; [ 2 36],[ 5.24175824 47.75824176] ; [ 3.75824176 34.24175824],0
s5,1,0.212906,1.551557,[ 3 50] ; [ 5 33],[ 4.65934066 48.34065934] ; [ 3.34065934 34.65934066],0
r1,1,0.245349,1.349596,[17 36] ; [ 8 30],[14.56043956 38.43956044] ; [10.43956044 27.56043956],0
v4,1,0.291939,1.110658,[27 26] ; [23 14],[29.44444444 23.55555556] ; [20.55555556 16.44444444],0
s3,1,0.341756,0.903832,[15 38] ; [ 7 29],[13.1011236 39.8988764] ; [ 8.8988764 27.1011236],0
s2,1,0.439226,0.598303,[ 7 47] ; [ 7 30],[ 8.30769231 45.69230769] ; [ 5.69230769 31.30769231],0
r2,1,0.446468,0.579602,[27 23] ; [23 14],[28.73563218 21.26436782] ; [21.26436782 15.73563218],0
d1,1,0.500842,0.453152,[19 35] ; [16 22],[20.54347826 33.45652174] ; [14.45652174 23.54347826],0
d5,1,0.515704,0.422477,[29 25] ; [23 15],[30.52173913 23.47826087] ; [21.47826087 16.52173913],0
p1,1,0.523876,0.406255,[ 5 49] ; [ 5 32],[ 5.93406593 48.06593407] ; [ 4.06593407 32.93406593],0
v1,1,0.529453,0.395442,[13 40] ; [11 25],[14.29213483 38.70786517] ; [ 9.70786517 26.29213483],0
a4,1,0.544108,0.367979,[20 33] ; [12 26],[18.63736264 34.36263736] ; [13.36263736 24.63736264],0
a2,1,0.547584,0.361663,[ 8 46] ; [ 4 34],[ 7.04347826 46.95652174] ; [ 4.95652174 33.04347826],0
