Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.00652,7.400617,[ 4 81] ; [1 1],[ 4.88505747 80.11494253] ; [0.11494253 1.88505747],0
a1,1,0.02318,5.154963,[ 6 83] ; [1 1],[ 6.84615385 82.15384615] ; [0.15384615 1.84615385],0
p1,1,0.119732,2.420821,[11 78] ; [1 1],[11.73626374 77.26373626] ; [0.26373626 1.73626374],0
r3,1,0.144427,2.13015,[77 12] ; [1 1],[76.28571429 12.71428571] ; [1.71428571 0.28571429],0
a2,1,0.250528,1.320354,[16 73] ; [1 1],[16.62637363 72.37362637] ; [0.37362637 1.62637363],0
n6,1,0.33928,0.913149,[69 19] ; [1 1],[68.44444444 19.55555556] ; [1.55555556 0.44444444],0
p9,1,0.345497,0.889926,[68 19] ; [1 1],[67.4494382 19.5505618] ; [1.5505618 0.4494382],0
p10,1,0.505315,0.443755,[63 25] ; [1 1],[62.57777778 25.42222222] ; [1.42222222 0.57777778],0
p2,1,0.622025,0.243032,[58 29] ; [1 1],[57.6741573 29.3258427] ; [1.3258427 0.6741573],0
b4,1,0.682846,0.16694,[57 32] ; [1 1],[56.72527473 32.27472527] ; [1.27472527 0.72527473],0
v3,1,0.694911,0.15382,[31 54] ; [1 1],[31.26436782 53.73563218] ; [0.73563218 1.26436782],0
b5,1,0.708731,0.139548,[56 33] ; [1 1],[55.74725275 33.25274725] ; [1.25274725 0.74725275],0
p6,1,0.742754,0.107721,[32 51] ; [1 1],[32.22352941 50.77647059] ; [0.77647059 1.22352941],0
s8,1,0.760135,0.09321,[35 54] ; [1 1],[35.20879121 53.79120879] ; [0.79120879 1.20879121],0
r4,1,0.785674,0.073948,[53 36] ; [1 1],[52.81318681 36.18681319] ; [1.18681319 0.81318681],0
s7,1,0.786426,0.073416,[34 50] ; [1 1],[34.18604651 49.81395349] ; [0.81395349 1.18604651],0
b1,1,0.836475,0.042603,[38 51] ; [1 1],[38.14285714 50.85714286] ; [0.85714286 1.14285714],0
v2,1,0.855297,0.033256,[48 37] ; [1 1],[47.87356322 37.12643678] ; [1.12643678 0.87356322],0
v1,1,0.881706,0.022144,[38 47] ; [1 1],[38.10344828 46.89655172] ; [0.89655172 1.10344828],0
p4,1,0.910149,0.012735,[47 40] ; [1 1],[46.92134831 40.07865169] ; [1.07865169 0.92134831],0
p7,1,0.923871,0.009131,[41 47] ; [1 1],[41.06666667 46.93333333] ; [0.93333333 1.06666667],0
p3,1,0.935851,0.006478,[41 46] ; [1 1],[41.05617978 45.94382022] ; [0.94382022 1.05617978],0
s2,1,0.937278,0.006192,[42 47] ; [1 1],[42.05494505 46.94505495] ; [0.94505495 1.05494505],0
s3,1,0.949267,0.004048,[42 46] ; [1 1],[42.04444444 45.95555556] ; [0.95555556 1.04444444],0
