Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,61.414966,[65 67] ; [381  80],[99.27824621 32.72175379] ; [346.72175379 114.27824621],1
p10,1,0.0,55.649267,[62 73] ; [363  97],[96.42857143 38.57142857] ; [328.57142857 131.42857143],1
p11,1,0.0,54.711033,[68 69] ; [379  88],[101.38907285  35.61092715] ; [345.61092715 121.38907285],1
v4,1,0.0,53.916329,[101  35] ; [442  22],[123.08  12.92] ; [419.92  44.08],1
p7,1,0.0,50.349203,[37 94] ; [290 169],[72.60508475 58.39491525] ; [254.39491525 204.60508475],1
r3,1,0.0,50.183027,[103  33] ; [444  21],[123.78036606  12.21963394] ; [423.21963394  41.78036606],1
p4,1,0.0,49.072745,[ 31 104] ; [266 199],[66.825 68.175] ; [230.175 234.825],1
p8,1,0.0,44.714282,[ 27 110] ; [239 220],[61.1442953 75.8557047] ; [204.8557047 254.1442953],1
r4,1,0.0,38.602683,[88 49] ; [408  59],[112.50331126  24.49668874] ; [383.49668874  83.50331126],1
p6,1,8e-06,20.028942,[ 16 118] ; [145 316],[36.25882353 97.74117647] ; [124.74117647 336.25882353],1
n6,1,1e-05,19.490552,[86 50] ; [378  87],[104.99833611  31.00166389] ; [359.00166389 105.99833611],1
v1,1,5.6e-05,16.247882,[41 93] ; [230 227],[61.44500846 72.55499154] ; [209.55499154 247.44500846],1
s1,1,7.5e-05,15.670024,[ 11 124] ; [  7 454],[  4.07718121 130.92281879] ; [ 13.92281879 447.07718121],1
p3,1,0.000155,14.314083,[ 35 101] ; [204 262],[53.99335548 82.00664452] ; [185.00664452 280.99335548],1
r1,1,0.000162,14.22423,[84 52] ; [362 103],[100.92512479  35.07487521] ; [345.07487521 119.92512479],1
s6,1,0.000256,13.364042,[52 85] ; [258 205],[70.78333333 66.21666667] ; [239.21666667 223.78333333],1
d5,1,0.000409,12.489057,[88 48] ; [370  96],[103.46843854  32.53156146] ; [354.53156146 111.46843854],1
d3,1,0.000431,12.390871,[72 64] ; [322 143],[89.15806988 46.84193012] ; [304.84193012 160.15806988],1
a7,1,0.000634,11.673796,[82 54] ; [350 115],[97.75707155 38.24292845] ; [334.24292845 130.75707155],1
r2,1,0.001102,10.647132,[109  23] ; [426  36],[118.88888889  13.11111111] ; [416.11111111  45.88888889],0
a1,1,0.001225,10.451624,[ 13 124] ; [ 14 453],[  6.12417219 130.87582781] ; [ 20.87582781 446.12417219],0
s8,1,0.002637,9.043149,[ 29 108] ; [162 304],[43.3946932 93.6053068] ; [147.6053068 318.3946932],0
a6,1,0.002964,8.82923,[78 58] ; [331 136],[92.24543947 43.75456053] ; [316.75456053 150.24543947],0
