Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,39.945892,[29 54] ; [47  5],[46.72592593 36.27407407] ; [29.27407407 22.72592593],1
d2,1,0.0,34.24954,[16 68] ; [36 16],[32.11764706 51.88235294] ; [19.88235294 32.11764706],1
d5,1,0.0,32.516474,[41 43] ; [50  2],[56.20588235 27.79411765] ; [34.79411765 17.20588235],1
d4,1,0.0,28.931298,[46 38] ; [50  1],[59.73333333 24.26666667] ; [36.26666667 14.73333333],1
a2,1,5e-05,16.451455,[ 5 79] ; [17 36],[13.48905109 70.51094891] ; [ 8.51094891 44.48905109],1
v2,1,0.000628,11.692359,[23 55] ; [30 20],[32.296875 45.703125] ; [20.703125 29.296875],1
a4,1,0.001075,10.69357,[24 60] ; [30 23],[33.10948905 50.89051095] ; [20.89051095 32.10948905],0
a5,1,0.002737,8.974825,[40 44] ; [39 14],[48.4379562 35.5620438] ; [30.5620438 22.4379562],0
a3,1,0.003027,8.791121,[45 38] ; [42 11],[53.09558824 29.90441176] ; [33.90441176 19.09558824],0
u1,1,0.003484,8.534799,[ 1 83] ; [ 7 46],[ 4.90510949 79.09489051] ; [ 3.09489051 49.90510949],0
r2,1,0.011331,6.41264,[63 21] ; [48  4],[68.55882353 15.44117647] ; [42.44117647  9.55882353],0
a7,1,0.027026,4.889125,[46 38] ; [39 14],[52.11678832 31.88321168] ; [32.88321168 20.11678832],0
n2,1,0.043531,4.074649,[24  9] ; [ 9 11],[20.54716981 12.45283019] ; [12.45283019  7.54716981],0
a8,1,0.059999,3.537415,[ 9 72] ; [ 1 48],[ 6.23076923 74.76923077] ; [ 3.76923077 45.23076923],0
r1,1,0.06514,3.401432,[50 34] ; [39 13],[54.97058824 29.02941176] ; [34.02941176 17.97058824],0
n5,1,0.066577,3.365457,[41 41] ; [18 35],[35.83703704 46.16296296] ; [23.16296296 29.83703704],0
s6,1,0.075052,3.168932,[24 60] ; [23 30],[28.81751825 55.18248175] ; [18.18248175 34.81751825],0
r3,1,0.150261,2.069596,[60 23] ; [44  9],[63.47058824 19.52941176] ; [40.52941176 12.47058824],0
b4,1,0.160144,1.972867,[42 42] ; [33 20],[45.98540146 38.01459854] ; [29.01459854 23.98540146],0
b5,1,0.175416,1.836037,[44 40] ; [34 19],[47.82481752 36.17518248] ; [30.17518248 22.82481752],0
s5,1,0.17892,1.806568,[ 8 73] ; [ 9 41],[10.51145038 70.48854962] ; [ 6.48854962 43.51145038],0
a1,1,0.207617,1.587968,[ 8 76] ; [ 2 51],[ 6.13138686 77.86861314] ; [ 3.86861314 49.13138686],0
r4,1,0.259879,1.269401,[49 35] ; [36 17],[52.11678832 31.88321168] ; [32.88321168 20.11678832],0
p3,1,0.263622,1.249638,[21 63] ; [17 33],[23.82089552 60.17910448] ; [14.17910448 35.82089552],0
s7,1,0.269845,1.217532,[13 64] ; [12 36],[15.4 61.6] ; [ 9.6 38.4],0
p9,1,0.272538,1.203926,[42 39] ; [32 20],[45.06766917 35.93233083] ; [28.93233083 23.06766917],0
a6,1,0.295293,1.095332,[49 35] ; [35 17],[51.88235294 32.11764706] ; [32.11764706 19.88235294],0
n1,1,0.365731,0.818118,[14 19] ; [ 6 14],[12.45283019 20.54716981] ; [ 7.54716981 12.45283019],0
s2,1,0.367633,0.811648,[21 63] ; [17 36],[23.29927007 60.70072993] ; [14.70072993 38.29927007],0
p10,1,0.383259,0.760222,[35 46] ; [26 25],[37.43181818 43.56818182] ; [23.56818182 27.43181818],0
v1,1,0.427393,0.629897,[27 55] ; [21 32],[29.15555556 52.84444444] ; [18.84444444 34.15555556],0
n3,1,0.432862,0.615132,[22 10] ; [11  8],[20.70588235 11.29411765] ; [12.29411765  6.70588235],0
b1,1,0.465371,0.532945,[45 39] ; [25 28],[42.91970803 41.08029197] ; [27.08029197 25.91970803],0
n4,1,0.514841,0.424216,[46 38] ; [26 27],[44.1459854 39.8540146] ; [27.8540146 25.1459854],0
p11,1,0.536238,0.382557,[41 43] ; [23 30],[39.24087591 44.75912409] ; [24.75912409 28.24087591],0
