Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.19281,[6 4] ; [292  15],[9.40063091 0.59936909] ; [288.59936909  18.40063091],1
r3,1,2.8e-05,17.54229,[7 3] ; [296  10],[9.58860759 0.41139241] ; [293.41139241  12.58860759],1
n6,1,5.1e-05,16.414564,[5 5] ; [275  29],[8.91719745 1.08280255] ; [271.08280255  32.91719745],1
p9,1,0.001897,9.646262,[6 4] ; [277  29],[8.9556962 1.0443038] ; [274.0443038  31.9556962],0
r1,1,0.008416,6.94265,[5 5] ; [254  53],[8.170347 1.829653] ; [250.829653  56.170347],0
a5,1,0.01115,6.441235,[4 6] ; [232  75],[7.44479495 2.55520505] ; [228.55520505  78.44479495],0
a3,1,0.015418,5.868107,[4 6] ; [227  78],[7.33333333 2.66666667] ; [223.66666667  81.33333333],0
s8,1,0.020245,5.390638,[2 8] ; [174 131],[5.58730159 4.41269841] ; [170.41269841 134.58730159],0
d1,1,0.024209,5.079572,[3 7] ; [199 108],[6.37223975 3.62776025] ; [195.62776025 111.37223975],0
n3,1,0.035195,4.435683,[1 3] ; [46 16],[2.84848485 1.15151515] ; [44.15151515 17.84848485],0
n4,1,0.044982,4.019331,[6 4] ; [258  49],[8.32807571 1.67192429] ; [255.67192429  51.32807571],0
s3,1,0.057651,3.603713,[3 7] ; [183 122],[5.9047619 4.0952381] ; [180.0952381 124.9047619],0
b1,1,0.067833,3.334686,[7 3] ; [126 181],[4.1955836 5.8044164] ; [128.8044164 178.1955836],0
s6,1,0.075511,3.158967,[5 5] ; [225  75],[7.41935484 2.58064516] ; [222.58064516  77.41935484],0
s4,1,0.131059,2.279913,[4 6] ; [ 61 240],[2.09003215 7.90996785] ; [ 62.90996785 238.09003215],0
p10,1,0.161162,1.963288,[7 3] ; [262  43],[8.53968254 1.46031746] ; [260.46031746  44.53968254],0
d2,1,0.165197,1.925996,[3 7] ; [160 146],[5.15822785 4.84177215] ; [157.84177215 148.15822785],0
a4,1,0.191628,1.705057,[3 7] ; [156 150],[5.03164557 4.96835443] ; [153.96835443 152.03164557],0
b4,1,0.222965,1.485183,[4 6] ; [182 125],[5.86750789 4.13249211] ; [180.13249211 126.86750789],0
a2,1,0.251878,1.312858,[1 9] ; [ 80 227],[2.55520505 7.44479495] ; [ 78.44479495 228.55520505],0
u2,1,0.256971,1.285001,[5 1] ; [48 32],[3.69767442 2.30232558] ; [49.30232558 30.69767442],0
n2,1,0.322026,0.980698,[2 2] ; [46 17],[2.86567164 1.13432836] ; [45.13432836 17.86567164],0
d3,1,0.322779,0.977654,[6 4] ; [225  79],[7.3566879 2.6433121] ; [223.6433121  80.3566879],0
a6,1,0.323866,0.973268,[8 2] ; [198 107],[6.53968254 3.46031746] ; [199.46031746 105.53968254],0
u1,1,0.339296,0.913088,[1 9] ; [ 70 237],[2.23974763 7.76025237] ; [ 68.76025237 238.23974763],0
a7,1,0.346009,0.888038,[6 4] ; [224  81],[7.3015873 2.6984127] ; [222.6984127  82.3015873],0
n5,1,0.383813,0.758454,[7 3] ; [248  58],[8.06962025 1.93037975] ; [246.93037975  59.06962025],0
n1,1,0.39662,0.718548,[1 3] ; [29 33],[1.81818182 2.18181818] ; [28.18181818 33.81818182],0
v1,1,0.427635,0.629239,[5 5] ; [189 114],[6.19808307 3.80191693] ; [187.80191693 115.19808307],0
p12,1,0.430757,0.620781,[2 8] ; [ 36 270],[1.20253165 8.79746835] ; [ 36.79746835 269.20253165],0
v3,1,0.448849,0.573558,[3 7] ; [126 174],[4.16129032 5.83870968] ; [124.83870968 175.16129032],0
s7,1,0.45134,0.567283,[4 4] ; [186 109],[5.01650165 2.98349835] ; [184.98349835 110.01650165],0
v2,1,0.453906,0.560879,[7 3] ; [175 126],[5.85209003 4.14790997] ; [176.14790997 124.85209003],0
s2,1,0.492513,0.471032,[5 5] ; [186 120],[6.0443038 3.9556962] ; [184.9556962 121.0443038],0
a8,1,0.599141,0.276294,[2 8] ; [ 39 238],[1.42857143 8.57142857] ; [ 39.57142857 237.42857143],0
p7,1,0.614272,0.254001,[9 1] ; [254  48],[8.42948718 1.57051282] ; [254.57051282  47.42948718],0
p3,1,0.714613,0.133713,[7 3] ; [197 109],[6.4556962 3.5443038] ; [197.5443038 108.4556962],0
d4,1,0.716646,0.131729,[8 2] ; [257  48],[8.41269841 1.58730159] ; [256.58730159  48.41269841],0
a1,1,0.733878,0.11558,[1 9] ; [ 22 285],[0.72555205 9.27444795] ; [ 22.27444795 284.72555205],0
b3,1,0.775882,0.081048,[2 3] ; [ 91 105],[2.31343284 2.68656716] ; [ 90.68656716 105.31343284],0
b2,1,0.775882,0.081048,[2 3] ; [ 91 105],[2.31343284 2.68656716] ; [ 90.68656716 105.31343284],0
s5,1,0.786315,0.073494,[4 6] ; [129 162],[4.41860465 5.58139535] ; [128.58139535 162.41860465],0
d5,1,0.83364,0.044115,[8 2] ; [251  53],[8.24840764 1.75159236] ; [250.75159236  53.24840764],0
u3,1,0.838626,0.041474,[4 2] ; [50 30],[3.76744186 2.23255814] ; [50.23255814 29.76744186],0
p2,1,0.89073,0.018873,[9 1] ; [272  35],[8.86435331 1.13564669] ; [272.13564669  34.86435331],0
p11,1,0.908764,0.013133,[8 2] ; [250  57],[8.13880126 1.86119874] ; [249.86119874  57.13880126],0
p5,1,0.92989,0.007741,[2 8] ; [ 58 249],[1.89274448 8.10725552] ; [ 58.10725552 248.89274448],0
b5,1,0.963792,0.002061,[6 4] ; [182 125],[5.93059937 4.06940063] ; [182.06940063 124.93059937],0
