Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.3e-05,18.939412,[57  1] ; [2 2],[55.19354839  2.80645161] ; [3.80645161 0.19354839],1
a3,1,0.0012,10.489655,[48 10] ; [1 4],[45.11111111 12.88888889] ; [3.88888889 1.11111111],0
p11,1,0.005704,7.641653,[55  3] ; [3 2],[53.3968254  4.6031746] ; [4.6031746 0.3968254],0
a7,1,0.007977,7.038621,[44 14] ; [1 4],[41.42857143 16.57142857] ; [3.57142857 1.42857143],0
d5,1,0.00989,6.654671,[49  8] ; [2 3],[46.88709677 10.11290323] ; [4.11290323 0.88709677],0
d4,1,0.00989,6.654671,[49  8] ; [2 3],[46.88709677 10.11290323] ; [4.11290323 0.88709677],0
s1,1,0.02532,5.001894,[ 1 57] ; [1 4],[ 1.84126984 56.15873016] ; [0.15873016 4.84126984],0
v2,1,0.027544,4.85638,[40 18] ; [1 4],[37.74603175 20.25396825] ; [3.25396825 1.74603175],0
p2,1,0.032174,4.589224,[53  5] ; [3 2],[51.55555556  6.44444444] ; [4.44444444 0.55555556],0
d1,1,0.035272,4.43196,[39 19] ; [1 4],[36.82539683 21.17460317] ; [3.17460317 1.82539683],0
b1,1,0.054795,3.688301,[21 37] ; [4 1],[23.01587302 34.98412698] ; [1.98412698 3.01587302],0
p4,1,0.05943,3.553216,[51  6] ; [3 2],[49.64516129  7.35483871] ; [4.35483871 0.64516129],0
p8,1,0.0808,3.048743,[49  9] ; [2 2],[47.70967742 10.29032258] ; [3.29032258 0.70967742],0
u2,1,0.0994,2.715152,[9 1] ; [2 2],[7.85714286 2.14285714] ; [3.14285714 0.85714286],0
n6,1,0.099409,2.714997,[55  2] ; [4 1],[54.24193548  2.75806452] ; [4.75806452 0.24193548],0
a5,1,0.123884,2.367521,[50  8] ; [3 2],[48.79365079  9.20634921] ; [4.20634921 0.79365079],0
d2,1,0.185268,1.754854,[29 28] ; [1 4],[27.58064516 29.41935484] ; [2.41935484 2.58064516],0
r3,1,0.192023,1.702031,[55  3] ; [4 1],[54.31746032  3.68253968] ; [4.68253968 0.31746032],0
p3,1,0.222978,1.485099,[47 10] ; [3 2],[45.96774194 11.03225806] ; [4.03225806 0.96774194],0
u3,1,0.261651,1.26,[8 2] ; [2 2],[7.14285714 2.85714286] ; [2.85714286 1.14285714],0
p6,1,0.268858,1.222563,[37 20] ; [2 3],[35.85483871 21.14516129] ; [3.14516129 1.85483871],0
b5,1,0.33314,0.936653,[22 36] ; [3 2],[23.01587302 34.98412698] ; [1.98412698 3.01587302],0
a6,1,0.349543,0.875114,[35 22] ; [2 3],[34.01612903 22.98387097] ; [2.98387097 2.01612903],0
b2,1,0.392578,0.730941,[18 20] ; [1 3],[17.19047619 20.80952381] ; [1.80952381 2.19047619],0
b3,1,0.392578,0.730941,[18 20] ; [1 3],[17.19047619 20.80952381] ; [1.80952381 2.19047619],0
s3,1,0.45043,0.569569,[36 21] ; [4 1],[36.77419355 20.22580645] ; [3.22580645 1.77419355],0
b4,1,0.509797,0.434483,[38 20] ; [4 1],[38.66666667 19.33333333] ; [3.33333333 1.66666667],0
s8,1,0.543507,0.369078,[34 23] ; [3 1],[34.57377049 22.42622951] ; [2.42622951 1.57377049],0
s2,1,0.55649,0.345818,[39 19] ; [4 1],[39.58730159 18.41269841] ; [3.41269841 1.58730159],0
a8,1,0.569025,0.324317,[ 6 47] ; [1 4],[ 6.39655172 46.60344828] ; [0.60344828 4.39655172],0
v1,1,0.658364,0.195517,[41 17] ; [4 1],[41.42857143 16.57142857] ; [3.57142857 1.42857143],0
d3,1,0.699327,0.149173,[39 18] ; [3 2],[38.61290323 18.38709677] ; [3.38709677 1.61290323],0
r1,1,0.792401,0.069271,[49  9] ; [4 1],[48.79365079  9.20634921] ; [4.20634921 0.79365079],0
v3,1,0.803897,0.061656,[38 20] ; [3 2],[37.74603175 20.25396825] ; [3.25396825 1.74603175],0
a4,1,0.834883,0.043448,[26 32] ; [2 3],[25.77777778 32.22222222] ; [2.22222222 2.77777778],0
p7,1,0.904947,0.01426,[46 10] ; [4 1],[45.90163934 10.09836066] ; [4.09836066 0.90163934],0
