Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.004249,8.174354,[7 5] ; [ 4 24],[3.3 8.7] ; [ 7.7 20.3],0
n3,1,0.014851,5.934066,[4 1] ; [ 3 12],[1.75 3.25] ; [5.25 9.75],0
p10,1,0.020203,5.394253,[6 6] ; [ 4 23],[3.07692308 8.92307692] ; [ 6.92307692 20.07692308],0
a3,1,0.023793,5.109626,[10  2] ; [12 15],[6.76923077 5.23076923] ; [15.23076923 11.76923077],0
s7,1,0.035422,4.424727,[4 7] ; [ 2 23],[1.83333333 9.16666667] ; [ 4.16666667 20.83333333],0
u3,1,0.063431,3.445312,[1 1] ; [ 1 15],[0.22222222 1.77777778] ; [ 1.77777778 14.22222222],0
v3,1,0.066217,3.374383,[5 7] ; [ 4 23],[2.76923077 9.23076923] ; [ 6.23076923 20.76923077],0
p9,1,0.08279,3.009259,[6 6] ; [ 6 21],[3.69230769 8.30769231] ; [ 8.30769231 18.69230769],0
r4,1,0.111017,2.539683,[5 7] ; [ 5 23],[3. 9.] ; [ 7. 21.],0
a2,1,0.117601,2.44898,[3 9] ; [ 2 26],[ 1.5 10.5] ; [ 3.5 24.5],0
r1,1,0.121274,2.400794,[7 5] ; [ 9 19],[4.8 7.2] ; [11.2 16.8],0
p8,1,0.129333,2.30049,[3 9] ; [ 2 25],[ 1.53846154 10.46153846] ; [ 3.46153846 23.53846154],0
d3,1,0.184797,1.758616,[7 5] ; [10 18],[5.1 6.9] ; [11.9 16.1],0
p7,1,0.18897,1.725631,[5 7] ; [ 6 22],[3.3 8.7] ; [ 7.7 20.3],0
p3,1,0.18897,1.725631,[5 7] ; [ 6 22],[3.3 8.7] ; [ 7.7 20.3],0
r2,1,0.214947,1.537793,[9 3] ; [14 12],[7.26315789 4.73684211] ; [15.73684211 10.26315789],0
s1,1,0.246235,1.344538,[3 9] ; [ 3 25],[ 1.8 10.2] ; [ 4.2 23.8],0
b5,1,0.267142,1.231361,[7 5] ; [11 17],[5.4 6.6] ; [12.6 15.4],0
p6,1,0.267201,1.231061,[3 9] ; [ 3 24],[ 1.84615385 10.15384615] ; [ 4.15384615 22.84615385],0
p4,1,0.291841,1.111111,[5 7] ; [ 7 21],[3.6 8.4] ; [ 8.4 19.6],0
a4,1,0.325603,0.966307,[5 7] ; [ 7 20],[3.69230769 8.30769231] ; [ 8.30769231 18.69230769],0
s6,1,0.336449,0.923914,[4 7] ; [ 6 22],[2.82051282 8.17948718] ; [ 7.17948718 20.82051282],0
s3,1,0.344254,0.894524,[3 9] ; [11 16],[4.30769231 7.69230769] ; [ 9.69230769 17.30769231],0
b4,1,0.369074,0.806779,[5 7] ; [16 12],[6.3 5.7] ; [14.7 13.3],0
n5,1,0.398025,0.714286,[6 6] ; [18 10],[7.2 4.8] ; [16.8 11.2],0
s2,1,0.425556,0.634921,[4 8] ; [ 6 22],[3. 9.] ; [ 7. 21.],0
n2,1,0.436275,0.606061,[3 2] ; [6 9],[2.25 2.75] ; [6.75 8.25],0
s8,1,0.526572,0.401003,[ 1 11] ; [ 1 27],[ 0.6 11.4] ; [ 1.4 26.6],0
r3,1,0.529895,0.394593,[6 6] ; [11 17],[5.1 6.9] ; [11.9 16.1],0
b1,1,0.573138,0.31746,[8 4] ; [16 12],[7.2 4.8] ; [16.8 11.2],0
a8,1,0.601921,0.272109,[ 2 10] ; [ 3 25],[ 1.5 10.5] ; [ 3.5 24.5],0
a5,1,0.628634,0.233918,[7 5] ; [14 14],[6.3 5.7] ; [14.7 13.3],0
n6,1,0.635175,0.225108,[4 7] ; [ 8 20],[3.38461538 7.61538462] ; [ 8.61538462 19.38461538],0
d1,1,0.651446,0.204082,[3 9] ; [ 9 19],[3.6 8.4] ; [ 8.4 19.6],0
s5,1,0.662351,0.19068,[ 1 10] ; [ 4 24],[1.41025641 9.58974359] ; [ 3.58974359 24.41025641],0
a6,1,0.677318,0.17316,[6 6] ; [12 16],[5.4 6.6] ; [12.6 15.4],0
n4,1,0.763285,0.090703,[8 4] ; [20  8],[8.4 3.6] ; [19.6  8.4],0
n1,1,0.79525,0.06734,[2 3] ; [7 8],[2.25 2.75] ; [6.75 8.25],0
s4,1,0.846758,0.037348,[ 2 10] ; [ 4 24],[ 1.8 10.2] ; [ 4.2 23.8],0
p1,1,0.846758,0.037348,[ 2 10] ; [ 4 24],[ 1.8 10.2] ; [ 4.2 23.8],0
v2,1,0.849286,0.036111,[3 9] ; [ 6 21],[2.76923077 9.23076923] ; [ 6.23076923 20.76923077],0
d2,1,0.871731,0.02607,[5 7] ; [12 15],[5.23076923 6.76923077] ; [11.76923077 15.23076923],0
b2,1,0.907008,0.013645,[4 5] ; [ 8 11],[3.85714286 5.14285714] ; [ 8.14285714 10.85714286],0
b3,1,0.907008,0.013645,[4 5] ; [ 8 11],[3.85714286 5.14285714] ; [ 8.14285714 10.85714286],0
a1,1,0.927647,0.008246,[ 2 10] ; [ 5 23],[2.1 9.9] ; [ 4.9 23.1],0
d4,1,0.944356,0.004872,[7 5] ; [16 12],[6.9 5.1] ; [16.1 11.9],0
d5,1,1.0,0.0,[6 6] ; [14 14],[6. 6.] ; [14. 14.],0
a7,1,1.0,0.0,[6 6] ; [14 14],[6. 6.] ; [14. 14.],0
