Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.702621,[57 15] ; [ 5 25],[43.76470588 28.23529412] ; [18.23529412 11.76470588],1
r3,1,3.7e-05,16.994943,[61 10] ; [14 16],[52.72277228 18.27722772] ; [22.27722772  7.72277228],1
r2,1,8.6e-05,15.41482,[66  6] ; [17 12],[59.16831683 12.83168317] ; [23.83168317  5.16831683],1
v4,1,0.001149,10.56984,[58 13] ; [15 15],[51.31683168 19.68316832] ; [21.68316832  8.31683168],0
u3,1,0.002888,8.876893,[16  8] ; [ 2 11],[11.67567568 12.32432432] ; [6.32432432 6.67567568],0
s8,1,0.013391,6.116743,[17 54] ; [ 1 29],[12.65346535 58.34653465] ; [ 5.34653465 24.65346535],0
p2,1,0.018101,5.586389,[35 37] ; [ 7 23],[29.64705882 42.35294118] ; [12.35294118 17.64705882],0
a7,1,0.034138,4.48778,[49 22] ; [14 16],[44.28712871 26.71287129] ; [18.71287129 11.28712871],0
a5,1,0.059418,3.553548,[48 24] ; [14 16],[43.76470588 28.23529412] ; [18.23529412 11.76470588],0
a1,1,0.071436,3.249701,[ 4 68] ; [ 5 25],[ 6.35294118 65.64705882] ; [ 2.64705882 27.35294118],0
p4,1,0.081965,3.025499,[24 47] ; [ 5 25],[20.38613861 50.61386139] ; [ 8.61386139 21.38613861],0
p3,1,0.094546,2.795209,[18 53] ; [ 3 26],[14.91 56.09] ; [ 6.09 22.91],0
s2,1,0.094901,2.789217,[20 49] ; [ 4 26],[16.72727273 52.27272727] ; [ 7.27272727 22.72727273],0
u2,1,0.1113,2.535664,[12 12] ; [ 3 10],[ 9.72972973 14.27027027] ; [5.27027027 7.72972973],0
p10,1,0.132688,2.260765,[13 58] ; [ 2 28],[10.54455446 60.45544554] ; [ 4.45544554 25.54455446],0
s6,1,0.139524,2.183201,[30 41] ; [ 8 22],[26.71287129 44.28712871] ; [11.28712871 18.71287129],0
n1,1,0.14311,2.144194,[13 18] ; [ 3 12],[10.7826087 20.2173913] ; [5.2173913 9.7826087],0
a2,1,0.150541,2.066758,[19 53] ; [ 4 26],[16.23529412 55.76470588] ; [ 6.76470588 23.23529412],0
u1,1,0.181132,1.788312,[12 60] ; [ 2 28],[ 9.88235294 62.11764706] ; [ 4.11764706 25.88235294],0
d5,1,0.181132,1.788312,[57 15] ; [20 10],[54.35294118 17.64705882] ; [22.64705882  7.35294118],0
s5,1,0.202859,1.621673,[15 56] ; [ 3 26],[12.78 58.22] ; [ 5.22 23.78],0
s3,1,0.228392,1.450845,[26 45] ; [ 7 22],[23.43 47.57] ; [ 9.57 19.43],0
s7,1,0.2502,1.322184,[19 46] ; [ 5 23],[16.77419355 48.22580645] ; [ 7.22580645 20.77419355],0
s4,1,0.269691,1.218319,[10 60] ; [ 7 23],[11.9 58.1] ; [ 5.1 24.9],0
a3,1,0.294241,1.100114,[48 23] ; [17 13],[45.69306931 25.30693069] ; [19.30693069 10.69306931],0
p8,1,0.302288,1.064074,[10 62] ; [ 2 28],[ 8.47058824 63.52941176] ; [ 3.52941176 26.47058824],0
b2,1,0.306683,1.044907,[15 32] ; [ 9 11],[16.8358209 30.1641791] ; [ 7.1641791 12.8358209],0
b3,1,0.306683,1.044907,[15 32] ; [ 9 11],[16.8358209 30.1641791] ; [ 7.1641791 12.8358209],0
b5,1,0.318645,0.9945,[39 33] ; [13 17],[36.70588235 35.29411765] ; [15.29411765 14.70588235],0
b4,1,0.338503,0.916091,[48 24] ; [17 13],[45.88235294 26.11764706] ; [19.11764706 10.88235294],0
p11,1,0.361502,0.832667,[31 41] ; [10 20],[28.94117647 43.05882353] ; [12.05882353 17.94117647],0
v3,1,0.367293,0.812801,[22 46] ; [ 7 23],[20.12244898 47.87755102] ; [ 8.87755102 21.12244898],0
n3,1,0.392225,0.732032,[16 12] ; [7 9],[14.63636364 13.36363636] ; [8.36363636 7.63636364],0
d2,1,0.397031,0.717301,[35 36] ; [17 12],[36.92 34.08] ; [15.08 13.92],0
n5,1,0.426625,0.631992,[37 35] ; [18 12],[38.82352941 33.17647059] ; [16.17647059 13.82352941],0
v1,1,0.461257,0.542844,[22 50] ; [ 7 23],[20.47058824 51.52941176] ; [ 8.52941176 21.47058824],0
a6,1,0.494036,0.467725,[46 26] ; [17 13],[44.47058824 27.52941176] ; [18.52941176 11.47058824],0
d4,1,0.524694,0.404657,[54 17] ; [21  9],[52.72277228 18.27722772] ; [22.27722772  7.72277228],0
n2,1,0.598226,0.277679,[18 13] ; [8 8],[17.14893617 13.85106383] ; [8.85106383 7.14893617],0
p1,1,0.608556,0.262283,[ 7 64] ; [ 4 26],[ 7.73267327 63.26732673] ; [ 3.26732673 26.73267327],0
n4,1,0.644815,0.2125,[49 23] ; [19 11],[48. 24.] ; [20. 10.],0
n6,1,0.676572,0.17401,[44 28] ; [17 13],[43.05882353 28.94117647] ; [17.94117647 12.05882353],0
p6,1,0.776863,0.080321,[ 4 67] ; [ 2 26],[ 4.3030303 66.6969697] ; [ 1.6969697 26.3030303],0
b1,1,0.798065,0.06546,[38 34] ; [15 15],[37.41176471 34.58823529] ; [15.58823529 14.41176471],0
s1,1,0.80886,0.058514,[ 6 66] ; [ 2 27],[ 5.7029703 66.2970297] ; [ 2.2970297 26.7029703],0
d3,1,0.876572,0.024123,[42 30] ; [17 13],[41.64705882 30.35294118] ; [17.35294118 12.64705882],0
v2,1,0.927553,0.008267,[25 45] ; [11 19],[25.2 44.8] ; [10.8 19.2],0
a4,1,0.97204,0.001228,[32 40] ; [13 16],[32.07920792 39.92079208] ; [12.92079208 16.07920792],0
d1,1,1.0,0.0,[36 36] ; [15 15],[36. 36.] ; [15. 15.],0
