Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000391,12.574994,[68 29] ; [ 3 11],[62.04504505 34.95495495] ; [8.95495495 5.04504505],1
p2,1,0.000755,11.34755,[82 14] ; [6 7],[77.50458716 18.49541284] ; [10.49541284  2.50458716],1
r2,1,0.000833,11.166383,[81 14] ; [6 7],[76.52777778 18.47222222] ; [10.47222222  2.52777778],1
r3,1,0.00119,10.50568,[87 10] ; [8 6],[83.01801802 13.98198198] ; [11.98198198  2.01801802],0
a8,1,0.003555,8.498027,[ 5 88] ; [ 4 10],[ 7.82242991 85.17757009] ; [ 1.17757009 12.82242991],0
s1,1,0.004565,8.044172,[ 3 94] ; [ 3 11],[ 5.24324324 91.75675676] ; [ 0.75675676 13.24324324],0
s6,1,0.027982,4.829174,[59 35] ; [4 9],[55.34579439 38.65420561] ; [7.65420561 5.34579439],0
n6,1,0.031844,4.606895,[78 19] ; [7 6],[74.95454545 22.04545455] ; [10.04545455  2.95454545],0
b1,1,0.033797,4.504961,[40 57] ; [10  4],[43.69369369 53.30630631] ; [6.30630631 7.69369369],0
p10,1,0.043695,4.068317,[72 23] ; [7 7],[68.85321101 26.14678899] ; [10.14678899  3.85321101],0
p11,1,0.048935,3.877571,[73 24] ; [7 7],[69.90990991 27.09009009] ; [10.09009009  3.90990991],0
a5,1,0.048937,3.877499,[49 48] ; [11  3],[52.43243243 44.56756757] ; [7.56756757 6.43243243],0
s5,1,0.116238,2.467294,[26 67] ; [ 1 12],[23.68867925 69.31132075] ; [3.31132075 9.68867925],0
p8,1,0.121249,2.40111,[58 37] ; [5 8],[55.41666667 39.58333333] ; [7.58333333 5.41666667],0
a4,1,0.127426,2.323582,[23 74] ; [6 8],[25.34234234 71.65765766] ; [ 3.65765766 10.34234234],0
d2,1,0.133077,2.256237,[29 68] ; [7 7],[31.45945946 65.54054054] ; [4.54054054 9.45945946],0
b5,1,0.136181,2.220591,[56 41] ; [11  3],[58.54954955 38.45045045] ; [8.45045045 5.54954955],0
n1,1,0.137547,2.205193,[11 21] ; [4 2],[12.63157895 19.36842105] ; [2.36842105 3.63157895],0
v2,1,0.153,2.042078,[47 49] ; [ 4 10],[44.50909091 51.49090909] ; [6.49090909 7.50909091],0
a2,1,0.171114,1.873159,[ 9 88] ; [ 3 11],[10.48648649 86.51351351] ; [ 1.51351351 12.48648649],0
n2,1,0.197149,1.663371,[25  8] ; [3 3],[23.69230769  9.30769231] ; [4.30769231 1.69230769],0
u2,1,0.217496,1.520816,[24 18] ; [1 3],[22.82608696 19.17391304] ; [2.17391304 1.82608696],0
a7,1,0.243146,1.362263,[57 39] ; [6 8],[54.98181818 41.01818182] ; [8.01818182 5.98181818],0
p9,1,0.245406,1.349266,[76 21] ; [9 5],[74.27927928 22.72072072] ; [10.72072072  3.27927928],0
p3,1,0.251741,1.313615,[53 43] ; [10  4],[54.98181818 41.01818182] ; [8.01818182 5.98181818],0
a3,1,0.282098,1.156954,[54 42] ; [10  4],[55.85454545 40.14545455] ; [8.14545455 5.85454545],0
d5,1,0.300415,1.07235,[68 28] ; [8 6],[66.32727273 29.67272727] ; [9.67272727 4.32727273],0
s7,1,0.311571,1.024006,[39 52] ; [ 4 10],[37.26666667 53.73333333] ; [5.73333333 8.26666667],0
a6,1,0.32918,0.952122,[56 41] ; [10  4],[57.67567568 39.32432432] ; [8.32432432 5.67567568],0
d4,1,0.372745,0.794492,[67 30] ; [8 6],[65.54054054 31.45945946] ; [9.45945946 4.54054054],0
p4,1,0.454337,0.559809,[58 37] ; [10  4],[59.26605505 35.73394495] ; [8.73394495 5.26605505],0
b2,1,0.45711,0.552963,[18 44] ; [2 9],[16.98630137 45.01369863] ; [3.01369863 7.98630137],0
b3,1,0.45711,0.552963,[18 44] ; [2 9],[16.98630137 45.01369863] ; [3.01369863 7.98630137],0
v3,1,0.471166,0.51924,[32 65] ; [ 3 10],[30.86363636 66.13636364] ; [4.13636364 8.86363636],0
s2,1,0.496822,0.461719,[44 53] ; [5 9],[42.81981982 54.18018018] ; [6.18018018 7.81981982],0
n4,1,0.517352,0.419168,[64 33] ; [8 6],[62.91891892 34.08108108] ; [9.08108108 4.91891892],0
s8,1,0.533735,0.387276,[36 61] ; [ 4 10],[34.95495495 62.04504505] ; [5.04504505 8.95495495],0
v1,1,0.548994,0.359122,[42 53] ; [5 9],[40.96330275 54.03669725] ; [6.03669725 7.96330275],0
