Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.715842,[88 17] ; [ 3 11],[80.29411765 24.70588235] ; [10.70588235  3.29411765],1
v4,1,1e-06,23.8,[96  9] ; [6 8],[90. 15.] ; [12.  2.],1
n6,1,1.4e-05,18.9106,[80 23] ; [ 3 11],[73.06837607 29.93162393] ; [9.93162393 4.06837607],1
r1,1,0.001144,10.579175,[81 24] ; [5 9],[75.88235294 29.11764706] ; [10.11764706  3.88235294],0
r3,1,0.005519,7.700943,[91 14] ; [8 6],[87.35294118 17.64705882] ; [11.64705882  2.35294118],0
a8,1,0.013648,6.08306,[ 8 90] ; [4 9],[10.59459459 87.40540541] ; [ 1.40540541 11.59459459],0
d1,1,0.017617,5.633816,[65 40] ; [ 4 10],[60.88235294 44.11764706] ; [8.11764706 5.88235294],0
p9,1,0.022763,5.18649,[69 34] ; [5 9],[65.14529915 37.85470085] ; [8.85470085 5.14529915],0
s7,1,0.025648,4.979586,[41 58] ; [ 1 11],[37.45945946 61.54054054] ; [4.54054054 7.45945946],0
p10,1,0.028066,4.824007,[68 35] ; [5 9],[64.26495726 38.73504274] ; [8.73504274 5.26495726],0
d3,1,0.028635,4.789404,[74 29] ; [6 8],[70.42735043 32.57264957] ; [9.57264957 4.42735043],0
n4,1,0.031246,4.639376,[75 30] ; [6 8],[71.47058824 33.52941176] ; [9.52941176 4.47058824],0
s2,1,0.03225,4.585158,[46 58] ; [ 2 12],[42.30508475 61.69491525] ; [5.69491525 8.30508475],0
s6,1,0.033635,4.513149,[61 43] ; [ 4 10],[57.28813559 46.71186441] ; [7.71186441 6.28813559],0
s8,1,0.043124,4.090523,[35 69] ; [ 1 13],[31.72881356 72.27118644] ; [4.27118644 9.72881356],0
v3,1,0.050363,3.829344,[41 58] ; [ 2 12],[37.67256637 61.32743363] ; [5.32743363 8.67256637],0
v1,1,0.054866,3.68614,[42 61] ; [ 2 12],[38.73504274 64.26495726] ; [5.26495726 8.73504274],0
s5,1,0.105963,2.613424,[27 73] ; [ 1 13],[24.56140351 75.43859649] ; [ 3.43859649 10.56140351],0
n2,1,0.110067,2.553264,[25 13] ; [1 3],[23.52380952 14.47619048] ; [2.47619048 1.52380952],0
u3,1,0.121762,2.394508,[20 13] ; [2 5],[18.15 14.85] ; [3.85 3.15],0
b1,1,0.130339,2.288462,[45 60] ; [9 5],[47.64705882 57.35294118] ; [6.35294118 7.64705882],0
n5,1,0.143767,2.137169,[73 32] ; [7 7],[70.58823529 34.41176471] ; [9.41176471 4.58823529],0
b4,1,0.158792,1.985696,[62 43] ; [11  3],[64.41176471 40.58823529] ; [8.58823529 5.41176471],0
p11,1,0.1692,1.890013,[58 47] ; [5 9],[55.58823529 49.41176471] ; [7.41176471 6.58823529],0
p3,1,0.181701,1.783657,[35 69] ; [ 2 11],[32.88888889 71.11111111] ; [4.11111111 8.88888889],0
u1,1,0.219009,1.510854,[22 83] ; [ 1 13],[20.29411765 84.70588235] ; [ 2.70588235 11.29411765],0
a6,1,0.225579,1.468522,[75 28] ; [8 6],[73.06837607 29.93162393] ; [9.93162393 4.06837607],0
p6,1,0.254918,1.296149,[22 83] ; [ 1 12],[20.46610169 84.53389831] ; [ 2.53389831 10.46610169],0
s4,1,0.261483,1.260888,[20 83] ; [ 1 13],[18.48717949 84.51282051] ; [ 2.51282051 11.48717949],0
a3,1,0.264094,1.247169,[72 32] ; [7 6],[70.22222222 33.77777778] ; [8.77777778 4.22222222],0
d2,1,0.269012,1.221778,[53 50] ; [5 9],[51.05982906 51.94017094] ; [6.94017094 7.05982906],0
v2,1,0.308198,1.038384,[54 47] ; [5 8],[52.27192982 48.72807018] ; [6.72807018 6.27192982],0
d5,1,0.357588,0.846346,[78 25] ; [9 5],[76.58974359 26.41025641] ; [10.41025641  3.58974359],0
p8,1,0.378189,0.776581,[28 77] ; [ 2 11],[26.69491525 78.30508475] ; [3.30508475 9.69491525],0
s1,1,0.39836,0.713272,[ 8 97] ; [ 2 12],[ 8.82352941 96.17647059] ; [ 1.17647059 12.82352941],0
u2,1,0.4118,0.673598,[18 15] ; [5 2],[18.975 14.025] ; [4.025 2.975],0
s3,1,0.44257,0.589609,[48 55] ; [5 9],[46.65811966 56.34188034] ; [6.34188034 7.65811966],0
p4,1,0.502694,0.449245,[31 72] ; [ 3 11],[29.93162393 73.06837607] ; [4.06837607 9.93162393],0
a2,1,0.574943,0.314482,[30 75] ; [ 3 11],[29.11764706 75.88235294] ; [ 3.88235294 10.11764706],0
a1,1,0.578337,0.30893,[10 95] ; [ 2 12],[10.58823529 94.41176471] ; [ 1.41176471 12.58823529],0
n1,1,0.635714,0.224392,[14 23] ; [2 2],[14.43902439 22.56097561] ; [1.56097561 2.43902439],0
a5,1,0.690823,0.158196,[73 32] ; [9 5],[72.35294118 32.64705882] ; [9.64705882 4.35294118],0
n3,1,0.715258,0.133082,[22 15] ; [2 2],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
p7,1,0.72185,0.126727,[34 68] ; [ 4 10],[33.4137931 68.5862069] ; [4.5862069 9.4137931],0
a4,1,0.734626,0.114906,[47 57] ; [7 7],[47.59322034 56.40677966] ; [6.40677966 7.59322034],0
p1,1,0.772644,0.083474,[10 95] ; [ 1 13],[ 9.70588235 95.29411765] ; [ 1.29411765 12.70588235],0
b5,1,0.859391,0.031382,[70 35] ; [9 5],[69.70588235 35.29411765] ; [9.29411765 4.70588235],0
b2,1,0.927168,0.008356,[21 45] ; [3 6],[21.12 44.88] ; [2.88 6.12],0
b3,1,0.927168,0.008356,[21 45] ; [3 6],[21.12 44.88] ; [2.88 6.12],0
d4,1,0.927939,0.008179,[82 21] ; [11  3],[81.87179487 21.12820513] ; [11.12820513  2.87179487],0
