Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001809,9.733674,[61  7] ; [2 3],[58.68493151  9.31506849] ; [4.31506849 0.68493151],0
r2,1,0.002361,9.245614,[65  3] ; [3 2],[63.34246575  4.65753425] ; [4.65753425 0.34246575],0
a4,1,0.010618,6.52816,[10 58] ; [3 2],[12.10958904 55.89041096] ; [0.89041096 4.10958904],0
r1,1,0.032945,4.54861,[55 13] ; [2 3],[53.09589041 14.90410959] ; [3.90410959 1.09589041],0
d1,1,0.063659,3.439384,[ 2 66] ; [1 4],[ 2.79452055 65.20547945] ; [0.20547945 4.79452055],0
u1,1,0.063659,3.439384,[ 2 66] ; [1 4],[ 2.79452055 65.20547945] ; [0.20547945 4.79452055],0
b1,1,0.066958,3.356069,[26 42] ; [4 1],[27.94520548 40.05479452] ; [2.05479452 2.94520548],0
d5,1,0.120561,2.410017,[30 38] ; [4 1],[31.67123288 36.32876712] ; [2.32876712 2.67123288],0
v3,1,0.137131,2.209856,[37 31] ; [1 4],[35.39726027 32.60273973] ; [2.60273973 2.39726027],0
p8,1,0.145461,2.119214,[36 31] ; [1 4],[34.43055556 32.56944444] ; [2.56944444 2.43055556],0
a6,1,0.238114,1.391723,[45 23] ; [2 3],[43.78082192 24.21917808] ; [3.21917808 1.78082192],0
p11,1,0.311217,1.025503,[54 14] ; [3 2],[53.09589041 14.90410959] ; [3.90410959 1.09589041],0
d2,1,0.311217,1.025503,[14 54] ; [2 3],[14.90410959 53.09589041] ; [1.09589041 3.90410959],0
s8,1,0.31547,1.007637,[25 42] ; [3 2],[26.05555556 40.94444444] ; [1.94444444 3.05555556],0
a2,1,0.320344,0.98754,[ 5 63] ; [1 4],[ 5.5890411 62.4109589] ; [0.4109589 4.5890411],0
s2,1,0.32914,0.952278,[25 41] ; [3 2],[26.02816901 39.97183099] ; [1.97183099 3.02816901],0
p4,1,0.337876,0.918474,[39 28] ; [4 1],[40.01388889 26.98611111] ; [2.98611111 2.01388889],0
p6,1,0.351278,0.868836,[26 41] ; [3 2],[26.98611111 40.01388889] ; [2.01388889 2.98611111],0
a8,1,0.351611,0.867634,[ 5 59] ; [1 4],[ 5.56521739 58.43478261] ; [0.43478261 4.56521739],0
a5,1,0.381789,0.764932,[41 27] ; [4 1],[41.91780822 26.08219178] ; [3.08219178 1.91780822],0
s7,1,0.431026,0.620058,[28 34] ; [1 3],[27.24242424 34.75757576] ; [1.75757576 2.24242424],0
a3,1,0.491013,0.474305,[38 30] ; [2 3],[37.26027397 30.73972603] ; [2.73972603 2.26027397],0
s4,1,0.512062,0.429851,[ 7 60] ; [1 4],[ 7.44444444 59.55555556] ; [0.55555556 4.44444444],0
b5,1,0.532947,0.38877,[37 31] ; [2 3],[36.32876712 31.67123288] ; [2.67123288 2.32876712],0
s3,1,0.573883,0.316228,[31 35] ; [3 2],[31.6056338 34.3943662] ; [2.3943662 2.6056338],0
u3,1,0.581815,0.303309,[15 15] ; [1 2],[14.54545455 15.45454545] ; [1.45454545 1.54545455],0
a7,1,0.608769,0.261972,[47 21] ; [4 1],[47.50684932 20.49315068] ; [3.49315068 1.50684932],0
u2,1,0.658332,0.195556,[14 16] ; [1 2],[13.63636364 16.36363636] ; [1.36363636 1.63636364],0
s6,1,0.720044,0.12845,[39 27] ; [2 2],[38.65714286 27.34285714] ; [2.34285714 1.65714286],0
p3,1,0.737368,0.112453,[35 32] ; [3 2],[35.36111111 31.63888889] ; [2.63888889 2.36111111],0
p7,1,0.743052,0.107463,[45 22] ; [3 2],[44.66666667 22.33333333] ; [3.33333333 1.66666667],0
b4,1,0.808533,0.058719,[37 31] ; [3 2],[37.26027397 30.73972603] ; [2.73972603 2.26027397],0
d3,1,0.832042,0.044979,[24 44] ; [2 3],[24.21917808 43.78082192] ; [1.78082192 3.21917808],0
s5,1,0.884675,0.021038,[19 48] ; [1 3],[18.87323944 48.12676056] ; [1.12676056 2.87323944],0
v1,1,0.937539,0.006141,[39 28] ; [3 2],[39.08333333 27.91666667] ; [2.91666667 2.08333333],0
p2,1,0.962063,0.002262,[53 14] ; [4 1],[53.04166667 13.95833333] ; [3.95833333 1.04166667],0
