Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,105.161006,[22 82] ; [143  28],[62.4 41.6] ; [102.6  68.4],1
s6,1,0.0,29.679686,[60 43] ; [145  21],[78.49442379 24.50557621] ; [126.50557621  39.49442379],1
s7,1,1e-06,24.909649,[44 52] ; [126  39],[62.52873563 33.47126437] ; [107.47126437  57.52873563],1
s8,1,1.1e-05,19.379855,[44 61] ; [117  53],[61.47272727 43.52727273] ; [99.52727273 70.47272727],1
p12,1,0.001409,10.194132,[ 5 99] ; [ 31 139],[13.66423358 90.33576642] ; [ 22.33576642 147.66423358],0
s5,1,0.00164,9.914234,[33 69] ; [83 76],[45.33333333 56.66666667] ; [70.66666667 88.33333333],0
d2,1,0.001919,9.625529,[46 59] ; [107  63],[58.41818182 46.58181818] ; [94.58181818 75.41818182],0
n2,1,0.009685,6.691965,[ 9 10] ; [24  5],[13.0625  5.9375] ; [19.9375  9.0625],0
n5,1,0.022178,5.231771,[86 18] ; [157  14],[91.89818182 12.10181818] ; [151.10181818  19.89818182],0
p5,1,0.024329,5.071005,[14 91] ; [ 42 129],[21.30434783 83.69565217] ; [ 34.69565217 136.30434783],0
b1,1,0.043972,4.057652,[35 70] ; [78 93],[42.98913043 62.01086957] ; [ 70.01086957 100.98913043],0
u4,1,0.062795,3.461975,[  1 104] ; [  9 162],[  3.80434783 101.19565217] ; [  6.19565217 164.80434783],0
d1,1,0.065614,3.389474,[63 42] ; [121  50],[70. 35.] ; [114.  57.],0
r2,1,0.07008,3.281141,[97  6] ; [166   3],[99.59191176  3.40808824] ; [163.40808824   5.59191176],0
b5,1,0.073292,3.207716,[68 37] ; [92 79],[60.86956522 44.13043478] ; [99.13043478 71.86956522],0
a1,1,0.113908,2.49915,[  4 101] ; [ 15 156],[ 7.22826087 97.77173913] ; [ 11.77173913 159.22826087],0
n6,1,0.116547,2.463121,[95 10] ; [162   8],[98.12727273  6.87272727] ; [158.87272727  11.12727273],0
d3,1,0.134957,2.234535,[71 34] ; [129  41],[76.36363636 28.63636364] ; [123.63636364  46.36363636],0
n1,1,0.136679,2.214957,[ 6 13] ; [15 13],[ 8.4893617 10.5106383] ; [12.5106383 15.4893617],0
s4,1,0.143839,2.136404,[13 89] ; [ 33 135],[17.37777778 84.62222222] ; [ 28.62222222 139.37777778],0
a3,1,0.149654,2.075776,[74 30] ; [134  36],[78.94890511 25.05109489] ; [129.05109489  40.94890511],0
a2,1,0.198101,1.656316,[25 80] ; [ 53 118],[29.67391304 75.32608696] ; [ 48.32608696 122.67391304],0
b4,1,0.20841,1.582434,[67 38] ; [96 75],[62.01086957 42.98913043] ; [100.98913043  70.01086957],0
v4,1,0.231246,1.43318,[103   2] ; [163   8],[101.19565217   3.80434783] ; [164.80434783   6.19565217],0
d4,1,0.252005,1.312153,[86 19] ; [147  22],[89.28832117 15.71167883] ; [143.71167883  25.28832117],0
a4,1,0.253108,1.306067,[50 55] ; [93 77],[54.6 50.4] ; [88.4 81.6],0
v1,1,0.262847,1.253702,[72 33] ; [104  64],[67.69230769 37.30769231] ; [108.30769231  59.69230769],0
a8,1,0.293791,1.102167,[11 78] ; [ 28 133],[13.884 75.116] ; [ 25.116 135.884],0
p4,1,0.379552,0.772151,[89 16] ; [137  33],[86.29090909 18.70909091] ; [139.70909091  30.29090909],0
n3,1,0.39007,0.738723,[15  3] ; [21  8],[13.78723404  4.21276596] ; [22.21276596  6.78723404],0
p2,1,0.410717,0.676724,[94 11] ; [158  13],[95.86956522  9.13043478] ; [156.13043478  14.86956522],0
u1,1,0.425344,0.635503,[22 83] ; [ 43 128],[24.72826087 80.27173913] ; [ 40.27173913 130.72826087],0
