Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,21.986448,[132  44] ; [30 39],[116.3755102  59.6244898] ; [45.6244898 23.3755102],1
v4,1,3e-06,21.840821,[162  13] ; [48 21],[150.6147541  24.3852459] ; [59.3852459  9.6147541],1
r4,1,5e-06,20.849979,[148  28] ; [39 30],[134.33469388  41.66530612] ; [52.66530612 16.33469388],1
r3,1,7e-06,20.142416,[158  17] ; [46 23],[146.31147541  28.68852459] ; [57.68852459 11.31147541],1
p10,1,0.000171,14.127643,[121  50] ; [31 38],[108.3  62.7] ; [43.7 25.3],1
n5,1,0.000252,13.394025,[126  49] ; [32 36],[113.78600823  61.21399177] ; [44.21399177 23.78600823],1
p9,1,0.000388,12.58736,[130  42] ; [36 33],[118.47302905  53.52697095] ; [47.52697095 21.47302905],1
p2,1,0.000529,12.011296,[136  38] ; [38 30],[125.10743802  48.89256198] ; [48.89256198 19.10743802],1
a1,1,0.000717,11.44428,[  4 172] ; [ 9 60],[  9.33877551 166.66122449] ; [ 3.66122449 65.33877551],1
s1,1,0.000727,11.418611,[  2 172] ; [ 7 61],[  6.47107438 167.52892562] ; [ 2.52892562 65.47107438],1
p8,1,0.001495,10.085063,[80 95] ; [16 52],[ 69.13580247 105.86419753] ; [26.86419753 41.13580247],0
s6,1,0.002316,9.280163,[86 84] ; [20 49],[75.39748954 94.60251046] ; [30.60251046 38.39748954],0
b1,1,0.003626,8.462251,[ 66 110] ; [40 29],[76.14693878 99.85306122] ; [29.85306122 39.14693878],0
n4,1,0.008322,6.962757,[121  55] ; [35 34],[112.06530612  63.93469388] ; [43.93469388 25.06530612],0
p4,1,0.00909,6.805041,[81 94] ; [19 49],[ 72.01646091 102.98353909] ; [27.98353909 40.01646091],0
d5,1,0.015476,5.861483,[127  48] ; [39 30],[119.05737705  55.94262295] ; [46.94262295 22.05737705],0
a5,1,0.058558,3.577763,[110  66] ; [34 35],[103.44489796  72.55510204] ; [40.55510204 28.44489796],0
p6,1,0.060791,3.515685,[ 46 129] ; [10 57],[ 40.49586777 134.50413223] ; [15.50413223 51.49586777],0
d1,1,0.062928,3.458476,[79 97] ; [22 47],[ 72.55510204 103.44489796] ; [28.44489796 40.55510204],0
d3,1,0.067629,3.33965,[100  75] ; [30 38],[93.62139918 81.37860082] ; [36.37860082 31.62139918],0
s5,1,0.069447,3.296053,[ 41 129] ; [ 9 58],[ 35.8649789 134.1350211] ; [14.1350211 52.8649789],0
p7,1,0.080711,3.05053,[90 83] ; [26 40],[83.9665272 89.0334728] ; [32.0334728 33.9665272],0
p5,1,0.09242,2.831708,[ 12 162] ; [ 1 67],[  9.34710744 164.65289256] ; [ 3.65289256 64.34710744],0
r2,1,0.093949,2.805367,[154  19] ; [55 13],[150.02904564  22.97095436] ; [58.97095436  9.02904564],0
n3,1,0.125683,2.345027,[34 13] ; [13 11],[31.11267606 15.88732394] ; [15.88732394  8.11267606],0
n2,1,0.141672,2.159699,[34 15] ; [13 12],[31.12162162 17.87837838] ; [15.87837838  9.12162162],0
p3,1,0.144178,2.132786,[ 60 115] ; [17 52],[ 55.22540984 119.77459016] ; [21.77459016 47.22540984],0
a7,1,0.174204,1.846389,[120  55] ; [41 28],[115.47131148  59.52868852] ; [45.52868852 23.47131148],0
v1,1,0.205149,1.605332,[ 62 113] ; [18 49],[ 57.85123967 117.14876033] ; [22.14876033 44.85123967],0
d2,1,0.226215,1.464501,[ 66 108] ; [32 37],[ 70.17283951 103.82716049] ; [27.82716049 41.17283951],0
d4,1,0.245777,1.347148,[128  48] ; [45 24],[124.27755102  51.72244898] ; [48.72244898 20.27755102],0
r1,1,0.278719,1.173325,[112  63] ; [39 30],[108.29918033  66.70081967] ; [42.70081967 26.29918033],0
s2,1,0.292192,1.109494,[ 50 124] ; [15 53],[ 46.73553719 127.26446281] ; [18.26446281 49.73553719],0
s3,1,0.331849,0.94167,[ 61 113] ; [28 39],[ 64.25726141 109.74273859] ; [24.74273859 42.25726141],0
a6,1,0.360996,0.834426,[118  58] ; [42 27],[114.93877551  61.06122449] ; [45.06122449 23.93877551],0
b5,1,0.364792,0.821328,[113  63] ; [40 29],[109.91020408  66.08979592] ; [43.08979592 25.91020408],0
s4,1,0.537868,0.379506,[ 25 146] ; [ 8 61],[ 23.5125 147.4875] ; [ 9.4875 59.5125],0
u1,1,0.552403,0.35303,[ 17 159] ; [ 5 64],[ 15.80408163 160.19591837] ; [ 6.19591837 62.80408163],0
b4,1,0.563375,0.333894,[100  76] ; [42 27],[102.00816327  73.99183673] ; [39.99183673 29.00816327],0
a8,1,0.60892,0.26175,[ 18 145] ; [ 9 58],[ 19.13478261 143.86521739] ; [ 7.86521739 59.13478261],0
u2,1,0.615381,0.252413,[38 44] ; [17 16],[39.2173913 42.7826087] ; [15.7826087 17.2173913],0
v3,1,0.685846,0.163619,[ 23 152] ; [10 56],[ 23.9626556 151.0373444] ; [ 9.0373444 56.9626556],0
a4,1,0.688909,0.160269,[ 58 115] ; [25 44],[ 59.33471074 113.66528926] ; [23.66528926 45.33471074],0
n1,1,0.731352,0.117874,[15 32] ; [ 7 18],[14.36111111 32.63888889] ; [ 7.63888889 17.36111111],0
u3,1,0.744328,0.106359,[39 42] ; [17 16],[39.78947368 41.21052632] ; [16.21052632 16.78947368],0
p1,1,0.748538,0.102764,[ 13 161] ; [ 6 63],[ 13.60493827 160.39506173] ; [ 5.39506173 63.60493827],0
b2,1,0.859359,0.031396,[30 64] ; [14 32],[29.54285714 64.45714286] ; [14.45714286 31.54285714],0
b3,1,0.859359,0.031396,[30 64] ; [14 32],[29.54285714 64.45714286] ; [14.45714286 31.54285714],0
s8,1,0.904802,0.014303,[ 29 146] ; [11 58],[ 28.68852459 146.31147541] ; [11.31147541 57.68852459],0
a3,1,0.943341,0.005051,[93 81] ; [36 32],[92.75206612 81.24793388] ; [36.24793388 31.75206612],0
a2,1,0.953759,0.003362,[ 25 151] ; [10 59],[ 25.14285714 150.85714286] ; [ 9.85714286 59.14285714],0
