Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.460061,[14 53] ; [25 11],[25.36893204 41.63106796] ; [13.63106796 22.36893204],1
s4,1,7.8e-05,15.605217,[ 7 60] ; [16 20],[14.96116505 52.03883495] ; [ 8.03883495 27.96116505],1
s6,1,0.003644,8.453168,[36 30] ; [30  6],[42.70588235 23.29411765] ; [23.29411765 12.70588235],0
s2,1,0.008975,6.827858,[23 44] ; [22 14],[29.27184466 37.72815534] ; [15.72815534 20.27184466],0
s5,1,0.012697,6.210859,[15 51] ; [16 18],[20.46 45.54] ; [10.54 23.46],0
s3,1,0.017968,5.599223,[26 40] ; [23 13],[31.70588235 34.29411765] ; [17.29411765 18.70588235],0
n5,1,0.029045,4.764916,[19 48] ; [18 18],[24.06796117 42.93203883] ; [12.93203883 23.06796117],0
n2,1,0.029096,4.761905,[8 6] ; [13  1],[10.5  3.5] ; [10.5  3.5],0
p4,1,0.035082,4.441194,[34 33] ; [26 10],[39.02912621 27.97087379] ; [20.97087379 15.02912621],0
u2,1,0.055234,3.675,[17 18] ; [11  3],[20. 15.] ; [8. 6.],0
p10,1,0.065515,3.391972,[46 20] ; [31  5],[49.82352941 16.17647059] ; [27.17647059  8.82352941],0
p7,1,0.073718,3.198227,[44 20] ; [29  5],[47.67346939 16.32653061] ; [25.32653061  8.67346939],0
v1,1,0.077408,3.118507,[23 41] ; [19 16],[27.15151515 36.84848485] ; [14.84848485 20.15151515],0
a2,1,0.080418,3.056444,[ 4 63] ; [ 6 30],[ 6.50485437 60.49514563] ; [ 3.49514563 32.50485437],0
p2,1,0.089353,2.885986,[51 14] ; [33  3],[54.05940594 10.94059406] ; [29.94059406  6.05940594],0
d5,1,0.109929,2.555247,[51 16] ; [22 14],[47.48543689 19.51456311] ; [25.51456311 10.48543689],0
v4,1,0.11186,2.527751,[58  8] ; [35  1],[60.17647059  5.82352941] ; [32.82352941  3.17647059],0
p9,1,0.131586,2.273687,[49 18] ; [31  5],[52.03883495 14.96116505] ; [27.96116505  8.03883495],0
p6,1,0.138369,2.195999,[21 44] ; [17 19],[24.45544554 40.54455446] ; [13.54455446 22.45544554],0
d3,1,0.149628,2.076038,[45 22] ; [29  7],[48.13592233 18.86407767] ; [25.86407767 10.13592233],0
n6,1,0.169197,1.890043,[40 26] ; [26  9],[43.12871287 22.87128713] ; [22.87128713 12.12871287],0
a3,1,0.195813,1.673331,[32 35] ; [22 14],[35.12621359 31.87378641] ; [18.87378641 17.12621359],0
u1,1,0.202148,1.626787,[ 3 64] ; [ 4 32],[ 4.55339806 62.44660194] ; [ 2.44660194 33.55339806],0
p1,1,0.202787,1.622187,[ 3 62] ; [ 4 31],[ 4.55 60.45] ; [ 2.45 32.55],0
v3,1,0.286854,1.134327,[15 47] ; [12 23],[17.25773196 44.74226804] ; [ 9.74226804 25.25773196],0
u3,1,0.366592,0.815185,[17 17] ; [9 5],[18.41666667 15.58333333] ; [7.58333333 6.41666667],0
b1,1,0.391733,0.733555,[17 50] ; [12 24],[18.86407767 48.13592233] ; [10.13592233 25.86407767],0
a7,1,0.402224,0.701668,[49 18] ; [29  7],[50.73786408 16.26213592] ; [27.26213592  8.73786408],0
r1,1,0.408411,0.683423,[45 22] ; [27  9],[46.83495146 20.16504854] ; [25.16504854 10.83495146],0
r3,1,0.531832,0.39089,[62  5] ; [32  4],[61.14563107  5.85436893] ; [32.85436893  3.14563107],0
a6,1,0.55975,0.340137,[43 24] ; [21 15],[41.63106796 25.36893204] ; [22.36893204 13.63106796],0
r4,1,0.597858,0.278239,[55 12] ; [28  8],[53.99029126 13.00970874] ; [29.00970874  6.99029126],0
d2,1,0.599663,0.275504,[19 48] ; [12 24],[20.16504854 46.83495146] ; [10.83495146 25.16504854],0
b3,1,0.60293,0.270599,[ 9 20] ; [ 8 13],[ 9.86 19.14] ; [ 7.14 13.86],0
b2,1,0.60293,0.270599,[ 9 20] ; [ 8 13],[ 9.86 19.14] ; [ 7.14 13.86],0
p3,1,0.612326,0.256801,[30 37] ; [18 18],[31.22330097 35.77669903] ; [16.77669903 19.22330097],0
p12,1,0.649555,0.206462,[ 4 63] ; [ 3 33],[ 4.55339806 62.44660194] ; [ 2.44660194 33.55339806],0
b4,1,0.666289,0.185974,[38 29] ; [22 14],[39.02912621 27.97087379] ; [20.97087379 15.02912621],0
n1,1,0.685734,0.163743,[ 4 10] ; [5 9],[4.5 9.5] ; [4.5 9.5],0
n3,1,0.698791,0.149733,[8 6] ; [9 5],[8.5 5.5] ; [8.5 5.5],0
d4,1,0.728168,0.120801,[52 15] ; [29  7],[52.68932039 14.31067961] ; [28.31067961  7.68932039],0
b5,1,0.758318,0.094673,[43 24] ; [22 14],[42.2815534 24.7184466] ; [22.7184466 13.2815534],0
a5,1,0.800686,0.063736,[43 24] ; [24 12],[43.58252427 23.41747573] ; [23.41747573 12.58252427],0
d1,1,0.812152,0.056478,[30 37] ; [17 19],[30.57281553 36.42718447] ; [16.42718447 19.57281553],0
p11,1,0.84944,0.036036,[51 16] ; [28  8],[51.38834951 15.61165049] ; [27.61165049  8.38834951],0
p5,1,0.891821,0.018496,[ 5 61] ; [ 3 33],[ 5.17647059 60.82352941] ; [ 2.82352941 33.17647059],0
a4,1,0.899455,0.015964,[16 51] ; [ 9 27],[16.26213592 50.73786408] ; [ 8.73786408 27.26213592],0
r2,1,0.900469,0.015642,[59  8] ; [32  4],[59.19417476  7.80582524] ; [31.80582524  4.19417476],0
a8,1,0.934819,0.006688,[ 2 56] ; [ 1 31],[ 1.93333333 56.06666667] ; [ 1.06666667 30.93333333],0
v2,1,0.949838,0.003958,[33 32] ; [18 17],[33.15 31.85] ; [17.85 17.15],0
a1,1,0.952431,0.003559,[ 2 65] ; [ 1 35],[ 1.95145631 65.04854369] ; [ 1.04854369 34.95145631],0
