Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,84.235614,[453  47] ; [69 53],[419.61414791  80.38585209] ; [102.38585209  19.61414791],1
r3,1,0.0,54.909908,[485  17] ; [96 28],[465.91373802  36.08626198] ; [115.08626198   8.91373802],1
p9,1,0.0,51.798299,[452  46] ; [79 42],[427.20193861  70.79806139] ; [103.79806139  17.20193861],1
p2,1,0.0,31.41143,[437  64] ; [82 42],[416.0304  84.9696] ; [102.9696  21.0304],1
v4,1,0.0,31.347231,[484  19] ; [103  22],[470.16082803  32.83917197] ; [116.83917197   8.16082803],1
p8,1,0.0,27.203681,[295 197] ; [42 82],[269.16233766 222.83766234] ; [67.83766234 56.16233766],1
r4,1,0.0,25.368022,[465  41] ; [95 30],[449.06497623  56.93502377] ; [110.93502377  14.06497623],1
n6,1,1e-06,24.310031,[471  33] ; [98 26],[456.64968153  47.35031847] ; [112.35031847  11.64968153],1
p4,1,1.9e-05,18.335287,[340 161] ; [58 65],[319.54807692 181.45192308] ; [78.45192308 44.54807692],1
p7,1,3.9e-05,16.918707,[338 154] ; [59 62],[318.63621533 173.36378467] ; [78.36378467 42.63621533],1
b1,1,0.000199,13.836745,[187 319] ; [69 56],[205.28684628 300.71315372] ; [50.71315372 74.28684628],1
v2,1,0.000447,12.323942,[291 192] ; [52 70],[273.83305785 209.16694215] ; [69.16694215 52.83305785],1
p3,1,0.000601,11.772755,[284 217] ; [49 75],[266.9328 234.0672] ; [66.0672 57.9328],1
a5,1,0.001584,9.978419,[399 106] ; [82 43],[385.56349206 119.43650794] ; [95.43650794 29.56349206],0
v1,1,0.002581,9.082186,[296 193] ; [57 68],[281.13517915 207.86482085] ; [71.86482085 53.13517915],0
u2,1,0.007382,7.177531,[74 54] ; [13 26],[66.68263473 61.31736527] ; [20.31736527 18.68263473],0
d1,1,0.00829,6.969713,[324 182] ; [64 61],[311.13787639 194.86212361] ; [76.86212361 48.13787639],0
r1,1,0.010194,6.600669,[417  87] ; [90 34],[406.89171975  97.10828025] ; [100.10828025  23.89171975],0
d4,1,0.010844,6.490699,[415  87] ; [90 34],[404.96805112  97.03194888] ; [100.03194888  23.96805112],0
d5,1,0.013583,6.091608,[422  82] ; [92 32],[412.50955414  91.49044586] ; [101.49044586  22.50955414],0
p12,1,0.018214,5.57543,[ 55 444] ; [  5 119],[ 48.05778491 450.94221509] ; [ 11.94221509 112.05778491],0
a1,1,0.028696,4.785741,[ 26 480] ; [ 13 112],[ 31.27416799 474.72583201] ; [  7.72583201 117.27416799],0
s3,1,0.028773,4.781158,[296 197] ; [61 63],[285.2528363 207.7471637] ; [71.7471637 52.2528363],0
a6,1,0.046927,3.948012,[351 152] ; [75 49],[341.75119617 161.24880383] ; [84.24880383 39.75119617],0
n1,1,0.048264,3.900769,[36 46] ; [28 17],[41.32283465 40.67716535] ; [22.67716535 22.32283465],0
s6,1,0.048805,3.882059,[351 142] ; [75 46],[342.04885993 150.95114007] ; [83.95114007 37.04885993],0
u3,1,0.054473,3.698141,[74 55] ; [16 24],[68.69822485 60.30177515] ; [21.30177515 18.69822485],0
s2,1,0.056241,3.644912,[272 225] ; [56 68],[262.50563607 234.49436393] ; [65.49436393 58.50563607],0
v3,1,0.058441,3.581087,[226 261] ; [45 77],[216.71100164 270.28899836] ; [54.28899836 67.71100164],0
n3,1,0.060064,3.535625,[63 20] ; [27 18],[58.359375 24.640625] ; [31.640625 13.359375],0
s8,1,0.069574,3.293042,[243 257] ; [49 75],[233.97435897 266.02564103] ; [58.02564103 65.97435897],0
s1,1,0.07167,3.244354,[ 15 480] ; [  8 116],[ 18.39256866 476.60743134] ; [  4.60743134 119.39256866],0
r2,1,0.137451,2.206265,[477  24] ; [112  10],[473.65810594  27.34189406] ; [115.34189406   6.65810594],0
p6,1,0.163081,1.945418,[205 291] ; [42 80],[198.2394822 297.7605178] ; [48.7605178 73.2394822],0
b4,1,0.232422,1.425976,[297 209] ; [66 59],[291.09033281 214.90966719] ; [71.90966719 53.09033281],0
a3,1,0.247624,1.336662,[377 127] ; [85 37],[371.96166134 132.03833866] ; [90.03833866 31.96166134],0
s7,1,0.320783,0.985753,[261 220] ; [57 59],[256.21105528 224.78894472] ; [61.78894472 54.21105528],0
p5,1,0.342468,0.901172,[ 78 422] ; [ 15 108],[ 74.6388443 425.3611557] ; [ 18.3611557 104.6388443],0
s5,1,0.368646,0.808224,[178 308] ; [38 80],[173.8013245 312.1986755] ; [42.1986755 75.8013245],0
b5,1,0.381788,0.764936,[294 212] ; [78 47],[298.30744849 207.69255151] ; [73.69255151 51.30744849],0
a8,1,0.429969,0.622907,[ 73 384] ; [21 89],[ 75.76366843 381.23633157] ; [18.23633157 91.76366843],0
a7,1,0.434717,0.610188,[356 147] ; [84 41],[352.42038217 150.57961783] ; [87.57961783 37.42038217],0
