Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000286,13.15964,[26 11] ; [ 4 16],[19.47368421 17.52631579] ; [10.52631579  9.47368421],1
r4,1,0.004085,8.245561,[15 23] ; [ 1 20],[10.30508475 27.69491525] ; [ 5.69491525 15.30508475],0
r3,1,0.004997,7.880671,[27 11] ; [ 7 14],[21.89830508 16.10169492] ; [12.10169492  8.89830508],0
s2,1,0.009258,6.772351,[16 22] ; [ 2 19],[11.59322034 26.40677966] ; [ 6.40677966 14.59322034],0
u2,1,0.011069,6.454169,[12  5] ; [2 8],[8.81481481 8.18518519] ; [5.18518519 4.81481481],0
p11,1,0.011864,6.331013,[22 16] ; [ 5 16],[17.38983051 20.61016949] ; [ 9.61016949 11.38983051],0
n2,1,0.012436,6.247597,[14  3] ; [3 6],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
s8,1,0.027123,4.882977,[11 27] ; [ 1 20],[ 7.72881356 30.27118644] ; [ 4.27118644 16.72881356],0
b3,1,0.044789,4.02656,[ 5 18] ; [8 7],[ 7.86842105 15.13157895] ; [5.13157895 9.86842105],0
b2,1,0.044789,4.02656,[ 5 18] ; [8 7],[ 7.86842105 15.13157895] ; [5.13157895 9.86842105],0
s6,1,0.04847,3.893623,[17 21] ; [ 4 17],[13.52542373 24.47457627] ; [ 7.47457627 13.52542373],0
r2,1,0.049706,3.851351,[28  9] ; [10 10],[24.66666667 12.33333333] ; [13.33333333  6.66666667],0
p10,1,0.053504,3.728108,[21 16] ; [ 6 14],[17.52631579 19.47368421] ; [ 9.47368421 10.52631579],0
v2,1,0.072069,3.235248,[14 23] ; [ 3 17],[11.03508772 25.96491228] ; [ 5.96491228 14.03508772],0
p7,1,0.075639,3.156205,[19 17] ; [ 6 15],[15.78947368 20.21052632] ; [ 9.21052632 11.78947368],0
v1,1,0.08056,3.053571,[15 21] ; [ 4 17],[12. 24.] ; [ 7. 14.],0
p9,1,0.083074,3.003714,[26 12] ; [ 9 11],[22.93103448 15.06896552] ; [12.06896552  7.93103448],0
p1,1,0.087337,2.922782,[ 3 35] ; [ 5 16],[ 5.15254237 32.84745763] ; [ 2.84745763 18.15254237],0
p4,1,0.09371,2.809453,[15 22] ; [ 4 17],[12.12068966 24.87931034] ; [ 6.87931034 14.12068966],0
n3,1,0.102465,2.666752,[13  4] ; [4 5],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
d4,1,0.116737,2.460566,[26 12] ; [10 11],[23.18644068 14.81355932] ; [12.81355932  8.18644068],0
s3,1,0.143763,2.137212,[19 19] ; [ 6 14],[16.37931034 21.62068966] ; [ 8.62068966 11.37931034],0
d5,1,0.173717,1.850571,[25 13] ; [10 11],[22.54237288 15.45762712] ; [12.45762712  8.54237288],0
p6,1,0.197703,1.659259,[11 25] ; [ 3 17],[ 9. 27.] ; [ 5. 15.],0
a2,1,0.204647,1.608895,[ 3 35] ; [ 4 17],[ 4.50847458 33.49152542] ; [ 2.49152542 18.50847458],0
s5,1,0.224022,1.478419,[ 8 28] ; [ 2 19],[ 6.31578947 29.68421053] ; [ 3.68421053 17.31578947],0
a6,1,0.247486,1.337438,[24 14] ; [10 11],[21.89830508 16.10169492] ; [12.10169492  8.89830508],0
s1,1,0.259618,1.270793,[ 1 36] ; [ 2 19],[ 1.9137931 35.0862069] ; [ 1.0862069 19.9137931],0
b4,1,0.268075,1.226569,[16 22] ; [12  9],[18.03389831 19.96610169] ; [ 9.96610169 11.03389831],0
b5,1,0.268075,1.226569,[22 16] ; [ 9 12],[19.96610169 18.03389831] ; [11.03389831  9.96610169],0
s7,1,0.318806,0.993837,[12 25] ; [ 4 16],[10.38596491 26.61403509] ; [ 5.61403509 14.38596491],0
n4,1,0.339005,0.91419,[15 23] ; [11 10],[16.74576271 21.25423729] ; [ 9.25423729 11.74576271],0
a1,1,0.35999,0.837928,[ 4 34] ; [ 4 17],[ 5.15254237 32.84745763] ; [ 2.84745763 18.15254237],0
d3,1,0.437333,0.603269,[18 19] ; [ 8 13],[16.5862069 20.4137931] ; [ 9.4137931 11.5862069],0
d2,1,0.448125,0.575391,[16 22] ; [11 10],[17.38983051 20.61016949] ; [ 9.61016949 11.38983051],0
p3,1,0.460137,0.545562,[10 26] ; [ 4 17],[ 8.84210526 27.15789474] ; [ 5.15789474 15.84210526],0
p8,1,0.46114,0.543127,[ 9 28] ; [ 3 16],[ 7.92857143 29.07142857] ; [ 4.07142857 14.92857143],0
a4,1,0.471517,0.518419,[11 27] ; [ 8 13],[12.23728814 25.76271186] ; [ 6.76271186 14.23728814],0
v3,1,0.521558,0.410811,[ 5 32] ; [ 4 16],[ 5.84210526 31.15789474] ; [ 3.15789474 16.84210526],0
s4,1,0.529793,0.394789,[10 28] ; [ 4 17],[ 9.01694915 28.98305085] ; [ 4.98305085 16.01694915],0
n5,1,0.598843,0.276745,[19 19] ; [12  9],[19.96610169 18.03389831] ; [11.03389831  9.96610169],0
d1,1,0.612668,0.256307,[12 26] ; [ 8 13],[12.88135593 25.11864407] ; [ 7.11864407 13.88135593],0
n1,1,0.67329,0.177778,[7 8] ; [5 4],[7.5 7.5] ; [4.5 4.5],0
a7,1,0.712319,0.135972,[20 18] ; [10 11],[19.3220339 18.6779661] ; [10.6779661 10.3220339],0
a3,1,0.831512,0.045268,[21 17] ; [11 10],[20.61016949 17.38983051] ; [11.38983051  9.61016949],0
a8,1,0.853529,0.034084,[ 3 34] ; [ 2 19],[ 3.18965517 33.81034483] ; [ 1.81034483 19.18965517],0
b1,1,0.924073,0.009083,[24 14] ; [13  8],[23.83050847 14.16949153] ; [13.16949153  7.83050847],0
p5,1,0.965692,0.00185,[ 2 36] ; [ 1 19],[ 1.96551724 36.03448276] ; [ 1.03448276 18.96551724],0
a5,1,0.985273,0.000341,[18 20] ; [10 11],[18.03389831 19.96610169] ; [ 9.96610169 11.03389831],0
