Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.00014,14.507778,[90 14] ; [19 15],[82.14492754 21.85507246] ; [26.85507246  7.14492754],1
p10,1,0.000142,14.481529,[84 19] ; [17 18],[75.38405797 27.61594203] ; [25.61594203  9.38405797],1
a7,1,0.0002,13.828571,[87 18] ; [18 17],[78.75 26.25] ; [26.25  8.75],1
p7,1,0.000264,13.310319,[66 37] ; [10 25],[56.72463768 46.27536232] ; [19.27536232 15.72463768],1
p8,1,0.003754,8.399245,[53 51] ; [ 8 27],[45.64028777 58.35971223] ; [15.35971223 19.64028777],0
a6,1,0.018625,5.536368,[74 31] ; [17 18],[68.25 36.75] ; [22.75 12.25],0
p11,1,0.025067,5.019259,[73 32] ; [17 18],[67.5 37.5] ; [22.5 12.5],0
v4,1,0.060508,3.5234,[99  5] ; [30  5],[96.51798561  7.48201439] ; [32.48201439  2.51798561],0
s4,1,0.06426,3.423881,[25 80] ; [14 21],[29.25 75.75] ; [ 9.75 25.25],0
r3,1,0.065686,3.387654,[103   2] ; [32  3],[101.25   3.75] ; [33.75  1.25],0
d3,1,0.07405,3.190883,[82 23] ; [22 13],[78. 27.] ; [26.  9.],0
s3,1,0.085314,2.960635,[73 31] ; [19 16],[68.83453237 35.16546763] ; [23.16546763 11.83453237],0
u2,1,0.088843,2.895221,[27  9] ; [7 7],[24.48 11.52] ; [9.52 4.48],0
n3,1,0.104999,2.627917,[27  6] ; [7 5],[24.93333333  8.06666667] ; [9.06666667 2.93333333],0
r1,1,0.117975,2.443999,[82 22] ; [23 12],[78.56115108 25.43884892] ; [26.43884892  8.56115108],0
v2,1,0.158645,1.987097,[49 50] ; [21 12],[52.5 46.5] ; [17.5 15.5],0
p3,1,0.239832,1.381579,[51 54] ; [13 22],[48. 57.] ; [16. 19.],0
n1,1,0.254115,1.300535,[ 8 25] ; [5 7],[ 9.53333333 23.46666667] ; [3.46666667 8.53333333],0
s5,1,0.254391,1.299028,[39 62] ; [16 16],[41.76691729 59.23308271] ; [13.23308271 18.76691729],0
s8,1,0.282609,1.154501,[53 52] ; [14 21],[50.25 54.75] ; [16.75 18.25],0
v3,1,0.31534,1.008176,[29 74] ; [12 20],[31.28148148 71.71851852] ; [ 9.71851852 22.28148148],0
a5,1,0.327279,0.959634,[78 27] ; [23 12],[75.75 29.25] ; [25.25  9.75],0
p5,1,0.417555,0.657186,[ 7 98] ; [ 1 33],[ 6.04316547 98.95683453] ; [ 1.95683453 32.04316547],0
s7,1,0.427491,0.62963,[46 56] ; [18 16],[48. 54.] ; [16. 18.],0
d1,1,0.430223,0.622222,[62 43] ; [18 17],[60. 45.] ; [20. 15.],0
b1,1,0.47392,0.512821,[35 70] ; [14 21],[36.75 68.25] ; [12.25 22.75],0
b2,1,0.530655,0.393136,[16 42] ; [ 7 13],[17.1025641 40.8974359] ; [ 5.8974359 14.1025641],0
b3,1,0.530655,0.393136,[16 42] ; [ 7 13],[17.1025641 40.8974359] ; [ 5.8974359 14.1025641],0
d5,1,0.536328,0.382388,[86 19] ; [27  8],[84.75 20.25] ; [28.25  6.75],0
b4,1,0.541193,0.373333,[69 36] ; [21 14],[67.5 37.5] ; [22.5 12.5],0
u1,1,0.576999,0.311111,[16 89] ; [ 4 31],[15. 90.] ; [ 5. 30.],0
p1,1,0.577366,0.310512,[ 9 95] ; [ 2 33],[ 8.23021583 95.76978417] ; [ 2.76978417 32.23021583],0
u3,1,0.582417,0.302343,[26 10] ; [9 5],[25.2 10.8] ; [9.8 4.2],0
s2,1,0.614958,0.253018,[64 41] ; [23 12],[65.25 39.75] ; [21.75 13.25],0
n4,1,0.614958,0.253018,[41 64] ; [12 23],[39.75 65.25] ; [13.25 21.75],0
a2,1,0.625585,0.238095,[22 83] ; [ 6 29],[21. 84.] ; [ 7. 28.],0
s1,1,0.629918,0.232172,[  5 100] ; [ 1 34],[  4.5 100.5] ; [ 1.5 33.5],0
v1,1,0.670282,0.181273,[42 59] ; [16 19],[43.07352941 57.92647059] ; [14.92647059 20.07352941],0
a3,1,0.686254,0.16317,[67 38] ; [21 14],[66. 39.] ; [22. 13.],0
n6,1,0.707283,0.141006,[69 35] ; [22 13],[68.08633094 35.91366906] ; [22.91366906 12.08633094],0
p6,1,0.822121,0.050543,[30 72] ; [11 24],[30.52554745 71.47445255] ; [10.47445255 24.52554745],0
a4,1,0.841099,0.040195,[40 65] ; [14 21],[40.5 64.5] ; [13.5 21.5],0
a1,1,0.842301,0.039582,[ 7 98] ; [ 2 33],[ 6.75 98.25] ; [ 2.25 32.75],0
p4,1,0.845252,0.038095,[53 52] ; [17 18],[52.5 52.5] ; [17.5 17.5],0
a8,1,0.877921,0.023594,[ 6 87] ; [ 2 33],[ 5.8125 87.1875] ; [ 2.1875 32.8125],0
n2,1,0.878825,0.023244,[24  9] ; [9 3],[24.2  8.8] ; [8.8 3.2],0
r4,1,0.886706,0.020299,[91 14] ; [30  5],[90.75 14.25] ; [30.25  4.75],0
b5,1,0.920415,0.009982,[64 41] ; [21 14],[63.75 41.25] ; [21.25 13.75],0
d2,1,0.921867,0.00962,[47 58] ; [16 19],[47.25 57.75] ; [15.75 19.25],0
r2,1,0.963691,0.002072,[93  9] ; [32  3],[93.06569343  8.93430657] ; [31.93430657  3.06569343],0
d4,1,1.0,0.0,[90 15] ; [30  5],[90. 15.] ; [30.  5.],0
p12,1,1.0,0.0,[ 6 99] ; [ 2 33],[ 6. 99.] ; [ 2. 33.],0
