Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,28.794058,[ 18 277] ; [19 49],[ 30.06887052 264.93112948] ; [ 6.93112948 61.06887052],1
b5,1,1.1e-05,19.326289,[186 109] ; [23 45],[169.84848485 125.15151515] ; [39.15151515 28.84848485],1
p12,1,0.001033,10.76784,[ 10 280] ; [ 9 58],[ 15.43417367 274.56582633] ; [ 3.56582633 63.43417367],0
s6,1,0.002828,8.915491,[125 168] ; [41 24],[135.8603352 157.1396648] ; [30.1396648 34.8603352],0
p1,1,0.009097,6.803713,[ 19 274] ; [11 57],[ 24.34903047 268.65096953] ; [ 5.65096953 62.34903047],0
p3,1,0.009338,6.757033,[126 168] ; [41 27],[135.62983425 158.37016575] ; [31.37016575 36.62983425],0
r1,1,0.0151,5.904777,[219  75] ; [60  8],[226.59116022  67.40883978] ; [52.40883978 15.59116022],0
p7,1,0.019161,5.486751,[172 116] ; [51 17],[180.40449438 107.59550562] ; [42.59550562 25.40449438],0
a7,1,0.020957,5.330376,[214  81] ; [39 28],[206.17403315  88.82596685] ; [46.82596685 20.17403315],0
a1,1,0.021073,5.320705,[  6 289] ; [ 5 63],[  8.93939394 286.06060606] ; [ 2.06060606 65.93939394],0
a6,1,0.040142,4.211868,[215  80] ; [41 27],[208.04407713  86.95592287] ; [47.95592287 20.04407713],0
d2,1,0.046773,3.95355,[115 180] ; [35 32],[122.23756906 172.76243094] ; [27.76243094 39.23756906],0
n6,1,0.056478,3.637901,[240  54] ; [62  6],[245.27071823  48.72928177] ; [56.72928177 11.27071823],0
s3,1,0.058723,3.573092,[ 70 221] ; [ 9 58],[ 64.2150838 226.7849162] ; [14.7849162 52.2150838],0
b2,1,0.065262,3.398329,[ 59 116] ; [21 22],[ 64.22018349 110.77981651] ; [15.77981651 27.22018349],0
b3,1,0.065262,3.398329,[ 59 116] ; [21 22],[ 64.22018349 110.77981651] ; [15.77981651 27.22018349],0
p4,1,0.082527,3.014417,[155 137] ; [44 24],[161.41111111 130.58888889] ; [37.58888889 30.41111111],0
s4,1,0.118882,2.431991,[ 22 271] ; [ 9 58],[ 25.23055556 267.76944444] ; [ 5.76944444 61.23055556],0
d1,1,0.186832,1.742423,[143 152] ; [39 29],[147.90633609 147.09366391] ; [34.09366391 33.90633609],0
d3,1,0.194366,1.684207,[198  97] ; [40 28],[193.41597796 101.58402204] ; [44.58402204 23.41597796],0
p8,1,0.212857,1.551889,[152 136] ; [41 26],[156.57464789 131.42535211] ; [36.42535211 30.57464789],0
p6,1,0.22971,1.442653,[ 82 207] ; [24 43],[ 86.0505618 202.9494382] ; [19.9494382 47.0505618],0
s8,1,0.247018,1.340093,[ 72 222] ; [21 46],[ 75.73961219 218.26038781] ; [17.26038781 49.73961219],0
n5,1,0.272033,1.206466,[203  88] ; [52 16],[206.69916435  84.30083565] ; [48.30083565 19.69916435],0
u1,1,0.294096,1.100777,[ 34 261] ; [11 57],[ 36.57024793 258.42975207] ; [ 8.42975207 59.57024793],0
s7,1,0.295601,1.093935,[ 75 205] ; [21 42],[ 78.36734694 201.63265306] ; [17.63265306 45.36734694],0
a5,1,0.315718,1.006605,[203  92] ; [51 17],[206.41873278  88.58126722] ; [47.58126722 20.41873278],0
r4,1,0.321281,0.983724,[256  39] ; [62  6],[258.42975207  36.57024793] ; [59.57024793  8.42975207],0
a8,1,0.347146,0.883863,[ 28 238] ; [ 9 52],[ 30.09785933 235.90214067] ; [ 6.90214067 54.09785933],0
n1,1,0.365678,0.818298,[21 48] ; [6 8],[22.44578313 46.55421687] ; [4.55421687 9.44578313],0
r2,1,0.392872,0.730036,[266  25] ; [59  8],[264.17597765  26.82402235] ; [60.82402235  6.17597765],0
u2,1,0.448003,0.575698,[60 42] ; [11 11],[58.40322581 43.59677419] ; [12.59677419  9.40322581],0
v1,1,0.514019,0.425876,[146 142] ; [31 36],[143.5943662 144.4056338] ; [33.4056338 33.5943662],0
p10,1,0.550949,0.355619,[234  56] ; [57 11],[235.72625698  54.27374302] ; [55.27374302 12.72625698],0
b4,1,0.55255,0.352769,[175 120] ; [43 25],[177.16253444 117.83746556] ; [40.83746556 27.16253444],0
n2,1,0.560497,0.338845,[49 19] ; [9 5],[48.09756098 19.90243902] ; [9.90243902 4.09756098],0
v2,1,0.569077,0.32423,[154 126] ; [40 28],[156.09195402 123.90804598] ; [37.90804598 30.09195402],0
b1,1,0.577752,0.309884,[ 98 197] ; [25 43],[ 99.95867769 195.04132231] ; [23.04132231 44.95867769],0
d4,1,0.580264,0.305808,[224  71] ; [53 14],[225.7320442  69.2679558] ; [51.2679558 15.7320442],0
r3,1,0.589244,0.291526,[281  13] ; [63  4],[280.15512465  13.84487535] ; [63.84487535  3.15512465],0
n3,1,0.615984,0.251553,[53 16] ; [10  2],[53.66666667 15.33333333] ; [9.33333333 2.66666667],0
d5,1,0.619955,0.24593,[226  69] ; [54 14],[227.54820937  67.45179063] ; [52.45179063 15.54820937],0
n4,1,0.650833,0.204852,[217  77] ; [52 16],[218.46961326  75.53038674] ; [50.53038674 17.46961326],0
p2,1,0.650899,0.204768,[247  45] ; [59  9],[248.2  43.8] ; [57.8 10.2],0
v3,1,0.789879,0.071005,[102 185] ; [23 45],[101.05633803 185.94366197] ; [23.94366197 44.05633803],0
a2,1,0.82619,0.04822,[ 51 244] ; [11 57],[ 50.38567493 244.61432507] ; [11.61432507 56.38567493],0
v4,1,0.847727,0.036872,[274  20] ; [62  5],[273.6398892  20.3601108] ; [62.3601108  4.6398892],0
a4,1,0.862091,0.030176,[113 180] ; [27 41],[113.62880886 179.37119114] ; [26.37119114 41.62880886],0
u3,1,0.884434,0.021127,[51 50] ; [12 11],[51.31451613 49.68548387] ; [11.68548387 11.31451613],0
s1,1,0.885966,0.020566,[  5 286] ; [ 1 67],[  4.86350975 286.13649025] ; [ 1.13649025 66.86350975],0
a3,1,0.906253,0.013869,[193 102] ; [45 23],[193.41597796 101.58402204] ; [44.58402204 23.41597796],0
p9,1,0.96691,0.001721,[249  43] ; [57 10],[248.8913649  43.1086351] ; [57.1086351  9.8913649],0
