Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.66372,[17 31] ; [69 20],[30.13138686 17.86861314] ; [55.86861314 33.13138686],1
d4,1,0.009879,6.656539,[39  9] ; [53 36],[32.23357664 15.76642336] ; [59.76642336 29.23357664],0
u2,1,0.021691,5.270417,[10  6] ; [ 9 23],[6.33333333 9.66666667] ; [12.66666667 19.33333333],0
u3,1,0.027291,4.87233,[9 7] ; [ 8 25],[ 5.55102041 10.44897959] ; [11.44897959 21.55102041],0
d3,1,0.041794,4.143516,[30 17] ; [40 48],[24.37037037 22.62962963] ; [45.62962963 42.37037037],0
n1,1,0.04297,4.096599,[ 3 13] ; [17 18],[6.2745098 9.7254902] ; [13.7254902 21.2745098],0
p11,1,0.053973,3.713543,[22 26] ; [56 33],[27.32846715 20.67153285] ; [50.67153285 38.32846715],0
a7,1,0.065464,3.393251,[31 16] ; [44 45],[25.91911765 21.08088235] ; [49.08088235 39.91911765],0
n3,1,0.067468,3.343563,[7 9] ; [26 11],[9.96226415 6.03773585] ; [23.03773585 13.96226415],0
s5,1,0.06786,3.334044,[14 32] ; [14 70],[ 9.90769231 36.09230769] ; [18.09230769 65.90769231],0
r3,1,0.126871,2.330382,[40  8] ; [63 25],[36.35294118 11.64705882] ; [66.64705882 21.35294118],0
p10,1,0.128501,2.310519,[23 24] ; [55 33],[27.15555556 19.84444444] ; [50.84444444 37.15555556],0
b1,1,0.134806,2.236266,[28 20] ; [40 49],[23.82481752 24.17518248] ; [44.17518248 44.82481752],0
p9,1,0.147126,2.101802,[28 17] ; [64 22],[31.60305344 13.39694656] ; [60.39694656 25.60305344],0
a5,1,0.164798,1.929639,[21 27] ; [50 39],[24.87591241 23.12408759] ; [46.12408759 42.87591241],0
v4,1,0.180332,1.794883,[39  9] ; [63 26],[35.73722628 12.26277372] ; [66.26277372 22.73722628],0
a6,1,0.331588,0.942685,[25 23] ; [54 35],[27.67883212 20.32116788] ; [51.32116788 37.67883212],0
p7,1,0.419346,0.652148,[18 30] ; [27 61],[15.88235294 32.11764706] ; [29.11764706 58.88235294],0
r4,1,0.435933,0.606965,[26 22] ; [42 47],[23.82481752 24.17518248] ; [44.17518248 44.82481752],0
p1,1,0.445507,0.582058,[ 3 45] ; [ 9 80],[ 4.20437956 43.79562044] ; [ 7.79562044 81.20437956],0
p5,1,0.465907,0.531668,[ 1 47] ; [ 4 84],[ 1.76470588 46.23529412] ; [ 3.23529412 84.76470588],0
s2,1,0.493654,0.468552,[19 29] ; [30 59],[17.16788321 30.83211679] ; [31.83211679 57.16788321],0
d1,1,0.527399,0.399401,[21 27] ; [34 55],[19.27007299 28.72992701] ; [35.72992701 53.27007299],0
a4,1,0.539913,0.375701,[16 32] ; [34 54],[17.64705882 30.35294118] ; [32.35294118 55.64705882],0
n6,1,0.543528,0.36904,[31 17] ; [62 27],[32.58394161 15.41605839] ; [60.41605839 28.58394161],0
a3,1,0.548998,0.359116,[32 15] ; [56 33],[30.41176471 16.58823529] ; [57.58823529 31.41176471],0
s4,1,0.56507,0.331001,[10 38] ; [15 74],[ 8.75912409 39.24087591] ; [16.24087591 72.75912409],0
v2,1,0.62889,0.233569,[18 30] ; [28 56],[16.72727273 31.27272727] ; [29.27272727 54.72727273],0
b5,1,0.652832,0.202349,[31 17] ; [54 35],[29.7810219 18.2189781] ; [55.2189781 33.7810219],0
p12,1,0.654995,0.199661,[ 1 47] ; [ 1 88],[ 0.70072993 47.29927007] ; [ 1.29927007 87.70072993],0
p3,1,0.658519,0.195327,[16 31] ; [27 62],[14.86029412 32.13970588] ; [28.13970588 60.86029412],0
s6,1,0.684417,0.165196,[19 29] ; [38 50],[20.11764706 27.88235294] ; [36.88235294 51.11764706],0
a8,1,0.685753,0.163722,[ 4 43] ; [ 9 75],[ 4.66412214 42.33587786] ; [ 8.33587786 75.66412214],0
p2,1,0.729978,0.119132,[28 20] ; [54 34],[28.94117647 19.05882353] ; [53.05882353 34.94117647],0
d5,1,0.738676,0.111294,[33 14] ; [60 29],[32.13970588 14.86029412] ; [60.86029412 28.13970588],0
v1,1,0.757363,0.095447,[15 31] ; [30 55],[15.80152672 30.19847328] ; [29.19847328 55.80152672],0
v3,1,0.794047,0.068152,[10 37] ; [20 66],[10.60150376 36.39849624] ; [19.39849624 66.60150376],0
