Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000923,10.97594,[ 7 47] ; [14 17],[13.34117647 40.65882353] ; [ 7.65882353 23.34117647],1
d1,1,0.005202,7.807696,[22 32] ; [23  9],[28.25581395 25.74418605] ; [16.74418605 15.25581395],0
d2,1,0.013915,6.048898,[19 35] ; [20 12],[24.48837209 29.51162791] ; [14.51162791 17.48837209],0
p2,1,0.016084,5.793659,[46  8] ; [20 12],[41.44186047 12.55813953] ; [24.55813953  7.44186047],0
d4,1,0.018997,5.501834,[37 17] ; [29  3],[41.44186047 12.55813953] ; [24.55813953  7.44186047],0
d3,1,0.044763,4.027544,[34 19] ; [27  5],[38.03529412 14.96470588] ; [22.96470588  9.03529412],0
p9,1,0.062503,3.469702,[37 16] ; [28  4],[40.52941176 12.47058824] ; [24.47058824  7.52941176],0
a7,1,0.064328,3.422122,[31 22] ; [25  7],[34.91764706 18.08235294] ; [21.08235294 10.91764706],0
r1,1,0.073649,3.199757,[32 22] ; [25  7],[35.79069767 18.20930233] ; [21.20930233 10.79069767],0
d5,1,0.093682,2.809945,[34 19] ; [26  6],[37.41176471 15.58823529] ; [22.58823529  9.41176471],0
r3,1,0.105518,2.620092,[43 10] ; [30  2],[45.51764706  7.48235294] ; [27.48235294  4.51764706],0
n5,1,0.126508,2.334842,[36 18] ; [16 16],[32.65116279 21.34883721] ; [19.34883721 12.65116279],0
a3,1,0.132507,2.262888,[30 24] ; [23  9],[33.27906977 20.72093023] ; [19.72093023 12.27906977],0
p10,1,0.145008,2.123992,[36 18] ; [26  6],[38.93023256 15.06976744] ; [23.06976744  8.93023256],0
a2,1,0.177991,1.814322,[ 6 48] ; [ 7 25],[ 8.1627907 45.8372093] ; [ 4.8372093 27.1627907],0
p1,1,0.190479,1.713909,[ 6 48] ; [ 1 31],[ 4.39534884 49.60465116] ; [ 2.60465116 29.39534884],0
a4,1,0.25205,1.311904,[17 37] ; [14 18],[19.46511628 34.53488372] ; [11.53488372 20.46511628],0
p11,1,0.25205,1.311904,[37 17] ; [18 14],[34.53488372 19.46511628] ; [20.46511628 11.53488372],0
p8,1,0.256977,1.284968,[26 28] ; [11 20],[23.50588235 30.49411765] ; [13.49411765 17.50588235],0
n1,1,0.261901,1.258681,[ 7 14] ; [1 7],[ 5.79310345 15.20689655] ; [2.20689655 5.79310345],0
