Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.092627,2.828108,[2 5] ; [ 44 418],[0.68656716 6.31343284] ; [ 45.31343284 416.68656716],0
a4,1,0.095389,2.780986,[1 6] ; [213 251],[3.18046709 3.81953291] ; [210.81953291 253.18046709],0
s5,1,0.12231,2.387488,[5 2] ; [187 255],[2.99331849 4.00668151] ; [189.00668151 252.99331849],0
s8,1,0.149694,2.075371,[6 1] ; [272 191],[4.14042553 2.85957447] ; [273.85957447 189.14042553],0
b4,1,0.158097,1.992337,[6 1] ; [276 189],[4.18220339 2.81779661] ; [277.81779661 187.18220339],0
p7,1,0.159777,1.976335,[3 4] ; [305 144],[4.72807018 2.27192982] ; [303.27192982 145.72807018],0
s1,1,0.188666,1.728007,[1 6] ; [ 19 440],[0.30042918 6.69957082] ; [ 19.69957082 439.30042918],0
n1,1,0.230027,1.440695,[3 1] ; [40 50],[1.82978723 2.17021277] ; [41.17021277 48.82978723],0
r1,1,0.236642,1.400487,[5 2] ; [401  61],[6.05970149 0.94029851] ; [399.94029851  62.05970149],0
a1,1,0.243864,1.358118,[1 6] ; [ 22 443],[0.34110169 6.65889831] ; [ 22.65889831 442.34110169],0
a6,1,0.264869,1.243129,[6 1] ; [303 159],[4.6119403 2.3880597] ; [304.3880597 157.6119403],0
p3,1,0.327336,0.959409,[5 2] ; [244 218],[3.71641791 3.28358209] ; [245.28358209 216.71641791],0
p8,1,0.335825,0.926306,[5 2] ; [245 216],[3.73931624 3.26068376] ; [246.26068376 214.73931624],0
b1,1,0.345857,0.888601,[4 3] ; [184 281],[2.78813559 4.21186441] ; [185.21186441 279.78813559],0
a7,1,0.420963,0.647626,[6 1] ; [334 130],[5.05307856 1.94692144] ; [334.94692144 129.05307856],0
d3,1,0.446163,0.580382,[4 3] ; [326 137],[4.91489362 2.08510638] ; [325.08510638 137.91489362],0
a3,1,0.452851,0.563506,[6 1] ; [339 125],[5.12738854 1.87261146] ; [339.87261146 124.12738854],0
v3,1,0.464083,0.53603,[2 5] ; [188 256],[2.94900222 4.05099778] ; [187.05099778 256.94900222],0
a5,1,0.474636,0.511163,[6 1] ; [343 122],[5.17584746 1.82415254] ; [343.82415254 121.17584746],0
a2,1,0.488362,0.480132,[1 6] ; [120 345],[1.79449153 5.20550847] ; [119.20550847 345.79449153],0
d5,1,0.536549,0.381973,[5 2] ; [373  89],[5.64179104 1.35820896] ; [372.35820896  89.64179104],0
p11,1,0.607828,0.26335,[5 2] ; [369  96],[5.54661017 1.45338983] ; [368.45338983  96.54661017],0
s4,1,0.645113,0.212117,[1 6] ; [ 99 362],[1.4957265 5.5042735] ; [ 98.5042735 362.4957265],0
p4,1,0.651037,0.204596,[5 2] ; [291 170],[4.42735043 2.57264957] ; [291.57264957 169.42735043],0
s7,1,0.692247,0.156664,[5 2] ; [287 160],[4.50220264 2.49779736] ; [287.49779736 159.50220264],0
u1,1,0.707103,0.141188,[1 6] ; [ 93 372],[1.3940678 5.6059322] ; [ 92.6059322 372.3940678],0
d2,1,0.754392,0.097877,[4 3] ; [237 226],[3.5893617 3.4106383] ; [237.4106383 225.5893617],0
p12,1,0.757643,0.09522,[1 6] ; [ 49 411],[0.74946467 6.25053533] ; [ 49.25053533 410.74946467],0
d1,1,0.804733,0.061121,[4 3] ; [287 178],[4.31567797 2.68432203] ; [286.68432203 178.31567797],0
b2,1,0.836633,0.042519,[3 4] ; [110 172],[2.73702422 4.26297578] ; [110.26297578 171.73702422],0
b3,1,0.836633,0.042519,[3 4] ; [110 172],[2.73702422 4.26297578] ; [110.26297578 171.73702422],0
p6,1,0.854087,0.033822,[3 4] ; [181 278],[2.7639485 4.2360515] ; [181.2360515 277.7639485],0
d4,1,0.876168,0.024283,[6 1] ; [385  76],[5.8482906 1.1517094] ; [385.1517094  75.8482906],0
n3,1,0.877265,0.023851,[3 1] ; [72 20],[3.125 0.875] ; [71.875 20.125],0
p5,1,0.896366,0.016966,[1 6] ; [ 58 401],[0.88626609 6.11373391] ; [ 58.11373391 400.88626609],0
p10,1,0.8975,0.016595,[6 1] ; [386  74],[5.875803 1.124197] ; [386.124197  73.875803],0
v1,1,0.929019,0.007935,[4 3] ; [249 200],[3.88377193 3.11622807] ; [249.11622807 199.88377193],0
s6,1,0.946771,0.004457,[6 1] ; [385  69],[5.93709328 1.06290672] ; [385.06290672  68.93709328],0
p9,1,0.950512,0.003852,[6 1] ; [398  62],[6.05567452 0.94432548] ; [397.94432548  62.05567452],0
v2,1,0.980832,0.000577,[4 3] ; [250 191],[3.96875 3.03125] ; [250.03125 190.96875],0
