Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000402,12.522867,[31 72] ; [16  7],[38.42063492 64.57936508] ; [ 8.57936508 14.42063492],1
s7,1,0.000587,11.815869,[13 84] ; [10 12],[18.74789916 78.25210084] ; [ 4.25210084 17.74789916],1
p10,1,0.004613,8.025082,[55 45] ; [20  3],[60.97560976 39.02439024] ; [14.02439024  8.97560976],0
p7,1,0.022196,5.230318,[48 53] ; [17  6],[52.94354839 48.05645161] ; [12.05645161 10.94354839],0
u2,1,0.024561,5.0546,[25 35] ; [8 2],[28.28571429 31.71428571] ; [4.71428571 5.28571429],0
p9,1,0.027007,4.890378,[63 37] ; [20  3],[67.4796748 32.5203252] ; [15.5203252  7.4796748],0
p11,1,0.029198,4.755902,[66 38] ; [20  3],[70.42519685 33.57480315] ; [15.57480315  7.42519685],0
p3,1,0.031762,4.611306,[38 66] ; [14  9],[42.58267717 61.41732283] ; [ 9.41732283 13.58267717],0
r1,1,0.039694,4.230934,[55 48] ; [17  5],[59.328 43.672] ; [12.672  9.328],0
r4,1,0.060558,3.522038,[70 34] ; [20  3],[73.7007874 30.2992126] ; [16.2992126  6.7007874],0
a2,1,0.099993,2.705654,[ 7 97] ; [ 4 19],[ 9.00787402 94.99212598] ; [ 1.99212598 21.00787402],0
p4,1,0.105834,2.61536,[44 60] ; [14  9],[47.49606299 56.50393701] ; [10.50393701 12.49606299],0
r3,1,0.133513,2.251172,[79 23] ; [21  2],[81.6 20.4] ; [18.4  4.6],0
a4,1,0.145171,2.122273,[21 81] ; [ 8 15],[23.664 78.336] ; [ 5.336 17.664],0
p12,1,0.14534,2.120494,[ 5 98] ; [ 3 20],[ 6.53968254 96.46031746] ; [ 1.46031746 21.53968254],0
d2,1,0.163774,1.939031,[22 82] ; [ 8 15],[24.56692913 79.43307087] ; [ 5.43307087 17.56692913],0
p2,1,0.170812,1.8758,[71 33] ; [19  4],[73.7007874 30.2992126] ; [16.2992126  6.7007874],0
p8,1,0.206593,1.595139,[42 58] ; [13 10],[44.71544715 55.28455285] ; [10.28455285 12.71544715],0
u3,1,0.236724,1.4,[24 36] ; [6 4],[25.71428571 34.28571429] ; [4.28571429 5.71428571],0
u1,1,0.237834,1.39339,[  1 103] ; [ 1 22],[  1.63779528 102.36220472] ; [ 0.36220472 22.63779528],0
a3,1,0.244342,1.355369,[44 58] ; [13 10],[46.512 55.488] ; [10.488 12.512],0
v2,1,0.254173,1.300223,[33 63] ; [10 11],[35.28205128 60.71794872] ; [ 7.71794872 13.28205128],0
s5,1,0.260101,1.268218,[10 92] ; [ 4 18],[11.51612903 90.48387097] ; [ 2.48387097 19.51612903],0
d3,1,0.288436,1.126909,[29 74] ; [ 4 19],[26.97619048 76.02380952] ; [ 6.02380952 16.97619048],0
a6,1,0.320244,0.987948,[56 48] ; [15  8],[58.14173228 45.85826772] ; [12.85826772 10.14173228],0
n4,1,0.330501,0.946932,[70 33] ; [18  5],[71.93650794 31.06349206] ; [16.06349206  6.93650794],0
b2,1,0.376569,0.781872,[18 41] ; [6 8],[19.39726027 39.60273973] ; [4.60273973 9.39726027],0
b3,1,0.376569,0.781872,[18 41] ; [6 8],[19.39726027 39.60273973] ; [4.60273973 9.39726027],0
v4,1,0.38836,0.744069,[86 16] ; [21  2],[87.312 14.688] ; [19.688  3.312],0
d1,1,0.488365,0.480126,[  2 102] ; [ 1 22],[  2.45669291 101.54330709] ; [ 0.54330709 22.45669291],0
n1,1,0.502197,0.450291,[13 22] ; [4 4],[13.8372093 21.1627907] ; [3.1627907 4.8372093],0
v3,1,0.569458,0.32359,[29 72] ; [ 5 17],[27.91869919 73.08130081] ; [ 6.08130081 15.91869919],0
b1,1,0.569461,0.323586,[43 61] ; [11 12],[44.22047244 59.77952756] ; [ 9.77952756 13.22047244],0
n6,1,0.576673,0.311645,[70 33] ; [17  6],[71.11904762 31.88095238] ; [15.88095238  7.11904762],0
n5,1,0.608618,0.262192,[77 26] ; [16  7],[76.02380952 26.97619048] ; [16.97619048  6.02380952],0
d5,1,0.618754,0.247623,[42 62] ; [ 8 15],[40.94488189 63.05511811] ; [ 9.05511811 13.94488189],0
a5,1,0.660365,0.193081,[49 55] ; [12 11],[49.95275591 54.04724409] ; [11.04724409 11.95275591],0
v1,1,0.665182,0.187289,[41 62] ; [ 9 11],[41.8699187 61.1300813] ; [ 8.1300813 11.8699187],0
s4,1,0.787664,0.072547,[11 93] ; [ 2 21],[10.64566929 93.35433071] ; [ 2.35433071 20.64566929],0
a8,1,0.805533,0.060611,[10 86] ; [ 2 21],[ 9.68067227 86.31932773] ; [ 2.31932773 20.68067227],0
b4,1,0.850331,0.035606,[52 52] ; [12 11],[52.40944882 51.59055118] ; [11.59055118 11.40944882],0
a7,1,0.851231,0.035174,[56 47] ; [13 10],[56.4047619 46.5952381] ; [12.5952381 10.4047619],0
n2,1,0.863361,0.029617,[23 12] ; [5 3],[22.79069767 12.20930233] ; [5.20930233 2.79069767],0
p5,1,0.891714,0.018533,[ 8 94] ; [ 2 21],[ 8.16 93.84] ; [ 1.84 21.16],0
p6,1,0.893884,0.017793,[25 76] ; [ 6 17],[25.25 75.75] ; [ 5.75 17.25],0
s1,1,0.903246,0.014777,[ 5 96] ; [ 1 22],[ 4.88709677 96.11290323] ; [ 1.11290323 21.88709677],0
r2,1,0.905706,0.014032,[84 19] ; [19  4],[84.1984127 18.8015873] ; [18.8015873  4.1984127],0
n3,1,0.909048,0.013051,[25  9] ; [5 2],[24.87804878  9.12195122] ; [5.12195122 1.87804878],0
b5,1,0.918154,0.010559,[60 44] ; [13 10],[59.77952756 44.22047244] ; [13.22047244  9.77952756],0
p1,1,0.943335,0.005052,[13 91] ; [ 3 20],[13.1023622 90.8976378] ; [ 2.8976378 20.1023622],0
s3,1,0.952762,0.003509,[26 76] ; [ 6 17],[26.112 75.888] ; [ 5.888 17.112],0
