Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,36.187502,[ 6 23] ; [58 11],[18.93877551 10.06122449] ; [45.06122449 23.93877551],1
b5,1,8.2e-05,15.509705,[ 8 21] ; [50 21],[16.82 12.18] ; [41.18 29.82],1
d3,1,0.000176,14.072845,[18 11] ; [64  5],[24.26530612  4.73469388] ; [57.73469388 11.26530612],1
a2,1,0.000583,11.828986,[ 2 27] ; [30 41],[ 9.28 19.72] ; [22.72 48.28],1
b1,1,0.004913,7.911317,[20  9] ; [27 44],[13.63 15.37] ; [33.37 37.63],0
u1,1,0.007541,7.139388,[ 2 27] ; [23 48],[ 7.25 21.75] ; [17.75 53.25],0
v4,1,0.030135,4.701548,[20  9] ; [62  9],[23.78  5.22] ; [58.22 12.78],0
p10,1,0.046019,3.980888,[12 16] ; [46 25],[16.4040404 11.5959596] ; [41.5959596 29.4040404],0
s4,1,0.058662,3.574821,[ 9 20] ; [10 59],[ 5.62244898 23.37755102] ; [13.37755102 55.62244898],0
n1,1,0.061763,3.489394,[10  5] ; [12 20],[7.0212766 7.9787234] ; [14.9787234 17.0212766],0
p6,1,0.102081,2.672727,[ 9 19] ; [12 58],[ 6. 22.] ; [15. 55.],0
r1,1,0.112513,2.51856,[17 12] ; [53 18],[20.3  8.7] ; [49.7 21.3],0
a5,1,0.115373,2.479038,[20  9] ; [59 12],[22.91  6.09] ; [56.09 14.91],0
p9,1,0.124347,2.361698,[14 13] ; [48 22],[17.25773196  9.74226804] ; [44.74226804 25.25773196],0
a1,1,0.215045,1.537133,[ 1 28] ; [ 8 63],[ 2.61 26.39] ; [ 6.39 64.61],0
r3,1,0.224577,1.474882,[22  7] ; [61 10],[24.07  4.93] ; [58.93 12.07],0
s5,1,0.238211,1.391151,[10 18] ; [16 51],[ 7.66315789 20.33684211] ; [18.33684211 48.66315789],0
n5,1,0.239851,1.381469,[16 13] ; [48 23],[18.56 10.44] ; [45.44 25.56],0
a4,1,0.255602,1.292424,[20  8] ; [42 29],[17.53535354 10.46464646] ; [44.46464646 26.53535354],0
b2,1,0.259084,1.273646,[11 12] ; [17 33],[ 8.82191781 14.17808219] ; [19.17808219 30.82191781],0
b3,1,0.259084,1.273646,[11 12] ; [17 33],[ 8.82191781 14.17808219] ; [19.17808219 30.82191781],0
u3,1,0.262193,1.257143,[3 3] ; [12  4],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
r4,1,0.2814,1.160317,[19 10] ; [54 17],[21.17  7.83] ; [51.83 19.17],0
b4,1,0.300128,1.073626,[16 13] ; [47 24],[18.27 10.73] ; [44.73 26.27],0
