Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,36.187502,[ 6 23] ; [58 11],[18.93877551 10.06122449] ; [45.06122449 23.93877551],1
d2,1,0.316801,1.002106,[23  5] ; [50 19],[21.07216495  6.92783505] ; [51.92783505 17.07216495],0
n6,1,0.319378,0.991492,[19 10] ; [52 17],[21.01020408  7.98979592] ; [49.98979592 19.01020408],0
u2,1,0.374857,0.7875,[2 3] ; [10  6],[2.85714286 2.14285714] ; [9.14285714 6.85714286],0
v1,1,0.376189,0.783119,[13 16] ; [24 44],[11.06185567 17.93814433] ; [25.93814433 42.06185567],0
p5,1,0.376812,0.781078,[ 1 27] ; [ 6 63],[ 2.02061856 25.97938144] ; [ 4.97938144 64.02061856],0
p1,1,0.402129,0.70195,[ 3 26] ; [ 4 67],[ 2.03 26.97] ; [ 4.97 66.03],0
v3,1,0.437932,0.601694,[ 7 19] ; [23 42],[ 8.57142857 17.42857143] ; [21.42857143 43.57142857],0
s7,1,0.444511,0.584609,[11 14] ; [36 32],[12.6344086 12.3655914] ; [34.3655914 33.6344086],0
p4,1,0.457168,0.552821,[11 17] ; [22 48],[ 9.42857143 18.57142857] ; [23.57142857 46.42857143],0
a8,1,0.458058,0.550635,[ 1 27] ; [ 5 60],[ 1.80645161 26.19354839] ; [ 4.19354839 60.80645161],0
d5,1,0.522921,0.408129,[28  1] ; [68  1],[28.40816327  0.59183673] ; [67.59183673  1.40816327],0
n4,1,0.531852,0.390851,[19 10] ; [51 20],[20.3  8.7] ; [49.7 21.3],0
s2,1,0.581963,0.303072,[14 15] ; [30 41],[12.76 16.24] ; [31.24 39.76],0
p11,1,0.673878,0.177099,[15 14] ; [40 31],[15.95 13.05] ; [39.05 31.95],0
s3,1,0.727638,0.121292,[15 14] ; [34 37],[14.21 14.79] ; [34.79 36.21],0
p8,1,0.74152,0.108795,[ 7 22] ; [15 56],[ 6.38 22.62] ; [15.62 55.38],0
s6,1,0.744469,0.106237,[16 12] ; [38 33],[15.27272727 12.72727273] ; [38.72727273 32.27272727],0
r2,1,0.769478,0.085883,[25  2] ; [65  4],[25.3125  1.6875] ; [64.6875  4.3125],0
s1,1,0.776863,0.080321,[ 2 26] ; [ 4 67],[ 1.6969697 26.3030303] ; [ 4.3030303 66.6969697],0
n2,1,0.808483,0.05875,[9 6] ; [18 14],[8.61702128 6.38297872] ; [18.38297872 13.61702128],0
u4,1,0.809345,0.058212,[ 2 27] ; [ 4 67],[ 1.74 27.26] ; [ 4.26 66.74],0
p7,1,0.830342,0.045908,[ 8 19] ; [22 47],[ 8.4375 18.5625] ; [21.5625 47.4375],0
a3,1,0.839791,0.040869,[23  6] ; [55 16],[22.62  6.38] ; [55.38 15.62],0
v2,1,0.868756,0.027304,[14 13] ; [36 31],[14.36170213 12.63829787] ; [35.63829787 31.36170213],0
n3,1,0.885497,0.020737,[8 6] ; [17 14],[7.77777778 6.22222222] ; [17.22222222 13.77777778],0
s8,1,0.898716,0.016201,[12 17] ; [28 42],[11.71717172 17.28282828] ; [28.28282828 41.71717172],0
p3,1,0.934209,0.006815,[ 9 20] ; [22 47],[ 9.17346939 19.82653061] ; [21.82653061 47.17346939],0
