Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.335126,[48 10] ; [21 29],[37.05555556 20.94444444] ; [31.94444444 18.05555556],1
s6,1,0.001461,10.127629,[34 21] ; [15 34],[25.91346154 29.08653846] ; [23.08653846 25.91346154],0
r2,1,0.005977,7.557158,[50  7] ; [32 17],[44.09433962 12.90566038] ; [37.90566038 11.09433962],0
r3,1,0.006266,7.472217,[51  7] ; [33 17],[45.11111111 12.88888889] ; [38.88888889 11.11111111],0
s7,1,0.00959,6.709561,[23 31] ; [ 9 39],[16.94117647 37.05882353] ; [15.05882353 32.94117647],0
a3,1,0.01325,6.135483,[29 29] ; [13 36],[22.76635514 35.23364486] ; [19.23364486 29.76635514],0
d5,1,0.015671,5.839448,[32 26] ; [16 34],[25.77777778 32.22222222] ; [22.22222222 27.77777778],0
d4,1,0.015701,5.836076,[35 22] ; [19 31],[28.76635514 28.23364486] ; [25.23364486 24.76635514],0
p10,1,0.017706,5.625,[38 18] ; [22 27],[32. 24.] ; [28. 21.],0
v4,1,0.01791,5.604896,[51  6] ; [35 14],[46.24528302 10.75471698] ; [39.75471698  9.24528302],0
s8,1,0.018145,5.582078,[21 37] ; [ 8 42],[15.57407407 42.42592593] ; [13.42592593 36.57407407],0
v1,1,0.027518,4.858005,[30 28] ; [15 34],[24.39252336 33.60747664] ; [20.60747664 28.39252336],0
u3,1,0.033375,4.526444,[17 12] ; [12 25],[12.74242424 16.25757576] ; [16.25757576 20.74242424],0
p4,1,0.03447,4.471237,[30 25] ; [17 33],[24.61904762 30.38095238] ; [22.38095238 27.61904762],0
s5,1,0.041161,4.169387,[18 35] ; [ 8 41],[13.50980392 39.49019608] ; [12.49019608 36.50980392],0
s2,1,0.089004,2.892293,[25 32] ; [14 36],[20.77570093 36.22429907] ; [18.22429907 31.77570093],0
v3,1,0.110612,2.545455,[16 39] ; [ 8 42],[12.57142857 42.42857143] ; [11.42857143 38.57142857],0
a1,1,0.1217,2.395308,[ 1 57] ; [ 4 46],[ 2.68518519 55.31481481] ; [ 2.31481481 47.68518519],0
a4,1,0.126961,2.329279,[15 43] ; [ 7 43],[11.81481481 46.18518519] ; [10.18518519 39.81481481],0
u2,1,0.144654,2.127741,[17 12] ; [15 22],[14.06060606 14.93939394] ; [17.93939394 19.06060606],0
s3,1,0.148553,2.087042,[33 24] ; [21 27],[29.31428571 27.68571429] ; [24.68571429 23.31428571],0
p3,1,0.173977,1.848339,[18 39] ; [10 40],[14.91588785 42.08411215] ; [13.08411215 36.91588785],0
p6,1,0.174088,1.847382,[19 36] ; [11 38],[15.86538462 39.13461538] ; [14.13461538 34.86538462],0
p11,1,0.230011,1.440795,[39 19] ; [28 22],[35.98148148 22.01851852] ; [31.01851852 18.98148148],0
p5,1,0.253079,1.306229,[ 7 49] ; [ 3 47],[ 5.28301887 50.71698113] ; [ 4.71698113 45.28301887],0
n3,1,0.277913,1.177267,[ 8 11] ; [13  9],[9.73170732 9.26829268] ; [11.26829268 10.73170732],0
d3,1,0.294784,1.097641,[23 35] ; [15 35],[20.40740741 37.59259259] ; [17.59259259 32.40740741],0
n1,1,0.308745,1.036035,[ 9 10] ; [ 7 15],[ 7.41463415 11.58536585] ; [ 8.58536585 13.41463415],0
d1,1,0.401041,0.705201,[13 45] ; [ 8 42],[11.27777778 46.72222222] ; [ 9.72222222 40.27777778],0
s4,1,0.401041,0.705201,[13 45] ; [ 8 42],[11.27777778 46.72222222] ; [ 9.72222222 40.27777778],0
a8,1,0.421785,0.645336,[ 6 49] ; [ 3 44],[ 4.85294118 50.14705882] ; [ 4.14705882 42.85294118],0
v2,1,0.442616,0.589491,[22 31] ; [16 31],[20.14 32.86] ; [17.86 29.14],0
n4,1,0.446919,0.578453,[40 18] ; [31 19],[38.12962963 19.87037037] ; [32.87037037 17.12962963],0
p7,1,0.448993,0.573192,[31 23] ; [25 25],[29.07692308 24.92307692] ; [26.92307692 23.07692308],0
b1,1,0.456972,0.5533,[26 32] ; [26 24],[27.92592593 30.07407407] ; [24.07407407 25.92592593],0
b2,1,0.475199,0.509862,[ 9 23] ; [ 7 27],[ 7.75757576 24.24242424] ; [ 8.24242424 25.75757576],0
b3,1,0.475199,0.509862,[ 9 23] ; [ 7 27],[ 7.75757576 24.24242424] ; [ 8.24242424 25.75757576],0
p12,1,0.484548,0.48861,[ 4 52] ; [ 2 48],[ 3.16981132 52.83018868] ; [ 2.83018868 47.16981132],0
s1,1,0.484548,0.48861,[ 4 52] ; [ 2 48],[ 3.16981132 52.83018868] ; [ 2.83018868 47.16981132],0
b5,1,0.489926,0.47669,[34 24] ; [26 24],[32.22222222 25.77777778] ; [27.77777778 22.22222222],0
b4,1,0.493481,0.468927,[31 27] ; [30 20],[32.75925926 25.24074074] ; [28.24074074 21.75925926],0
n5,1,0.546803,0.363077,[40 16] ; [33 17],[38.56603774 17.43396226] ; [34.43396226 15.56603774],0
p9,1,0.606124,0.265858,[37 19] ; [30 19],[35.73333333 20.26666667] ; [31.26666667 17.73333333],0
d2,1,0.61645,0.250889,[16 42] ; [16 34],[17.18518519 40.81481481] ; [14.81481481 35.18518519],0
n6,1,0.629165,0.233195,[39 18] ; [32 18],[37.82242991 19.17757009] ; [33.17757009 16.82242991],0
n2,1,0.747322,0.103795,[13  6] ; [14  8],[12.51219512  6.48780488] ; [14.48780488  7.51219512],0
p8,1,0.781803,0.076713,[22 35] ; [18 32],[21.30841121 35.69158879] ; [18.69158879 31.30841121],0
p1,1,0.805232,0.060802,[ 5 53] ; [ 5 45],[ 5.37037037 52.62962963] ; [ 4.62962963 45.37037037],0
p2,1,0.928048,0.008154,[36 21] ; [32 18],[36.22429907 20.77570093] ; [31.77570093 18.22429907],0
a6,1,0.937618,0.006125,[17 41] ; [15 35],[17.18518519 40.81481481] ; [14.81481481 35.18518519],0
