Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,33.699617,[ 1 10] ; [56  7],[8.47297297 2.52702703] ; [48.52702703 14.47297297],1
a7,1,8.1e-05,15.527466,[2 9] ; [49 14],[7.58108108 3.41891892] ; [43.41891892 19.58108108],1
b1,1,0.000355,12.753052,[10  1] ; [21 42],[4.60810811 6.39189189] ; [26.39189189 36.60810811],1
r3,1,0.000509,12.083158,[8 3] ; [62  1],[10.40540541  0.59459459] ; [59.59459459  3.40540541],1
n6,1,0.001077,10.690923,[5 6] ; [55  8],[8.91891892 2.08108108] ; [51.08108108 11.91891892],0
v4,1,0.001809,9.733674,[7 3] ; [61  2],[9.31506849 0.68493151] ; [58.68493151  4.31506849],0
p3,1,0.014682,5.954217,[2 9] ; [36 26],[5.7260274 5.2739726] ; [32.2739726 29.7260274],0
s3,1,0.028253,4.812539,[2 9] ; [33 28],[5.34722222 5.65277778] ; [29.65277778 31.34722222],0
s7,1,0.050422,3.827384,[1 7] ; [29 30],[3.58208955 4.41791045] ; [26.41791045 32.58208955],0
a5,1,0.071845,3.240366,[4 7] ; [41 22],[6.68918919 4.31081081] ; [38.31081081 24.68918919],0
s6,1,0.094359,2.798383,[4 7] ; [38 22],[6.50704225 4.49295775] ; [35.49295775 24.50704225],0
s5,1,0.132758,2.259956,[ 1 10] ; [19 42],[3.05555556 7.94444444] ; [16.94444444 44.05555556],0
p10,1,0.158929,1.984388,[7 4] ; [51 11],[8.73972603 2.26027397] ; [49.26027397 12.73972603],0
a6,1,0.177513,1.818325,[5 6] ; [42 21],[6.98648649 4.01351351] ; [40.01351351 22.98648649],0
d3,1,0.201779,1.629454,[2 9] ; [24 39],[3.86486486 7.13513514] ; [22.13513514 40.86486486],0
u2,1,0.248652,1.330864,[4 2] ; [11 16],[2.72727273 3.27272727] ; [12.27272727 14.72727273],0
p9,1,0.29278,1.106792,[8 3] ; [53  9],[9.19178082 1.80821918] ; [51.80821918 10.19178082],0
s2,1,0.339349,0.912889,[3 8] ; [26 35],[4.43055556 6.56944444] ; [24.56944444 36.43055556],0
u1,1,0.358618,0.842726,[ 1 10] ; [ 2 61],[ 0.44594595 10.55405405] ; [ 2.55405405 60.44594595],0
s8,1,0.359724,0.838857,[3 8] ; [26 36],[4.36986301 6.63013699] ; [24.63013699 37.36986301],0
n2,1,0.421317,0.646639,[4 1] ; [13  1],[4.47368421 0.52631579] ; [12.52631579  1.47368421],0
n4,1,0.449827,0.571087,[7 4] ; [47 16],[8.02702703 2.97297297] ; [45.97297297 17.02702703],0
a3,1,0.471777,0.51781,[5 6] ; [36 27],[6.09459459 4.90540541] ; [34.90540541 28.09459459],0
b5,1,0.535083,0.38473,[5 6] ; [35 28],[5.94594595 5.05405405] ; [34.05405405 28.94594595],0
p2,1,0.549194,0.358762,[8 3] ; [50 12],[8.73972603 2.26027397] ; [49.26027397 12.73972603],0
p11,1,0.621703,0.243482,[8 3] ; [50 13],[8.62162162 2.37837838] ; [49.37837838 13.62162162],0
p8,1,0.634455,0.226068,[5 6] ; [33 29],[5.7260274 5.2739726] ; [32.2739726 29.7260274],0
b3,1,0.641838,0.216346,[1 4] ; [12 28],[1.44444444 3.55555556] ; [11.55555556 28.44444444],0
b2,1,0.641838,0.216346,[1 4] ; [12 28],[1.44444444 3.55555556] ; [11.55555556 28.44444444],0
p6,1,0.673529,0.177502,[5 6] ; [24 38],[4.36986301 6.63013699] ; [24.63013699 37.36986301],0
n5,1,0.734374,0.115133,[8 3] ; [48 14],[8.43835616 2.56164384] ; [47.56164384 14.43835616],0
v1,1,0.749865,0.101645,[6 5] ; [37 25],[6.47945205 4.52054795] ; [36.52054795 25.47945205],0
d2,1,0.763907,0.090212,[2 9] ; [14 49],[2.37837838 8.62162162] ; [13.62162162 49.37837838],0
p7,1,0.789369,0.071359,[7 4] ; [42 20],[7.38356164 3.61643836] ; [41.61643836 20.38356164],0
p4,1,0.804683,0.061153,[7 4] ; [37 25],[6.63013699 4.36986301] ; [37.36986301 24.63013699],0
s4,1,0.829605,0.046315,[ 1 10] ; [ 7 55],[1.20547945 9.79452055] ; [ 6.79452055 55.20547945],0
p5,1,0.829605,0.046315,[ 1 10] ; [ 7 55],[1.20547945 9.79452055] ; [ 6.79452055 55.20547945],0
u3,1,0.934568,0.00674,[3 3] ; [13 14],[2.90909091 3.09090909] ; [13.09090909 13.90909091],0
n1,1,0.95218,0.003596,[2 3] ; [5 8],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
a4,1,0.953732,0.003366,[2 9] ; [11 52],[1.93243243 9.06756757] ; [11.06756757 51.93243243],0
d5,1,0.971726,0.001256,[5 6] ; [29 34],[5.05405405 5.94594595] ; [28.94594595 34.05405405],0
b4,1,0.971726,0.001256,[6 5] ; [34 29],[5.94594595 5.05405405] ; [34.05405405 28.94594595],0
