Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.673433,[81 10] ; [14 26],[65.99236641 25.00763359] ; [29.00763359 10.99236641],1
v4,1,1e-06,23.387379,[82  9] ; [21 19],[71.54961832 19.45038168] ; [31.45038168  8.54961832],1
r3,1,2.9e-05,17.461654,[80 11] ; [22 18],[70.85496183 20.14503817] ; [31.14503817  8.85496183],1
s6,1,9.8e-05,15.176276,[58 32] ; [11 29],[47.76923077 42.23076923] ; [21.23076923 18.76923077],1
r2,1,0.000222,13.632914,[86  4] ; [27 10],[80.07874016  9.92125984] ; [32.92125984  4.07874016],1
s7,1,0.001884,9.659122,[43 43] ; [ 8 31],[35.088 50.912] ; [15.912 23.088],0
u3,1,0.003204,8.687756,[21 12] ; [ 3 13],[16.16326531 16.83673469] ; [7.83673469 8.16326531],0
s8,1,0.00552,7.700792,[41 49] ; [ 8 32],[33.92307692 56.07692308] ; [15.07692308 24.92307692],0
s2,1,0.005699,7.643225,[43 46] ; [ 9 31],[35.87596899 53.12403101] ; [16.12403101 23.87596899],0
s3,1,0.008531,6.918494,[47 41] ; [11 28],[40.18897638 47.81102362] ; [17.81102362 21.18897638],0
p1,1,0.010544,6.540522,[ 5 86] ; [ 8 32],[ 9.03053435 81.96946565] ; [ 3.96946565 36.03053435],0
s5,1,0.024515,5.057819,[25 61] ; [ 4 34],[20.11290323 65.88709677] ; [ 8.88709677 29.11290323],0
a5,1,0.025401,4.996352,[66 25] ; [21 19],[60.4351145 30.5648855] ; [26.5648855 13.4351145],0
p11,1,0.047027,3.944432,[60 31] ; [19 21],[54.8778626 36.1221374] ; [24.1221374 15.8778626],0
v2,1,0.048254,3.901133,[47 42] ; [12 24],[42.008 46.992] ; [16.992 19.008],0
v3,1,0.050585,3.821945,[37 47] ; [10 29],[32.09756098 51.90243902] ; [14.90243902 24.09756098],0
a7,1,0.087236,2.924658,[62 29] ; [21 19],[57.65648855 33.34351145] ; [25.34351145 14.65648855],0
