Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,140.900107,[340  57] ; [ 61 108],[281.26678445 115.73321555] ; [119.73321555  49.26678445],1
n6,1,0.0,62.491517,[356  42] ; [103  66],[322.19047619  75.80952381] ; [136.80952381  32.19047619],1
p10,1,0.0,25.344139,[328  68] ; [105  61],[305.10320285  90.89679715] ; [127.89679715  38.10320285],1
p11,1,1.6e-05,18.629438,[320  78] ; [107  62],[299.72839506  98.27160494] ; [127.27160494  41.72839506],1
s7,1,3.1e-05,17.334019,[174 205] ; [ 43 118],[152.30185185 226.69814815] ; [64.69814815 96.30185185],1
a2,1,8.3e-05,15.47891,[104 294] ; [ 19 150],[ 86.33862434 311.66137566] ; [ 36.66137566 132.33862434],1
v1,1,9.2e-05,15.290978,[202 182] ; [ 56 107],[181.11882998 202.88117002] ; [76.88117002 86.11882998],1
p9,1,0.000137,14.543581,[329  63] ; [115  50],[312.47396768  79.52603232] ; [131.52603232  33.47396768],1
a5,1,0.000242,13.473787,[299  99] ; [101  68],[280.77601411 117.22398589] ; [119.22398589  49.77601411],1
a4,1,0.00072,11.437992,[180 216] ; [ 51 118],[161.90442478 234.09557522] ; [69.09557522 99.90442478],1
d2,1,0.001077,10.689606,[197 198] ; [ 59 110],[179.29078014 215.70921986] ; [76.70921986 92.29078014],0
p4,1,0.001113,10.628709,[204 191] ; [ 62 107],[186.29432624 208.70567376] ; [79.70567376 89.29432624],0
p3,1,0.002216,9.361046,[174 222] ; [ 51 118],[157.69911504 238.30088496] ; [ 67.30088496 101.69911504],0
s6,1,0.00285,8.901324,[259 133] ; [88 79],[243.33452594 148.66547406] ; [103.66547406  63.33452594],0
a3,1,0.003374,8.593443,[284 113] ; [99 69],[269.11681416 127.88318584] ; [113.88318584  54.11681416],0
v3,1,0.00454,8.0543,[158 225] ; [ 44 112],[143.53617811 239.46382189] ; [58.46382189 97.53617811],0
u1,1,0.00642,7.4285,[ 68 330] ; [ 14 155],[ 57.55908289 340.44091711] ; [ 24.44091711 144.55908289],0
r4,1,0.007054,7.259045,[363  35] ; [141  28],[353.77777778  44.22222222] ; [150.22222222  18.77777778],0
a8,1,0.007411,7.170663,[ 54 308] ; [ 10 145],[ 44.81237911 317.18762089] ; [ 19.18762089 135.81237911],0
n1,1,0.018017,5.594507,[39 56] ; [11 40],[32.53424658 62.46575342] ; [17.46575342 33.53424658],0
n2,1,0.018042,5.59207,[80 18] ; [32 18],[74.16216216 23.83783784] ; [37.83783784 12.16216216],0
s8,1,0.021819,5.260177,[157 238] ; [ 50 119],[144.97340426 250.02659574] ; [ 62.02659574 106.97340426],0
p8,1,0.036637,4.367199,[174 218] ; [ 59 110],[162.80926916 229.19073084] ; [70.19073084 98.80926916],0
a6,1,0.059177,3.560311,[281 116] ; [106  63],[271.44699647 125.55300353] ; [115.55300353  53.44699647],0
p7,1,0.059314,3.556468,[207 181] ; [75 93],[196.79136691 191.20863309] ; [85.20863309 82.79136691],0
d5,1,0.077837,3.109491,[320  77] ; [125  44],[312.12897527  84.87102473] ; [132.87102473  36.12897527],0
p5,1,0.089911,2.875971,[ 32 361] ; [  7 161],[ 27.32085561 365.67914439] ; [ 11.67914439 156.32085561],0
b2,1,0.090823,2.859729,[ 83 159] ; [21 65],[ 76.73170732 165.26829268] ; [27.26829268 58.73170732],0
b3,1,0.090823,2.859729,[ 83 159] ; [21 65],[ 76.73170732 165.26829268] ; [27.26829268 58.73170732],0
p2,1,0.097656,2.74342,[318  79] ; [124  44],[310.57345133  86.42654867] ; [131.42654867  36.57345133],0
p12,1,0.110517,2.546818,[ 25 372] ; [  5 162],[ 21.11702128 375.88297872] ; [  8.88297872 158.11702128],0
s5,1,0.1171,2.455683,[114 274] ; [ 37 125],[106.52363636 281.47636364] ; [ 44.47636364 117.52363636],0
r1,1,0.124469,2.36016,[319  76] ; [126  42],[312.21136767  82.78863233] ; [132.78863233  35.21136767],0
d1,1,0.130616,2.285164,[223 175] ; [83 86],[214.79365079 183.20634921] ; [91.20634921 77.79365079],0
r2,1,0.140974,2.167292,[375  20] ; [155  14],[371.18794326  23.81205674] ; [158.81205674  10.18794326],0
s2,1,0.166533,1.913883,[184 209] ; [ 68 100],[176.53475936 216.46524064] ; [75.46524064 92.53475936],0
s3,1,0.186881,1.742039,[214 178] ; [81 86],[206.86940966 185.13059034] ; [88.13059034 78.86940966],0
v2,1,0.281693,1.158902,[204 175] ; [77 81],[198.32216015 180.67783985] ; [82.67783985 75.32216015],0
b1,1,0.287642,1.130624,[153 245] ; [ 57 112],[147.40740741 250.59259259] ; [ 62.59259259 106.40740741],0
a7,1,0.330198,0.948121,[280 117] ; [126  43],[284.77385159 112.22614841] ; [121.22614841  47.77385159],0
p1,1,0.377859,0.777655,[ 24 373] ; [  7 160],[ 21.82092199 375.17907801] ; [  9.17907801 157.82092199],0
b4,1,0.44324,0.58788,[224 174] ; [101  68],[228.13051146 169.86948854] ; [96.86948854 72.13051146],0
a1,1,0.605137,0.267317,[ 13 385] ; [  7 162],[ 14.03880071 383.96119929] ; [  5.96119929 163.03880071],0
s4,1,0.623166,0.241442,[ 59 336] ; [ 28 141],[ 60.93085106 334.06914894] ; [ 26.06914894 142.93085106],0
d3,1,0.626227,0.237213,[257 140] ; [113  56],[259.5229682 137.4770318] ; [110.4770318  58.5229682],0
u3,1,0.639199,0.219792,[63 51] ; [40 28],[64.51648352 49.48351648] ; [38.48351648 29.51648352],0
s1,1,0.644456,0.212962,[ 11 379] ; [  6 163],[ 11.86046512 378.13953488] ; [  5.13953488 163.86046512],0
d4,1,0.769635,0.085763,[312  84] ; [135  34],[313.29557522  82.70442478] ; [133.70442478  35.29557522],0
r3,1,0.834034,0.043903,[373  24] ; [158  11],[372.45053004  24.54946996] ; [158.54946996  10.45053004],0
b5,1,0.958622,0.002692,[244 154] ; [104  65],[244.27513228 153.72486772] ; [103.72486772  65.27513228],0
n3,1,0.983145,0.000446,[70 27] ; [36 14],[69.94557823 27.05442177] ; [36.05442177 13.94557823],0
u2,1,0.994527,4.7e-05,[61 51] ; [37 31],[60.97777778 51.02222222] ; [37.02222222 30.97777778],0
