Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.1e-05,19.351944,[42 10] ; [11 22],[32.42352941 19.57647059] ; [20.57647059 12.42352941],1
n3,1,0.623158,0.241454,[12 11] ; [ 8 10],[11.2195122 11.7804878] ; [8.7804878 9.2195122],0
s4,1,0.628635,0.233916,[ 6 46] ; [ 5 28],[ 6.72941176 45.27058824] ; [ 4.27058824 28.72941176],0
b4,1,0.632158,0.229146,[32 20] ; [22 11],[33.03529412 18.96470588] ; [20.96470588 12.03529412],0
a2,1,0.673681,0.177326,[ 8 44] ; [ 4 29],[ 7.34117647 44.65882353] ; [ 4.65882353 28.34117647],0
s8,1,0.673681,0.177326,[ 8 44] ; [ 4 29],[ 7.34117647 44.65882353] ; [ 4.65882353 28.34117647],0
p3,1,0.675195,0.175585,[10 42] ; [ 5 27],[ 9.28571429 42.71428571] ; [ 5.71428571 26.28571429],0
r1,1,0.730251,0.118881,[16 36] ; [ 9 24],[15.29411765 36.70588235] ; [ 9.70588235 23.29411765],0
p4,1,0.739057,0.110957,[11 41] ; [ 8 25],[11.62352941 40.37647059] ; [ 7.37647059 25.62352941],0
b1,1,0.757329,0.095475,[25 27] ; [17 16],[25.69411765 26.30588235] ; [16.30588235 16.69411765],0
u2,1,0.759766,0.093506,[ 6 15] ; [ 5 10],[ 6.41666667 14.58333333] ; [ 4.58333333 10.41666667],0
s3,1,0.788536,0.071938,[15 35] ; [ 9 24],[14.45783133 35.54216867] ; [ 9.54216867 23.45783133],0
s6,1,0.815646,0.054359,[13 39] ; [ 9 24],[13.45882353 38.54117647] ; [ 8.54117647 24.45882353],0
v3,1,0.840606,0.040449,[12 40] ; [ 7 26],[11.62352941 40.37647059] ; [ 7.37647059 25.62352941],0
v1,1,0.865796,0.028561,[14 35] ; [10 23],[14.34146341 34.65853659] ; [ 9.65853659 23.34146341],0
p8,1,0.899051,0.016093,[ 7 45] ; [ 4 28],[ 6.80952381 45.19047619] ; [ 4.19047619 27.80952381],0
d5,1,0.903294,0.014763,[34 18] ; [22 11],[34.25882353 17.74117647] ; [21.74117647 11.25882353],0
d1,1,0.97074,0.001345,[25 27] ; [16 17],[25.08235294 26.91764706] ; [15.91764706 17.08235294],0
p11,1,0.991544,0.000112,[22 30] ; [14 19],[22.02352941 29.97647059] ; [13.97647059 19.02352941],0
p9,1,1.0,0.0,[24 24] ; [16 16],[24. 24.] ; [16. 16.],0
