Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,50.656978,[ 30 112] ; [86 50],[59.25179856 82.74820144] ; [56.74820144 79.25179856],1
p3,1,0.0,47.43965,[ 24 118] ; [78 60],[51.72857143 90.27142857] ; [50.27142857 87.72857143],1
p4,1,0.0,43.714041,[ 32 111] ; [84 53],[59.24285714 83.75714286] ; [56.75714286 80.24285714],1
p6,1,0.0,36.022502,[ 11 130] ; [51 83],[ 31.78909091 109.21090909] ; [ 30.21090909 103.78909091],1
p2,1,0.0,35.034969,[78 65] ; [119  18],[100.61071429  42.38928571] ; [96.38928571 40.61071429],1
r4,1,5e-06,20.923318,[88 55] ; [119  20],[104.96808511  38.03191489] ; [102.03191489  36.96808511],1
p11,1,4.2e-05,16.7767,[83 60] ; [112  27],[98.88297872 44.11702128] ; [96.11702128 42.88297872],1
n3,1,8.6e-05,15.41741,[24 25] ; [30  3],[32.26829268 16.73170732] ; [21.73170732 11.26829268],1
v1,1,0.000103,15.078901,[ 39 102] ; [69 68],[54.77697842 86.22302158] ; [53.22302158 83.77697842],1
p9,1,0.000107,15.014507,[79 59] ; [109  29],[94. 44.] ; [94. 44.],1
v2,1,0.000171,14.128419,[49 88] ; [79 56],[64.47058824 72.52941176] ; [63.52941176 71.47058824],1
v4,1,0.000558,11.91059,[111  31] ; [128  10],[121.20714286  20.79285714] ; [117.79285714  20.20714286],1
p10,1,0.000572,11.863695,[74 67] ; [100  38],[87.93548387 53.06451613] ; [86.06451613 51.93548387],1
v3,1,0.001014,10.802372,[ 29 108] ; [54 83],[41.5 95.5] ; [41.5 95.5],0
r1,1,0.001412,10.190093,[82 61] ; [104  34],[94.65480427 48.34519573] ; [91.34519573 46.65480427],0
r3,1,0.003682,8.434527,[110  31] ; [126  13],[118.84285714  22.15714286] ; [117.15714286  21.84285714],0
n6,1,0.004157,8.213796,[92 51] ; [110  28],[102.79715302  40.20284698] ; [99.20284698 38.79715302],0
p5,1,0.008095,7.012309,[  3 140] ; [ 13 125],[  8.14234875 134.85765125] ; [  7.85765125 130.14234875],0
d1,1,0.023825,5.107343,[61 82] ; [78 61],[70.4858156 72.5141844] ; [68.5141844 70.4858156],0
a1,1,0.035273,4.43191,[  9 134] ; [  2 137],[  5.57801418 137.42198582] ; [  5.42198582 133.57801418],0
s8,1,0.046248,3.972552,[ 14 129] ; [ 25 114],[ 19.77659574 123.22340426] ; [ 19.22340426 119.77659574],0
s7,1,0.068369,3.321752,[ 18 117] ; [ 28 100],[ 23.6121673 111.3878327] ; [ 22.3878327 105.6121673],0
r2,1,0.071393,3.250704,[116  25] ; [123  14],[121.21942446  19.78057554] ; [117.78057554  19.21942446],0
s5,1,0.084448,2.977148,[ 10 127] ; [ 19 120],[ 14.39492754 122.60507246] ; [ 14.60507246 124.39492754],0
