Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,107.55145,[354  60] ; [71 93],[304.41176471 109.58823529] ; [120.58823529  43.41176471],1
n6,1,0.0,45.587041,[363  50] ; [104  60],[334.26516464  78.73483536] ; [132.73483536  31.26516464],1
p10,1,1e-06,24.70593,[334  76] ; [100  62],[311.08391608  98.91608392] ; [122.91608392  39.08391608],1
p9,1,5e-06,20.749349,[345  64] ; [109  53],[325.1943958  83.8056042] ; [128.8056042  33.1943958],1
v1,1,6e-06,20.394123,[219 183] ; [ 53 106],[194.90909091 207.09090909] ; [77.09090909 81.90909091],1
p4,1,0.000224,13.616576,[242 170] ; [68 95],[222.12173913 189.87826087] ; [87.87826087 75.12173913],1
s7,1,0.000275,13.231511,[174 220] ; [ 43 114],[155.16878403 238.83121597] ; [61.83121597 95.16878403],1
s6,1,0.00097,10.884662,[247 165] ; [73 90],[229.28695652 182.71304348] ; [90.71304348 72.28695652],1
p11,1,0.001815,9.728137,[335  79] ; [113  51],[320.88581315  93.11418685] ; [127.11418685  36.88581315],0
p3,1,0.005126,7.834299,[194 217] ; [ 56 107],[179.00696864 231.99303136] ; [70.99303136 92.00696864],0
v3,1,0.006025,7.542776,[161 239] ; [ 42 110],[147.10144928 252.89855072] ; [55.89855072 96.10144928],0
p6,1,0.006518,7.401112,[135 274] ; [ 34 125],[121.69190141 287.30809859] ; [ 47.30809859 111.69190141],0
a4,1,0.006536,7.396244,[181 230] ; [ 52 112],[166.54434783 244.45565217] ; [66.45565217 97.54434783],0
a2,1,0.007263,7.206789,[ 97 317] ; [ 22 142],[ 85.23529412 328.76470588] ; [ 33.76470588 130.23529412],0
n1,1,0.010542,6.541004,[37 54] ; [10 41],[30.11971831 60.88028169] ; [16.88028169 34.11971831],0
d2,1,0.010565,6.537133,[197 216] ; [ 59 105],[183.23743501 229.76256499] ; [72.76256499 91.23743501],0
a5,1,0.011285,6.419903,[295 119] ; [99 65],[282.20761246 131.79238754] ; [111.79238754  52.20761246],0
u1,1,0.01427,6.004395,[ 68 346] ; [ 14 150],[ 58.73356401 355.26643599] ; [ 23.26643599 140.73356401],0
p8,1,0.019048,5.497061,[208 197] ; [66 97],[195.36971831 209.63028169] ; [78.63028169 84.36971831],0
