Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.657041,[53 32] ; [159  13],[70.11673152 14.88326848] ; [141.88326848  30.11673152],1
r2,1,0.000204,13.795479,[67 17] ; [162   9],[75.43529412  8.56470588] ; [153.56470588  17.43529412],1
d1,1,0.000766,11.320701,[15 70] ; [ 66 106],[26.78988327 58.21011673] ; [ 54.21011673 117.78988327],1
s3,1,0.001782,9.761573,[33 51] ; [101  67],[44.66666667 39.33333333] ; [89.33333333 78.66666667],0
d5,1,0.002546,9.107556,[44 40] ; [123  49],[54.796875 29.203125] ; [112.203125  59.796875],0
s6,1,0.003857,8.349837,[38 45] ; [109  59],[48.60956175 34.39043825] ; [98.39043825 69.60956175],0
d4,1,0.006889,7.301568,[49 36] ; [127  44],[58.4375 26.5625] ; [117.5625  53.4375],0
u3,1,0.012243,6.275366,[23 31] ; [57 32],[30.20979021 23.79020979] ; [49.79020979 39.20979021],0
s2,1,0.012481,6.241259,[28 57] ; [84 86],[37.33333333 47.66666667] ; [74.66666667 95.33333333],0
a6,1,0.013374,6.118993,[34 51] ; [97 75],[43.32684825 41.67315175] ; [87.67315175 84.32684825],0
r3,1,0.033464,4.521858,[74 11] ; [160   9],[78.30708661  6.69291339] ; [155.69291339  13.30708661],0
s8,1,0.052658,3.754732,[20 65] ; [ 61 111],[26.78988327 58.21011673] ; [ 54.21011673 117.78988327],0
v2,1,0.054382,3.700925,[30 53] ; [79 82],[37.07786885 45.92213115] ; [71.92213115 89.07786885],0
n5,1,0.055721,3.660367,[48 37] ; [116  53],[54.88188976 30.11811024] ; [109.11811024  59.88188976],0
a7,1,0.064527,3.417022,[49 35] ; [119  51],[55.55905512 28.44094488] ; [112.44094488  57.55905512],0
a3,1,0.087349,2.92257,[31 53] ; [82 88],[37.37007874 46.62992126] ; [75.62992126 94.37007874],0
p10,1,0.088661,2.898527,[53 30] ; [124  43],[58.764 24.236] ; [118.236  48.764],0
d3,1,0.094519,2.795678,[41 42] ; [104  68],[47.19607843 35.80392157] ; [97.80392157 74.19607843],0
s5,1,0.094839,2.790253,[15 67] ; [ 46 118],[20.33333333 61.66666667] ; [ 40.66666667 123.33333333],0
s7,1,0.117345,2.452399,[24 57] ; [65 98],[29.54508197 51.45491803] ; [ 59.45491803 103.54508197],0
n1,1,0.11739,2.451809,[ 7 21] ; [19 25],[10.11111111 17.88888889] ; [15.88888889 28.11111111],0
s4,1,0.153514,2.036979,[21 64] ; [ 29 140],[16.73228346 68.26771654] ; [ 33.26771654 135.73228346],0
n4,1,0.162207,1.953528,[47 38] ; [110  61],[52.12890625 32.87109375] ; [104.87109375  66.12890625],0
v1,1,0.194467,1.683449,[32 52] ; [78 89],[36.812749 47.187251] ; [73.187251 93.812749],0
a4,1,0.204203,1.612057,[11 74] ; [ 33 138],[14.609375 70.390625] ; [ 29.390625 141.609375],0
p4,1,0.215111,1.536689,[36 49] ; [85 83],[40.65217391 44.34782609] ; [80.34782609 87.65217391],0
p11,1,0.256923,1.285264,[57 28] ; [127  45],[60.85603113 24.14396887] ; [123.14396887  48.85603113],0
s1,1,0.264707,1.24397,[ 2 83] ; [  9 158],[ 3.71031746 81.28968254] ; [  7.28968254 159.71031746],0
u1,1,0.284057,1.147575,[ 1 84] ; [  6 166],[ 2.3151751 82.6848249] ; [  4.6848249 167.3151751],0
v3,1,0.312302,1.020915,[24 61] ; [ 56 106],[27.53036437 57.46963563] ; [ 52.46963563 109.53036437],0
p3,1,0.333908,0.93368,[29 56] ; [ 69 102],[32.5390625 52.4609375] ; [ 65.4609375 105.5390625],0
a8,1,0.420804,0.648069,[ 7 71] ; [ 20 140],[ 8.8487395 69.1512605] ; [ 18.1512605 141.8487395],0
