Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000262,13.325325,[69 29] ; [55  3],[77.8974359 20.1025641] ; [46.1025641 11.8974359],1
d5,1,0.000282,13.187544,[55 43] ; [49  9],[65.33333333 32.66666667] ; [38.66666667 19.33333333],1
v1,1,0.00031,13.00855,[32 64] ; [35 20],[42.59602649 53.40397351] ; [24.40397351 30.59602649],1
v3,1,0.002036,9.516706,[19 76] ; [24 31],[27.23333333 67.76666667] ; [15.76666667 39.23333333],0
s2,1,0.002277,9.311635,[31 66] ; [33 25],[40.0516129 56.9483871] ; [23.9483871 34.0516129],0
d1,1,0.003831,8.362348,[28 70] ; [30 28],[36.43589744 61.56410256] ; [21.56410256 36.43589744],0
d4,1,0.004927,7.905953,[58 40] ; [47 11],[65.96153846 32.03846154] ; [39.03846154 18.96153846],0
p9,1,0.017771,5.61861,[56 40] ; [44 13],[62.74509804 33.25490196] ; [37.25490196 19.74509804],0
p7,1,0.026525,4.921452,[33 63] ; [30 27],[39.52941176 56.47058824] ; [23.47058824 33.52941176],0
s8,1,0.03017,4.699576,[24 73] ; [24 34],[30.03870968 66.96129032] ; [17.96129032 40.03870968],0
p10,1,0.040635,4.191158,[50 47] ; [39 18],[56.05844156 40.94155844] ; [32.94155844 24.05844156],0
r4,1,0.047219,3.937564,[61 37] ; [45 13],[66.58974359 31.41025641] ; [39.41025641 18.58974359],0
s6,1,0.06242,3.471888,[44 52] ; [35 22],[49.56862745 46.43137255] ; [29.43137255 27.56862745],0
r2,1,0.067781,3.335952,[78 19] ; [53  5],[81.98064516 15.01935484] ; [49.01935484  8.98064516],0
a3,1,0.074902,3.172193,[62 35] ; [45 13],[66.96129032 30.03870968] ; [40.03870968 17.96129032],0
p11,1,0.077074,3.125554,[59 39] ; [43 15],[64.07692308 33.92307692] ; [37.92307692 20.07692308],0
p2,1,0.09077,2.86066,[53 43] ; [40 18],[57.97402597 38.02597403] ; [35.02597403 22.97402597],0
s5,1,0.104955,2.628595,[23 71] ; [20 34],[27.31081081 66.68918919] ; [15.68918919 38.31081081],0
v4,1,0.135213,2.231603,[74 23] ; [50  8],[77.6 19.4] ; [46.4 11.6],0
n6,1,0.14521,2.121863,[66 31] ; [45 12],[69.91558442 27.08441558] ; [41.08441558 15.91558442],0
p1,1,0.17628,1.828711,[ 9 89] ; [ 2 56],[ 6.91025641 91.08974359] ; [ 4.08974359 53.91025641],0
d2,1,0.195558,1.675242,[41 55] ; [31 27],[44.88311688 51.11688312] ; [27.11688312 30.88311688],0
p6,1,0.197021,1.664317,[14 82] ; [13 44],[16.94117647 79.05882353] ; [10.05882353 46.94117647],0
r1,1,0.221801,1.492678,[58 40] ; [40 18],[61.56410256 36.43589744] ; [36.43589744 21.56410256],0
s1,1,0.249207,1.327744,[ 8 89] ; [ 2 55],[ 6.2987013 90.7012987] ; [ 3.7012987 53.2987013],0
s7,1,0.271781,1.207737,[35 57] ; [26 29],[38.17687075 53.82312925] ; [22.82312925 32.17687075],0
n3,1,0.337023,0.921723,[25 16] ; [14  5],[26.65 14.35] ; [12.35  6.65],0
b1,1,0.338831,0.914849,[50 48] ; [25 33],[47.11538462 50.88461538] ; [27.88461538 30.11538462],0
b2,1,0.345637,0.889412,[26 42] ; [19 21],[28.33333333 39.66666667] ; [16.66666667 23.33333333],0
b3,1,0.345637,0.889412,[26 42] ; [19 21],[28.33333333 39.66666667] ; [16.66666667 23.33333333],0
s4,1,0.363461,0.825898,[17 80] ; [ 7 51],[15.01935484 81.98064516] ; [ 8.98064516 49.01935484],0
a4,1,0.396226,0.71975,[38 58] ; [27 31],[40.51948052 55.48051948] ; [24.48051948 33.51948052],0
p3,1,0.516137,0.421606,[27 70] ; [19 39],[28.78709677 68.21290323] ; [17.21290323 40.78709677],0
a5,1,0.568558,0.325102,[58 40] ; [37 21],[59.67948718 38.32051282] ; [35.32051282 22.67948718],0
d3,1,0.591845,0.287472,[38 60] ; [20 38],[36.43589744 61.56410256] ; [21.56410256 36.43589744],0
u1,1,0.629669,0.23251,[ 5 93] ; [ 2 56],[ 4.3974359 93.6025641] ; [ 2.6025641 55.3974359],0
u3,1,0.647804,0.20868,[14 22] ; [6 7],[14.69387755 21.30612245] ; [5.30612245 7.69387755],0
b4,1,0.653414,0.201623,[56 42] ; [31 27],[54.65384615 43.34615385] ; [32.34615385 25.65384615],0
n5,1,0.722461,0.126146,[69 28] ; [39 18],[68.02597403 28.97402597] ; [39.97402597 17.02597403],0
b5,1,0.769278,0.086036,[50 48] ; [31 27],[50.88461538 47.11538462] ; [30.11538462 27.88461538],0
n4,1,0.814395,0.055112,[67 31] ; [40 17],[67.6516129 30.3483871] ; [39.3483871 17.6516129],0
p4,1,0.848907,0.036295,[32 65] ; [20 38],[32.54193548 64.45806452] ; [19.45806452 38.54193548],0
s3,1,0.852158,0.034732,[47 50] ; [29 29],[47.56129032 49.43870968] ; [28.43870968 29.56129032],0
a6,1,0.856713,0.032602,[42 56] ; [24 34],[41.46153846 56.53846154] ; [24.53846154 33.46153846],0
u2,1,0.861675,0.030361,[13 23] ; [4 8],[12.75 23.25] ; [4.25 7.75],0
p5,1,0.874636,0.024892,[ 6 90] ; [ 4 54],[ 6.23376623 89.76623377] ; [ 3.76623377 54.23376623],0
a8,1,0.890044,0.019113,[ 9 83] ; [ 5 50],[ 8.76190476 83.23809524] ; [ 5.23809524 49.76190476],0
a2,1,0.905356,0.014137,[ 9 89] ; [ 5 53],[ 8.79487179 89.20512821] ; [ 5.20512821 52.79487179],0
n2,1,0.915571,0.011239,[30 13] ; [13  6],[29.82258065 13.17741935] ; [13.17741935  5.82258065],0
a1,1,0.920423,0.00998,[ 8 90] ; [ 5 53],[ 8.16666667 89.83333333] ; [ 4.83333333 53.16666667],0
n1,1,0.953094,0.00346,[14 29] ; [ 6 12],[14.09836066 28.90163934] ; [ 5.90163934 12.09836066],0
p12,1,0.96513,0.001911,[ 5 93] ; [ 3 54],[ 5.05806452 92.94193548] ; [ 2.94193548 54.05806452],0
