Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.889867,[ 1 11] ; [46  3],[9.24590164 2.75409836] ; [37.75409836 11.24590164],1
n5,1,0.001942,9.603175,[4 8] ; [38 10],[8.4 3.6] ; [33.6 14.4],0
b1,1,0.002937,8.846396,[9 3] ; [14 35],[4.52459016 7.47540984] ; [18.47540984 30.52459016],0
p6,1,0.00828,6.971875,[ 2 10] ; [29 20],[6.09836066 5.90163934] ; [24.90163934 24.09836066],0
b5,1,0.008724,6.878555,[4 8] ; [36 13],[7.86885246 4.13114754] ; [32.13114754 16.86885246],0
s7,1,0.009152,6.792837,[1 9] ; [26 21],[4.73684211 5.26315789] ; [22.26315789 24.73684211],0
p2,1,0.012913,6.180975,[6 6] ; [41  8],[9.24590164 2.75409836] ; [37.75409836 11.24590164],0
n4,1,0.014574,5.967281,[5 7] ; [38 11],[8.45901639 3.54098361] ; [34.54098361 14.45901639],0
a6,1,0.020905,5.334734,[4 8] ; [34 15],[7.47540984 4.52459016] ; [30.52459016 18.47540984],0
a7,1,0.026404,4.929397,[5 7] ; [36 12],[8.2 3.8] ; [32.8 15.2],0
r4,1,0.076972,3.127704,[8 4] ; [43  6],[10.03278689  1.96721311] ; [40.96721311  8.03278689],0
p11,1,0.099945,2.706419,[5 7] ; [33 16],[7.47540984 4.52459016] ; [30.52459016 18.47540984],0
v4,1,0.114454,2.491616,[10  2] ; [47  2],[11.21311475  0.78688525] ; [45.78688525  3.21311475],0
p8,1,0.138811,2.191092,[4 8] ; [28 21],[6.29508197 5.70491803] ; [25.70491803 23.29508197],0
b2,1,0.143414,2.140938,[1 6] ; [12 15],[2.67647059 4.32352941] ; [10.32352941 16.67647059],0
b3,1,0.143414,2.140938,[1 6] ; [12 15],[2.67647059 4.32352941] ; [10.32352941 16.67647059],0
s5,1,0.170904,1.875,[ 2 10] ; [18 30],[4. 8.] ; [16. 32.],0
u1,1,0.179101,1.805071,[ 1 11] ; [13 36],[2.75409836 9.24590164] ; [11.24590164 37.75409836],0
u3,1,0.200933,1.635577,[5 1] ; [8 7],[3.71428571 2.28571429] ; [9.28571429 5.71428571],0
a3,1,0.205192,1.605029,[6 6] ; [34 15],[7.86885246 4.13114754] ; [32.13114754 16.86885246],0
a2,1,0.220606,1.500428,[ 1 11] ; [12 37],[2.55737705 9.44262295] ; [10.44262295 38.55737705],0
n3,1,0.256839,1.285714,[1 3] ; [8 6],[2. 2.] ; [7. 7.],0
p7,1,0.262038,1.257956,[6 6] ; [33 16],[7.67213115 4.32786885] ; [31.32786885 17.67213115],0
s4,1,0.304173,1.055807,[ 1 11] ; [10 37],[2.23728814 9.76271186] ; [ 8.76271186 38.23728814],0
d3,1,0.324127,0.972222,[7 5] ; [35 13],[8.4 3.6] ; [33.6 14.4],0
b4,1,0.334929,0.929744,[5 7] ; [28 21],[6.49180328 5.50819672] ; [26.50819672 22.49180328],0
u2,1,0.407094,0.687273,[2 4] ; [8 7],[2.85714286 3.14285714] ; [7.14285714 7.85714286],0
v2,1,0.478575,0.502109,[6 6] ; [30 19],[7.08196721 4.91803279] ; [28.91803279 20.08196721],0
r2,1,0.529004,0.396303,[10  2] ; [44  5],[10.62295082  1.37704918] ; [43.37704918  5.62295082],0
r3,1,0.541572,0.372635,[11  1] ; [47  2],[11.40983607  0.59016393] ; [46.59016393  2.40983607],0
n6,1,0.546358,0.363881,[10  2] ; [43  5],[10.6  1.4] ; [42.4  5.6],0
s1,1,0.553617,0.350877,[ 1 11] ; [ 2 46],[ 0.6 11.4] ; [ 2.4 45.6],0
d1,1,0.564232,0.332429,[6 6] ; [29 20],[6.8852459 5.1147541] ; [28.1147541 20.8852459],0
v1,1,0.564232,0.332429,[6 6] ; [29 20],[6.8852459 5.1147541] ; [28.1147541 20.8852459],0
a4,1,0.649366,0.2067,[5 7] ; [24 25],[5.70491803 6.29508197] ; [23.29508197 25.70491803],0
n2,1,0.6885,0.160714,[3 1] ; [9 5],[2.66666667 1.33333333] ; [9.33333333 4.66666667],0
v3,1,0.693012,0.155844,[4 7] ; [21 28],[4.58333333 6.41666667] ; [20.41666667 28.58333333],0
s6,1,0.702425,0.145962,[9 3] ; [34 15],[8.45901639 3.54098361] ; [34.54098361 14.45901639],0
a8,1,0.728454,0.120536,[ 1 11] ; [ 5 37],[ 1.33333333 10.66666667] ; [ 4.66666667 37.33333333],0
s8,1,0.742553,0.107896,[5 7] ; [23 26],[5.50819672 6.49180328] ; [22.49180328 26.50819672],0
d2,1,0.750577,0.101047,[6 6] ; [22 27],[5.50819672 6.49180328] ; [22.49180328 26.50819672],0
d4,1,0.834885,0.043447,[10  2] ; [42  7],[10.2295082  1.7704918] ; [41.7704918  7.2295082],0
a1,1,0.845366,0.038039,[ 1 11] ; [ 5 44],[ 1.18032787 10.81967213] ; [ 4.81967213 44.18032787],0
p4,1,0.854212,0.033763,[7 5] ; [30 19],[7.27868852 4.72131148] ; [29.72131148 19.27868852],0
r1,1,0.854212,0.033763,[7 5] ; [30 19],[7.27868852 4.72131148] ; [29.72131148 19.27868852],0
p3,1,0.949472,0.004016,[6 6] ; [24 25],[5.90163934 6.09836066] ; [24.09836066 24.90163934],0
a5,1,0.970656,0.001353,[9 3] ; [37 12],[9.04918033 2.95081967] ; [36.95081967 12.04918033],0
d5,1,1.0,0.0,[10  2] ; [40  8],[10.  2.] ; [40.  8.],0
