Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,30.404522,[16 25] ; [37  1],[27.50632911 13.49367089] ; [25.49367089 12.50632911],1
d5,1,0.0,27.276572,[18 23] ; [38  1],[28.7 12.3] ; [27.3 11.7],1
d2,1,1e-06,25.018562,[10 31] ; [30  7],[21.02564103 19.97435897] ; [18.97435897 18.02564103],1
d3,1,9e-06,19.777439,[13 27] ; [32  7],[22.78481013 17.21518987] ; [22.21518987 16.78481013],1
a5,1,0.001593,9.967543,[15 26] ; [28 11],[22.0375 18.9625] ; [20.9625 18.0375],0
a4,1,0.002302,9.291311,[ 9 32] ; [21 17],[15.56962025 25.43037975] ; [14.43037975 23.56962025],0
v2,1,0.004303,8.151237,[ 9 31] ; [20 17],[15.06493506 24.93506494] ; [13.93506494 23.06493506],0
a3,1,0.007059,7.257892,[19 21] ; [30  9],[24.81012658 15.18987342] ; [24.18987342 14.81012658],0
r3,1,0.010641,6.524322,[17 24] ; [26 11],[22.6025641 18.3974359] ; [20.3974359 16.6025641],0
s8,1,0.05412,3.709007,[ 4 37] ; [10 28],[ 7.26582278 33.73417722] ; [ 6.73417722 31.26582278],0
s5,1,0.062633,3.466247,[ 5 35] ; [11 26],[ 8.31168831 31.68831169] ; [ 7.68831169 29.31168831],0
n4,1,0.06328,3.449254,[20 21] ; [27 12],[24.0875 16.9125] ; [22.9125 16.0875],0
a2,1,0.086694,2.934706,[ 3 38] ; [ 8 31],[ 5.6375 35.3625] ; [ 5.3625 33.6375],0
p5,1,0.116436,2.464624,[ 2 38] ; [ 6 32],[ 4.1025641 35.8974359] ; [ 3.8974359 34.1025641],0
p3,1,0.124421,2.360764,[ 9 32] ; [14 23],[12.08974359 28.91025641] ; [10.91025641 26.08974359],0
a7,1,0.139525,2.183191,[18 23] ; [23 15],[21.27848101 19.72151899] ; [19.72151899 18.27848101],0
p7,1,0.140686,2.170442,[18 21] ; [11 26],[14.88157895 24.11842105] ; [14.11842105 22.88157895],0
s7,1,0.141326,2.163462,[10 29] ; [15 21],[13. 26.] ; [12. 24.],0
r1,1,0.145487,2.118945,[ 9 32] ; [14 24],[11.93670886 29.06329114] ; [11.06329114 26.93670886],0
s3,1,0.147451,2.098423,[14 26] ; [19 18],[17.14285714 22.85714286] ; [15.85714286 21.14285714],0
p2,1,0.18602,1.748864,[26 14] ; [18 18],[23.15789474 16.84210526] ; [20.84210526 15.15789474],0
v3,1,0.190024,1.717431,[ 9 31] ; [14 25],[11.64556962 28.35443038] ; [11.35443038 27.64556962],0
n2,1,0.231748,1.430099,[12  6] ; [10 11],[10.15384615  7.84615385] ; [11.84615385  9.15384615],0
p8,1,0.241373,1.372555,[15 26] ; [ 9 28],[12.61538462 28.38461538] ; [11.38461538 25.61538462],0
s2,1,0.339311,0.913034,[12 29] ; [15 23],[14.01265823 26.98734177] ; [12.98734177 25.01265823],0
b4,1,0.342882,0.899627,[22 19] ; [25 14],[24.0875 16.9125] ; [22.9125 16.0875],0
p1,1,0.433211,0.614201,[ 3 37] ; [ 5 34],[ 4.05063291 35.94936709] ; [ 3.94936709 35.05063291],0
b3,1,0.454107,0.560381,[ 9 12] ; [ 7 15],[ 7.81395349 13.18604651] ; [ 8.18604651 13.81395349],0
