Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.709069,[30 37] ; [11 89],[16.4491018 50.5508982] ; [24.5508982 75.4491018],1
p2,1,4.1e-05,16.80257,[51 18] ; [42 58],[37.9704142 31.0295858] ; [55.0295858 44.9704142],1
p3,1,9.7e-05,15.194835,[29 40] ; [15 84],[18.07142857 50.92857143] ; [25.92857143 73.07142857],1
s3,1,0.000153,14.330477,[37 31] ; [25 73],[25.39759036 42.60240964] ; [36.60240964 61.39759036],1
p6,1,0.00029,13.135724,[21 46] ; [ 9 89],[12.18181818 54.81818182] ; [17.81818182 80.18181818],1
r4,1,0.005453,7.722693,[53 16] ; [56 44],[44.50295858 24.49704142] ; [64.49704142 35.50295858],0
v4,1,0.011528,6.381985,[59  9] ; [70 30],[52.21428571 15.78571429] ; [76.78571429 23.21428571],0
p4,1,0.016217,5.779154,[29 39] ; [25 75],[21.85714286 46.14285714] ; [32.14285714 67.85714286],0
r3,1,0.019032,5.498617,[60  9] ; [71 28],[53.80357143 15.19642857] ; [77.19642857 21.80357143],0
b2,1,0.019986,5.413158,[ 6 32] ; [24 40],[11.17647059 26.82352941] ; [18.82352941 45.17647059],0
b3,1,0.019986,5.413158,[ 6 32] ; [24 40],[11.17647059 26.82352941] ; [18.82352941 45.17647059],0
a4,1,0.023226,5.151502,[21 48] ; [47 51],[28.09580838 40.90419162] ; [39.90419162 58.09580838],0
a3,1,0.031018,4.651959,[33 35] ; [64 34],[39.73493976 28.26506024] ; [57.26506024 40.73493976],0
b5,1,0.035437,4.424004,[49 20] ; [55 45],[42.46153846 26.53846154] ; [61.53846154 38.46153846],0
n3,1,0.058412,3.581899,[18  5] ; [27 22],[14.375  8.625] ; [30.625 18.375],0
d5,1,0.091869,2.841311,[39 29] ; [70 30],[44.11904762 23.88095238] ; [64.88095238 35.11904762],0
d1,1,0.099627,2.711511,[23 46] ; [46 54],[28.17159763 40.82840237] ; [40.82840237 59.17159763],0
n2,1,0.143698,2.137908,[17  6] ; [28 22],[14.17808219  8.82191781] ; [30.82191781 19.17808219],0
s7,1,0.146349,2.109903,[ 9 57] ; [21 71],[12.53164557 53.46835443] ; [17.46835443 74.53164557],0
s6,1,0.166165,1.917202,[30 39] ; [33 67],[25.72189349 43.27810651] ; [37.27810651 62.72189349],0
a2,1,0.183345,1.770297,[ 9 60] ; [21 79],[12.24852071 56.75147929] ; [17.75147929 82.24852071],0
s2,1,0.203439,1.617513,[19 50] ; [19 80],[15.60714286 53.39285714] ; [22.39285714 76.60714286],0
s4,1,0.213212,1.549484,[ 7 61] ; [17 82],[ 9.77245509 58.22754491] ; [14.22754491 84.77245509],0
p11,1,0.232245,1.42706,[34 35] ; [40 60],[30.21301775 38.78698225] ; [43.78698225 56.21301775],0
a5,1,0.322126,0.980293,[34 35] ; [57 43],[37.15384615 31.84615385] ; [53.84615385 46.15384615],0
p9,1,0.325478,0.966805,[22 45] ; [25 72],[19.20121951 47.79878049] ; [27.79878049 69.20121951],0
a6,1,0.334586,0.931067,[35 33] ; [59 41],[38.04761905 29.95238095] ; [55.95238095 44.04761905],0
d3,1,0.334586,0.931067,[35 33] ; [59 41],[38.04761905 29.95238095] ; [55.95238095 44.04761905],0
n6,1,0.383617,0.759077,[42 26] ; [55 45],[39.26190476 28.73809524] ; [57.73809524 42.26190476],0
d4,1,0.407477,0.68615,[44 23] ; [71 28],[46.41566265 20.58433735] ; [68.58433735 30.41566265],0
b1,1,0.429916,0.623051,[36 33] ; [46 54],[33.47928994 35.52071006] ; [48.52071006 51.47928994],0
a1,1,0.44247,0.589867,[ 4 65] ; [ 9 91],[ 5.30769231 63.69230769] ; [ 7.69230769 92.30769231],0
u1,1,0.493704,0.468444,[ 6 63] ; [12 88],[ 7.34911243 61.65088757] ; [10.65088757 89.34911243],0
u2,1,0.49729,0.460716,[14 20] ; [12 24],[12.62857143 21.37142857] ; [13.37142857 22.62857143],0
r2,1,0.518817,0.416244,[57 12] ; [77 21],[55.36526946 13.63473054] ; [78.63473054 19.36526946],0
b4,1,0.523536,0.406922,[38 31] ; [60 40],[40.01183432 28.98816568] ; [57.98816568 42.01183432],0
n4,1,0.56045,0.338926,[39 30] ; [61 39],[40.82840237 28.17159763] ; [59.17159763 40.82840237],0
s5,1,0.566663,0.328299,[12 57] ; [14 85],[10.67857143 58.32142857] ; [15.32142857 83.67857143],0
u3,1,0.628745,0.233766,[15 21] ; [13 23],[14. 22.] ; [14. 22.],0
r1,1,0.672574,0.178606,[43 25] ; [60 40],[41.69047619 26.30952381] ; [61.30952381 38.69047619],0
a8,1,0.687014,0.162337,[ 5 59] ; [ 9 84],[ 5.70700637 58.29299363] ; [ 8.29299363 84.70700637],0
p12,1,0.713338,0.134966,[ 2 67] ; [ 2 97],[ 1.64285714 67.35714286] ; [ 2.35714286 96.64285714],0
v2,1,0.73026,0.118873,[25 42] ; [34 64],[23.95757576 43.04242424] ; [35.04242424 62.95757576],0
n1,1,0.768283,0.086801,[ 9 13] ; [19 32],[ 8.43835616 13.56164384] ; [19.56164384 31.43835616],0
n5,1,0.781122,0.077205,[36 33] ; [50 50],[35.11242604 33.88757396] ; [50.88757396 49.11242604],0
a7,1,0.811437,0.056917,[41 28] ; [57 42],[40.25 28.75] ; [57.75 41.25],0
s1,1,0.877555,0.023737,[ 5 63] ; [ 8 92],[ 5.26190476 62.73809524] ; [ 7.73809524 92.26190476],0
v1,1,0.887208,0.020118,[22 46] ; [31 68],[21.58083832 46.41916168] ; [31.41916168 67.58083832],0
d2,1,0.920767,0.009894,[30 38] ; [44 54],[30.31325301 37.68674699] ; [43.68674699 54.31325301],0
v3,1,0.938072,0.006036,[15 52] ; [21 75],[14.79754601 52.20245399] ; [21.20245399 74.79754601],0
p1,1,0.944681,0.004815,[ 5 63] ; [ 7 92],[ 4.88622754 63.11377246] ; [ 7.11377246 91.88622754],0
