Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.007373,7.179655,[97  2] ; [3 1],[96.11650485  2.88349515] ; [3.88349515 0.11650485],0
d4,1,0.007585,7.12884,[80 19] ; [1 3],[77.85436893 21.14563107] ; [3.14563107 0.85436893],0
r4,1,0.01475,5.946119,[89 10] ; [2 2],[87.46601942 11.53398058] ; [3.53398058 0.46601942],0
a3,1,0.028348,4.806791,[74 25] ; [1 3],[72.08737864 26.91262136] ; [2.91262136 1.08737864],0
d3,1,0.065512,3.392025,[67 30] ; [1 3],[65.30693069 31.69306931] ; [2.69306931 1.30693069],0
v4,1,0.14007,2.177185,[93  6] ; [3 1],[92.27184466  6.72815534] ; [3.72815534 0.27184466],0
p10,1,0.158406,1.989378,[78 20] ; [2 2],[76.8627451 21.1372549] ; [3.1372549 0.8627451],0
u3,1,0.175409,1.836101,[18  7] ; [1 2],[16.96428571  8.03571429] ; [2.03571429 0.96428571],0
d2,1,0.229032,1.446861,[55 44] ; [1 3],[53.82524272 45.17475728] ; [2.17475728 1.82524272],0
r1,1,0.269881,1.217354,[74 25] ; [2 2],[73.04854369 25.95145631] ; [2.95145631 1.04854369],0
s7,1,0.274719,1.193033,[61 34] ; [1 2],[60.10204082 34.89795918] ; [1.89795918 1.10204082],0
a8,1,0.294873,1.097237,[ 8 80] ; [1 3],[ 8.60869565 79.39130435] ; [0.39130435 3.60869565],0
a5,1,0.321769,0.981742,[72 27] ; [2 2],[71.12621359 27.87378641] ; [2.87378641 1.12621359],0
n3,1,0.362989,0.827524,[25  7] ; [1 1],[24.47058824  7.52941176] ; [1.52941176 0.47058824],0
s6,1,0.36467,0.821746,[69 28] ; [2 2],[68.18811881 28.81188119] ; [2.81188119 1.18811881],0
p3,1,0.377018,0.780402,[47 52] ; [1 3],[46.13592233 52.86407767] ; [1.86407767 2.13592233],0
b1,1,0.46496,0.533928,[43 56] ; [1 3],[42.29126214 56.70873786] ; [1.70873786 2.29126214],0
b4,1,0.46496,0.533928,[56 43] ; [3 1],[56.70873786 42.29126214] ; [2.29126214 1.70873786],0
b2,1,0.486467,0.48433,[35 30] ; [1 2],[34.41176471 30.58823529] ; [1.58823529 1.41176471],0
b3,1,0.486467,0.48433,[35 30] ; [1 2],[34.41176471 30.58823529] ; [1.58823529 1.41176471],0
p9,1,0.546107,0.364338,[85 14] ; [3 1],[84.58252427 14.41747573] ; [3.41747573 0.58252427],0
v2,1,0.574197,0.315711,[58 37] ; [3 1],[58.53535354 36.46464646] ; [2.46464646 1.53535354],0
n6,1,0.593958,0.284205,[84 15] ; [3 1],[83.62135922 15.37864078] ; [3.37864078 0.62135922],0
p4,1,0.615086,0.252835,[62 37] ; [3 1],[62.47572816 36.52427184] ; [2.52427184 1.47572816],0
s5,1,0.615903,0.251668,[34 57] ; [1 3],[33.52631579 57.47368421] ; [1.47368421 2.52631579],0
p11,1,0.728236,0.120737,[66 33] ; [3 1],[66.32038835 32.67961165] ; [2.67961165 1.32038835],0
p7,1,0.738467,0.111478,[65 32] ; [3 1],[65.30693069 31.69306931] ; [2.69306931 1.30693069],0
a4,1,0.777382,0.079937,[56 42] ; [2 2],[55.7254902 42.2745098] ; [2.2745098 1.7254902],0
v3,1,0.781069,0.077243,[30 65] ; [1 3],[29.74747475 65.25252525] ; [1.25252525 2.74747475],0
u1,1,0.886196,0.020483,[28 71] ; [1 3],[27.87378641 71.12621359] ; [1.12621359 2.87378641],0
v1,1,0.887251,0.020103,[52 45] ; [2 2],[51.86138614 45.13861386] ; [2.13861386 1.86138614],0
a7,1,0.910773,0.012558,[71 27] ; [3 1],[71.09803922 26.90196078] ; [2.90196078 1.09803922],0
a6,1,0.920216,0.010032,[72 27] ; [3 1],[72.08737864 26.91262136] ; [2.91262136 1.08737864],0
s8,1,1.0,0.0,[49 49] ; [2 2],[49. 49.] ; [2. 2.],0
