Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,25.198006,[ 4 22] ; [52 20],[14.85714286 11.14285714] ; [41.14285714 30.85714286],1
a6,1,0.611507,0.257987,[ 9 17] ; [29 43],[10.08163265 15.91836735] ; [27.91836735 44.08163265],0
b4,1,0.623787,0.240581,[18  8] ; [46 26],[16.97959184  9.02040816] ; [47.02040816 24.97959184],0
n5,1,0.650301,0.205521,[19  6] ; [57 14],[19.79166667  5.20833333] ; [56.20833333 14.79166667],0
a8,1,0.659405,0.194248,[ 2 23] ; [ 8 64],[ 2.57731959 22.42268041] ; [ 7.42268041 64.57731959],0
v1,1,0.670094,0.181492,[16  9] ; [42 29],[15.10416667  9.89583333] ; [42.89583333 28.10416667],0
p5,1,0.702704,0.145674,[ 4 21] ; [14 58],[ 4.63917526 20.36082474] ; [13.36082474 58.63917526],0
u1,1,0.734207,0.115284,[ 1 25] ; [ 4 68],[ 1.32653061 24.67346939] ; [ 3.67346939 68.32653061],0
a1,1,0.758688,0.094375,[ 2 24] ; [ 7 65],[ 2.3877551 23.6122449] ; [ 6.6122449 65.3877551],0
s3,1,0.803412,0.061968,[17  9] ; [49 23],[17.51020408  8.48979592] ; [48.48979592 23.51020408],0
s2,1,0.831256,0.045408,[16 10] ; [46 26],[16.44897959  9.55102041] ; [45.55102041 26.44897959],0
p7,1,0.89319,0.018028,[19  6] ; [53 18],[18.75  6.25] ; [53.25 17.75],0
r3,1,0.899006,0.016108,[24  2] ; [67  5],[24.14285714  1.85714286] ; [66.85714286  5.14285714],0
p8,1,0.926254,0.008567,[14 11] ; [39 32],[13.80208333 11.19791667] ; [39.19791667 31.80208333],0
u3,1,0.93021,0.00767,[9 7] ; [6 5],[8.88888889 7.11111111] ; [6.11111111 4.88888889],0
s6,1,0.957281,0.002869,[20  4] ; [58 12],[19.91489362  4.08510638] ; [58.08510638 11.91489362],0
n1,1,1.0,0.0,[5 5] ; [8 8],[5. 5.] ; [8. 8.],0
u2,1,1.0,0.0,[8 8] ; [5 5],[8. 8.] ; [5. 5.],0
b1,1,1.0,0.0,[13 13] ; [36 36],[13. 13.] ; [36. 36.],0
