Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,8.7e-05,15.397301,[46  5] ; [34 26],[36.75675676 14.24324324] ; [43.24324324 16.75675676],1
r4,1,0.000239,13.492649,[40 11] ; [27 34],[30.50892857 20.49107143] ; [36.49107143 24.50892857],1
p10,1,0.000576,11.851853,[33 18] ; [18 39],[24.08333333 26.91666667] ; [26.91666667 30.08333333],1
v4,1,0.001212,10.471516,[45  5] ; [38 22],[37.72727273 12.27272727] ; [45.27272727 14.72727273],0
s6,1,0.001278,10.374712,[27 24] ; [14 46],[18.83783784 32.16216216] ; [22.16216216 37.83783784],0
p2,1,0.00173,9.816061,[36 15] ; [25 36],[27.77678571 23.22321429] ; [33.22321429 27.77678571],0
p9,1,0.002941,8.843963,[36 15] ; [24 33],[28.33333333 22.66666667] ; [31.66666667 25.33333333],0
p8,1,0.006158,7.503589,[18 32] ; [ 8 51],[11.9266055 38.0733945] ; [14.0733945 44.9266055],0
s8,1,0.009434,6.738783,[16 35] ; [ 7 54],[10.47321429 40.52678571] ; [12.52678571 48.47321429],0
n2,1,0.020946,5.331301,[13  2] ; [16 15],[9.45652174 5.54347826] ; [19.54347826 11.45652174],0
v2,1,0.025686,4.977064,[23 25] ; [15 41],[17.53846154 30.46153846] ; [20.46153846 35.53846154],0
b5,1,0.056426,3.63945,[35 16] ; [31 30],[30.05357143 20.94642857] ; [35.94642857 25.05357143],0
p7,1,0.062465,3.470698,[20 27] ; [15 44],[15.51886792 31.48113208] ; [19.48113208 39.51886792],0
u3,1,0.086974,2.929506,[12  7] ; [ 8 14],[9.26829268 9.73170732] ; [10.73170732 11.26829268],0
s1,1,0.086987,2.929265,[ 1 49] ; [ 6 54],[ 3.18181818 46.81818182] ; [ 3.81818182 56.18181818],0
r1,1,0.13437,2.241273,[37 14] ; [36 25],[33.24107143 17.75892857] ; [39.75892857 21.24107143],0
a1,1,0.14306,2.144737,[ 2 49] ; [ 7 54],[ 4.09821429 46.90178571] ; [ 4.90178571 56.09821429],0
a2,1,0.173013,1.856638,[ 4 47] ; [10 51],[ 6.375 44.625] ; [ 7.625 53.375],0
a4,1,0.185538,1.752694,[14 37] ; [24 37],[17.30357143 33.69642857] ; [20.69642857 40.30357143],0
s3,1,0.224266,1.47686,[28 23] ; [26 34],[24.81081081 26.18918919] ; [29.18918919 30.81081081],0
v3,1,0.231468,1.431818,[14 36] ; [10 45],[11.42857143 38.57142857] ; [12.57142857 42.42857143],0
a5,1,0.233664,1.418418,[30 21] ; [29 32],[26.86607143 24.13392857] ; [32.13392857 28.86607143],0
b3,1,0.233961,1.416618,[ 6 21] ; [11 19],[ 8.05263158 18.94736842] ; [ 8.94736842 21.05263158],0
b2,1,0.233961,1.416618,[ 6 21] ; [11 19],[ 8.05263158 18.94736842] ; [ 8.94736842 21.05263158],0
