Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,8.7e-05,15.397301,[46  5] ; [34 26],[36.75675676 14.24324324] ; [43.24324324 16.75675676],1
d2,1,0.281128,1.161628,[17 34] ; [26 34],[19.75675676 31.24324324] ; [23.24324324 36.75675676],0
s2,1,0.289502,1.121935,[19 32] ; [17 44],[16.39285714 34.60714286] ; [19.60714286 41.39285714],0
v1,1,0.302149,1.064686,[22 26] ; [22 39],[19.37614679 28.62385321] ; [24.62385321 36.37614679],0
b1,1,0.325504,0.966701,[22 29] ; [32 29],[24.58928571 26.41071429] ; [29.41071429 31.58928571],0
s7,1,0.333646,0.934694,[16 33] ; [13 41],[13.7961165 35.2038835] ; [15.2038835 38.7961165],0
n5,1,0.376434,0.782314,[20 31] ; [29 32],[22.3125 28.6875] ; [26.6875 34.3125],0
a6,1,0.380474,0.769171,[29 22] ; [39 21],[31.24324324 19.75675676] ; [36.75675676 23.24324324],0
d3,1,0.393198,0.729029,[27 24] ; [36 23],[29.20909091 21.79090909] ; [33.79090909 25.20909091],0
d1,1,0.429011,0.625498,[18 33] ; [26 35],[20.03571429 30.96428571] ; [23.96428571 37.03571429],0
p1,1,0.46132,0.54269,[ 3 47] ; [ 6 55],[ 4.05405405 45.94594595] ; [ 4.94594595 56.05405405],0
u2,1,0.491118,0.474075,[12  7] ; [11 10],[10.925  8.075] ; [12.075  8.925],0
n1,1,0.49168,0.472847,[6 8] ; [10 21],[4.97777778 9.02222222] ; [11.02222222 19.97777778],0
r2,1,0.588092,0.293333,[42  8] ; [48 12],[40.90909091  9.09090909] ; [49.09090909 10.90909091],0
s5,1,0.60291,0.27063,[ 9 41] ; [ 8 48],[ 8.01886792 41.98113208] ; [ 8.98113208 47.01886792],0
a7,1,0.621103,0.244321,[32 19] ; [41 20],[33.24107143 17.75892857] ; [39.75892857 21.24107143],0
a8,1,0.732995,0.116379,[ 5 45] ; [ 7 51],[ 5.55555556 44.44444444] ; [ 6.44444444 51.55555556],0
p6,1,0.734777,0.11477,[ 7 42] ; [ 7 51],[ 6.41121495 42.58878505] ; [ 7.58878505 50.41121495],0
s4,1,0.741773,0.108574,[ 8 43] ; [11 50],[ 8.65178571 42.34821429] ; [10.34821429 50.65178571],0
b4,1,0.792585,0.069145,[28 23] ; [35 26],[28.6875 22.3125] ; [34.3125 26.6875],0
a3,1,0.805219,0.060811,[32 19] ; [39 21],[32.62162162 18.37837838] ; [38.37837838 21.62162162],0
u1,1,0.821427,0.050945,[ 3 48] ; [ 3 58],[ 2.73214286 48.26785714] ; [ 3.26785714 57.73214286],0
n4,1,0.82294,0.050071,[27 24] ; [31 30],[26.41071429 24.58928571] ; [31.58928571 29.41071429],0
d5,1,0.828232,0.047076,[33 18] ; [40 20],[33.54054054 17.45945946] ; [39.45945946 20.54054054],0
d4,1,0.874136,0.025093,[37 14] ; [42 17],[36.62727273 14.37272727] ; [42.37272727 16.62727273],0
n3,1,0.929711,0.007781,[9 6] ; [17 12],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
p3,1,0.990023,0.000156,[11 40] ; [13 47],[11.02702703 39.97297297] ; [12.97297297 47.02702703],0
