Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.1e-05,16.395401,[41 68] ; [30 10],[51.93959732 57.06040268] ; [19.06040268 20.93959732],1
s4,1,0.012315,6.264915,[  7 105] ; [ 8 32],[ 11.05263158 100.94736842] ; [ 3.94736842 36.05263158],0
v1,1,0.019148,5.487945,[32 77] ; [20 20],[38.04026846 70.95973154] ; [13.95973154 26.04026846],0
d3,1,0.043161,4.089098,[70 42] ; [32  8],[75.15789474 36.84210526] ; [26.84210526 13.15789474],0
s8,1,0.043232,4.08631,[17 94] ; [12 28],[21.31788079 89.68211921] ; [ 7.68211921 32.31788079],0
s7,1,0.044117,4.052065,[19 88] ; [13 26],[23.45205479 83.54794521] ; [ 8.54794521 30.45205479],0
v4,1,0.055414,3.669586,[91 19] ; [38  2],[94.6 15.4] ; [34.4  5.6],0
p5,1,0.057911,3.596228,[  3 109] ; [ 4 36],[  5.15789474 106.84210526] ; [ 1.84210526 38.15789474],0
b1,1,0.08688,2.931254,[51 61] ; [12 28],[46.42105263 65.57894737] ; [16.57894737 23.42105263],0
p12,1,0.111192,2.537195,[  1 110] ; [ 2 38],[  2.20529801 108.79470199] ; [ 0.79470199 39.20529801],0
r2,1,0.155813,2.014398,[90 18] ; [37  3],[92.67567568 15.32432432] ; [34.32432432  5.67567568],0
s6,1,0.173465,1.852743,[35 76] ; [17 22],[38.48 72.52] ; [13.52 25.48],0
r4,1,0.201901,1.628571,[81 31] ; [33  7],[84. 28.] ; [30. 10.],0
a6,1,0.210646,1.566979,[60 52] ; [26 14],[63.36842105 48.63157895] ; [22.63157895 17.36842105],0
b4,1,0.215964,1.530993,[66 46] ; [28 12],[69.26315789 42.73684211] ; [24.73684211 15.26315789],0
a7,1,0.246987,1.340264,[79 33] ; [32  8],[81.78947368 30.21052632] ; [29.21052632 10.78947368],0
b5,1,0.253692,1.302857,[67 45] ; [28 12],[70. 42.] ; [25. 15.],0
a4,1,0.254614,1.297808,[42 70] ; [11 29],[39.05263158 72.94736842] ; [13.94736842 26.05263158],0
p9,1,0.262828,1.253799,[66 44] ; [28 12],[68.93333333 41.06666667] ; [25.06666667 14.93333333],0
n1,1,0.29792,1.08348,[10 33] ; [ 1 10],[ 8.75925926 34.24074074] ; [2.24074074 8.75925926],0
p1,1,0.316399,1.003772,[  6 105] ; [ 4 36],[  7.35099338 103.64900662] ; [ 2.64900662 37.35099338],0
a3,1,0.324763,0.969669,[68 43] ; [28 12],[70.56953642 40.43046358] ; [25.43046358 14.56953642],0
a8,1,0.348731,0.87807,[ 6 98] ; [ 4 35],[ 7.27272727 96.72727273] ; [ 2.72727273 36.27272727],0
u2,1,0.373961,0.790459,[23 21] ; [8 4],[24.35714286 19.64285714] ; [6.64285714 5.35714286],0
r3,1,0.389089,0.741786,[98 14] ; [37  3],[99.47368421 12.52631579] ; [35.52631579  4.47368421],0
p8,1,0.394953,0.723638,[43 69] ; [18 21],[45.24503311 66.75496689] ; [15.75496689 23.24503311],0
n2,1,0.401964,0.702444,[25 17] ; [5 6],[23.77358491 18.22641509] ; [6.22641509 4.77358491],0
p10,1,0.428804,0.62606,[58 52] ; [24 16],[60.13333333 49.86666667] ; [21.86666667 18.13333333],0
d1,1,0.448914,0.573393,[51 61] ; [21 19],[53.05263158 58.94736842] ; [18.94736842 21.05263158],0
p3,1,0.561224,0.337589,[36 75] ; [15 25],[37.49006623 73.50993377] ; [13.50993377 26.49006623],0
r1,1,0.563829,0.333117,[81 31] ; [27 13],[79.57894737 32.42105263] ; [28.42105263 11.57894737],0
p11,1,0.587638,0.294048,[78 34] ; [26 14],[76.63157895 35.36842105] ; [27.36842105 12.63157895],0
n4,1,0.595184,0.282321,[45 67] ; [18 22],[46.42105263 65.57894737] ; [16.57894737 23.42105263],0
n3,1,0.616273,0.251141,[30 12] ; [7 4],[29.32075472 12.67924528] ; [7.67924528 3.32075472],0
